Timestamp,TSX_Computed_Density
2023-04-21 22:27:27,5.380689701442018e-13
2023-04-21 22:27:42,5.410011528843835e-13
2023-04-21 22:27:57,5.529458906975169e-13
2023-04-21 22:28:12,5.62834227118424e-13
2023-04-21 22:28:27,5.688439641448722e-13
2023-04-21 22:28:42,5.69593217006882e-13
2023-04-21 22:28:57,5.697474656809161e-13
2023-04-21 22:29:12,5.78264766119282e-13
2023-04-21 22:29:27,5.909318641984586e-13
2023-04-21 22:29:42,5.943371187642043e-13
2023-04-21 22:29:57,5.957594078551854e-13
2023-04-21 22:30:12,5.991880015712669e-13
2023-04-21 22:30:27,6.008303391257877e-13
2023-04-21 22:30:42,6.039158927836976e-13
2023-04-21 22:30:57,6.113422677341413e-13
2023-04-21 22:31:12,6.166248362358958e-13
2023-04-21 22:31:27,6.144906461157084e-13
2023-04-21 22:31:42,6.166939340236288e-13
2023-04-21 22:31:57,6.163375707952917e-13
2023-04-21 22:32:12,6.205545787602422e-13
2023-04-21 22:32:27,6.253775416649416e-13
2023-04-21 22:32:42,6.265462352963755e-13
2023-04-21 22:32:57,6.204653601146219e-13
2023-04-21 22:33:12,6.260859773821145e-13
2023-04-21 22:33:27,6.361618981973093e-13
2023-04-21 22:33:42,6.395524572719537e-13
2023-04-21 22:33:57,6.259016365583599e-13
2023-04-21 22:34:12,6.272079028979258e-13
2023-04-21 22:34:27,6.308890279052571e-13
2023-04-21 22:34:42,6.390532115021002e-13
2023-04-21 22:34:57,6.463139543295957e-13
2023-04-21 22:35:12,6.456518748485746e-13
2023-04-21 22:35:27,6.435627015608807e-13
2023-04-21 22:35:42,6.453639962015569e-13
2023-04-21 22:35:57,6.50200471491573e-13
2023-04-21 22:36:12,6.550831685443609e-13
2023-04-21 22:36:27,6.640734993038359e-13
2023-04-21 22:36:42,6.692367348822082e-13
2023-04-21 22:36:57,6.778416196756695e-13
2023-04-21 22:37:12,6.894901019816148e-13
2023-04-21 22:37:27,7.154924493137661e-13
2023-04-21 22:37:42,7.101186600697911e-13
2023-04-21 22:37:57,7.179505851763127e-13
2023-04-21 22:38:12,7.225190800547533e-13
2023-04-21 22:38:27,7.422452970535685e-13
2023-04-21 22:38:42,7.545725377845308e-13
2023-04-21 22:38:57,7.652882384442126e-13
2023-04-21 22:39:12,7.711877141257611e-13
2023-04-21 22:39:27,7.749070356928879e-13
2023-04-21 22:39:42,7.891491952802931e-13
2023-04-21 22:39:57,7.960511334017086e-13
2023-04-21 22:40:12,8.065213686675016e-13
2023-04-21 22:40:27,8.068853944485111e-13
2023-04-21 22:40:42,8.209816444312417e-13
2023-04-21 22:40:57,8.200920900594421e-13
2023-04-21 22:41:12,8.291752650873542e-13
2023-04-21 22:41:27,8.272103067606961e-13
2023-04-21 22:41:42,8.261972851531974e-13
2023-04-21 22:41:57,8.330402172775823e-13
2023-04-21 22:42:12,8.409704989910485e-13
2023-04-21 22:42:27,8.521679546964404e-13
2023-04-21 22:42:42,8.498926400400327e-13
2023-04-21 22:42:57,8.452149150828278e-13
2023-04-21 22:43:12,8.533466696413778e-13
2023-04-21 22:43:27,8.525103703253052e-13
2023-04-21 22:43:42,8.598829838670495e-13
2023-04-21 22:43:57,8.659949633834364e-13
2023-04-21 22:44:12,8.636828295370174e-13
2023-04-21 22:44:27,8.546890114021129e-13
2023-04-21 22:44:42,8.589981947555839e-13
2023-04-21 22:44:57,8.633476093946933e-13
2023-04-21 22:45:12,8.605638997076549e-13
2023-04-21 22:45:27,8.58395447195603e-13
2023-04-21 22:45:42,8.517904456325197e-13
2023-04-21 22:45:57,8.454538372454413e-13
2023-04-21 22:46:12,8.395854529899442e-13
2023-04-21 22:46:27,8.340408593206613e-13
2023-04-21 22:46:42,8.276535135472648e-13
2023-04-21 22:46:57,8.207903157068844e-13
2023-04-21 22:47:12,8.139862247086824e-13
2023-04-21 22:47:27,8.072786183503561e-13
2023-04-21 22:47:42,8.007087379605361e-13
2023-04-21 22:47:57,7.952937281687129e-13
2023-04-21 22:48:12,7.887400233572026e-13
2023-04-21 22:48:27,7.827763250469372e-13
2023-04-21 22:48:42,7.76197934014947e-13
2023-04-21 22:48:57,7.698158911458146e-13
2023-04-21 22:49:12,7.636467820092813e-13
2023-04-21 22:49:27,7.587003181498902e-13
2023-04-21 22:49:42,7.533656035616109e-13
2023-04-21 22:49:57,7.478183934703636e-13
2023-04-21 22:50:12,7.414829265182999e-13
2023-04-21 22:50:27,7.353322913637906e-13
2023-04-21 22:50:42,7.290099304028577e-13
2023-04-21 22:50:57,7.476137061117656e-13
2023-04-21 22:51:12,7.458904294109295e-13
2023-04-21 22:51:27,7.380138019368014e-13
2023-04-21 22:51:42,7.294266843058969e-13
2023-04-21 22:51:57,7.364447857165153e-13
2023-04-21 22:52:12,7.524417991050635e-13
2023-04-21 22:52:27,7.717695535942945e-13
2023-04-21 22:52:42,7.823740005445589e-13
2023-04-21 22:52:57,7.876595582218186e-13
2023-04-21 22:53:12,7.984958309372491e-13
2023-04-21 22:53:27,8.055593541724978e-13
2023-04-21 22:53:42,8.153861213468157e-13
2023-04-21 22:53:57,8.141043052012735e-13
2023-04-21 22:54:12,8.253125224733118e-13
2023-04-21 22:54:27,8.381291648649722e-13
2023-04-21 22:54:42,8.460213705750905e-13
2023-04-21 22:54:57,8.538007987938373e-13
2023-04-21 22:55:12,8.631663121449765e-13
2023-04-21 22:55:27,8.755670412897425e-13
2023-04-21 22:55:42,8.86066240481718e-13
2023-04-21 22:55:57,8.738286544640864e-13
2023-04-21 22:56:12,8.812968719814559e-13
2023-04-21 22:56:27,8.91006886665024e-13
2023-04-21 22:56:42,9.016350266824587e-13
2023-04-21 22:56:57,9.135641537891698e-13
2023-04-21 22:57:12,9.237890894019153e-13
2023-04-21 22:57:27,9.332303342905522e-13
2023-04-21 22:57:42,9.408646145920976e-13
2023-04-21 22:57:57,9.47916913581213e-13
2023-04-21 22:58:12,9.610019164964881e-13
2023-04-21 22:58:27,9.848486160768093e-13
2023-04-21 22:58:42,9.960205114370712e-13
2023-04-21 22:58:57,9.965536326477142e-13
2023-04-21 22:59:12,1.008674413940499e-12
2023-04-21 22:59:27,1.007649041495738e-12
2023-04-21 22:59:42,1.0205385586734437e-12
2023-04-21 22:59:57,1.0347317084180644e-12
2023-04-21 23:00:12,1.0486073075526384e-12
2023-04-21 23:00:27,1.0641643760654333e-12
2023-04-21 23:00:42,1.0757435663520172e-12
2023-04-21 23:00:57,1.0931515287583833e-12
2023-04-21 23:01:12,1.1112096896472632e-12
2023-04-21 23:01:27,1.1169588172807992e-12
2023-04-21 23:01:42,1.1269675996144137e-12
2023-04-21 23:01:57,1.1410161077509666e-12
2023-04-21 23:02:12,1.1603136402223724e-12
2023-04-21 23:02:27,1.1773380874995594e-12
2023-04-21 23:02:42,1.1866255754949095e-12
2023-04-21 23:02:57,1.1990918964816089e-12
2023-04-21 23:03:12,1.2137935201796444e-12
2023-04-21 23:03:27,1.230928921274066e-12
2023-04-21 23:03:42,1.2423651061063112e-12
2023-04-21 23:03:57,1.2518792548564518e-12
2023-04-21 23:04:12,1.264166407571471e-12
2023-04-21 23:04:27,1.2704356338066342e-12
2023-04-21 23:04:42,1.2801621169821663e-12
2023-04-21 23:04:57,1.278714727570018e-12
2023-04-21 23:05:12,1.2825831783779087e-12
2023-04-21 23:05:27,1.2944788569762303e-12
2023-04-21 23:05:42,1.3013195682025427e-12
2023-04-21 23:05:57,1.3124101337403257e-12
2023-04-21 23:06:12,1.3122732025805832e-12
2023-04-21 23:06:27,1.3061828273481394e-12
2023-04-21 23:06:42,1.3074602234146087e-12
2023-04-21 23:06:57,1.3061217604256581e-12
2023-04-21 23:07:12,1.3057809944843638e-12
2023-04-21 23:07:27,1.3138211160434388e-12
2023-04-21 23:07:42,1.3171347162440084e-12
2023-04-21 23:07:57,1.3118798566099326e-12
2023-04-21 23:08:12,1.3048181635581395e-12
2023-04-21 23:08:27,1.2944938592293734e-12
2023-04-21 23:08:42,1.2954283807371453e-12
2023-04-21 23:08:57,1.3048093622568495e-12
2023-04-21 23:09:12,1.3018678794743296e-12
2023-04-21 23:09:27,1.2977000957326989e-12
2023-04-21 23:09:42,1.2948804384378258e-12
2023-04-21 23:09:57,1.2894400823883706e-12
2023-04-21 23:10:12,1.2871288757750466e-12
2023-04-21 23:10:27,1.28149103772798e-12
2023-04-21 23:10:42,1.276996186964064e-12
2023-04-21 23:10:57,1.2742649324540083e-12
2023-04-21 23:11:12,1.2706113592030709e-12
2023-04-21 23:11:27,1.2666862257225537e-12
2023-04-21 23:11:42,1.261654283865635e-12
2023-04-21 23:11:57,1.2589995234520897e-12
2023-04-21 23:12:12,1.254925363398077e-12
2023-04-21 23:12:27,1.2479576683440281e-12
2023-04-21 23:12:42,1.2441031602116653e-12
2023-04-21 23:12:57,1.240020263494092e-12
2023-04-21 23:13:12,1.2366787885375824e-12
2023-04-21 23:13:27,1.226873607074935e-12
2023-04-21 23:13:42,1.2199151638754097e-12
2023-04-21 23:13:57,1.2142546233778999e-12
2023-04-21 23:14:12,1.2123937177399238e-12
2023-04-21 23:14:27,1.2163649256614524e-12
2023-04-21 23:14:42,1.2090512547173396e-12
2023-04-21 23:14:57,1.1871413818114924e-12
2023-04-21 23:15:12,1.178891320237445e-12
2023-04-21 23:15:27,1.1891333744184972e-12
2023-04-21 23:15:42,1.1879851024885303e-12
2023-04-21 23:15:57,1.1795255214475004e-12
2023-04-21 23:16:12,1.1648217164894835e-12
2023-04-21 23:16:27,1.1573518695359603e-12
2023-04-21 23:16:42,1.1562370795988514e-12
2023-04-21 23:16:57,1.1625161847125316e-12
2023-04-21 23:17:12,1.1559549857461725e-12
2023-04-21 23:17:27,1.1397587101484978e-12
2023-04-21 23:17:42,1.1388590250210607e-12
2023-04-21 23:17:57,1.1380253204433079e-12
2023-04-21 23:18:12,1.1273536846542038e-12
2023-04-21 23:18:27,1.1218639941540942e-12
2023-04-21 23:18:42,1.1194443037237056e-12
2023-04-21 23:18:57,1.1375956666058023e-12
2023-04-21 23:19:12,1.1275473692026862e-12
2023-04-21 23:19:27,1.1144696352550453e-12
2023-04-21 23:19:42,1.1040268492639303e-12
2023-04-21 23:19:57,1.0894761962034885e-12
2023-04-21 23:20:12,1.0831167452535832e-12
2023-04-21 23:20:27,1.0791850099900526e-12
2023-04-21 23:20:42,1.0724725483309325e-12
2023-04-21 23:20:57,1.0657373928720308e-12
2023-04-21 23:21:12,1.0562455820259826e-12
2023-04-21 23:21:27,1.0406762013662558e-12
2023-04-21 23:21:42,1.0297118224816013e-12
2023-04-21 23:21:57,1.021331778109037e-12
2023-04-21 23:22:12,1.0129635304169623e-12
2023-04-21 23:22:27,1.0004421699314704e-12
2023-04-21 23:22:42,9.84322054256642e-13
2023-04-21 23:22:57,9.681141030576299e-13
2023-04-21 23:23:12,9.569085652609409e-13
2023-04-21 23:23:27,9.385513801588636e-13
2023-04-21 23:23:42,9.172647395576437e-13
2023-04-21 23:23:57,8.98521379297136e-13
2023-04-21 23:24:12,8.812521434495762e-13
2023-04-21 23:24:27,8.685121443855372e-13
2023-04-21 23:24:42,8.460144529704506e-13
2023-04-21 23:24:57,8.325353415267291e-13
2023-04-21 23:25:12,8.150611568391218e-13
2023-04-21 23:25:27,8.095565000192283e-13
2023-04-21 23:25:42,7.90616549360719e-13
2023-04-21 23:25:57,7.857949477766326e-13
2023-04-21 23:26:12,7.71323829109663e-13
2023-04-21 23:26:27,7.693224584258471e-13
2023-04-21 23:26:42,7.678736576881454e-13
2023-04-21 23:26:57,7.640066718538211e-13
2023-04-21 23:27:12,7.53442306364773e-13
2023-04-21 23:27:27,7.408228029055268e-13
2023-04-21 23:27:42,7.417290530857643e-13
2023-04-21 23:27:57,7.426748453972211e-13
2023-04-21 23:28:12,7.310544382316114e-13
2023-04-21 23:28:27,7.2678695247947e-13
2023-04-21 23:28:42,7.17271173761203e-13
2023-04-21 23:28:57,7.211240258242343e-13
2023-04-21 23:29:12,7.252451229846893e-13
2023-04-21 23:29:27,7.304057640505476e-13
2023-04-21 23:29:42,7.224276630416848e-13
2023-04-21 23:29:57,7.15102661457526e-13
2023-04-21 23:30:12,7.215798031207716e-13
2023-04-21 23:30:27,7.275433769307501e-13
2023-04-21 23:30:42,7.350090234333282e-13
2023-04-21 23:30:57,7.428591459499065e-13
2023-04-21 23:31:12,7.513471774778436e-13
2023-04-21 23:31:27,7.582438244765383e-13
2023-04-21 23:31:42,7.658181987840717e-13
2023-04-21 23:31:57,7.733013766913772e-13
2023-04-21 23:32:12,7.825843184363726e-13
2023-04-21 23:32:27,7.935474473452698e-13
2023-04-21 23:32:42,8.024235527044855e-13
2023-04-21 23:32:57,8.101292787728517e-13
2023-04-21 23:33:12,8.193382043019361e-13
2023-04-21 23:33:27,8.276391776727368e-13
2023-04-21 23:33:42,8.374121755966941e-13
2023-04-21 23:33:57,8.457963370744941e-13
2023-04-21 23:34:12,8.551946460415498e-13
2023-04-21 23:34:27,8.641080501657544e-13
2023-04-21 23:34:42,8.730938998718469e-13
2023-04-21 23:34:57,8.822661850893662e-13
2023-04-21 23:35:12,8.913090748226934e-13
2023-04-21 23:35:27,9.003847696471289e-13
2023-04-21 23:35:42,9.088274385879647e-13
2023-04-21 23:35:57,9.03925516883022e-13
2023-04-21 23:36:12,9.121461528766756e-13
2023-04-21 23:36:27,9.192552355407651e-13
2023-04-21 23:36:42,9.272950065557394e-13
2023-04-21 23:36:57,9.23295441286736e-13
2023-04-21 23:37:12,9.19405983426662e-13
2023-04-21 23:37:27,9.150428166827395e-13
2023-04-21 23:37:42,9.100840338323983e-13
2023-04-21 23:37:57,9.069573696699594e-13
2023-04-21 23:38:12,9.043504960916254e-13
2023-04-21 23:38:27,9.062728510943683e-13
2023-04-21 23:38:42,9.042963943543545e-13
2023-04-21 23:38:57,9.060281935401609e-13
2023-04-21 23:39:12,9.012756466784072e-13
2023-04-21 23:39:27,8.946006761061721e-13
2023-04-21 23:39:42,8.915144159407494e-13
2023-04-21 23:39:57,8.958236349141482e-13
2023-04-21 23:40:12,8.939953474390725e-13
2023-04-21 23:40:27,8.915578192259867e-13
2023-04-21 23:40:42,8.865119109352332e-13
2023-04-21 23:40:57,8.875654554606454e-13
2023-04-21 23:41:12,8.858115275718465e-13
2023-04-21 23:41:27,8.826151002407373e-13
2023-04-21 23:41:42,8.790905805296912e-13
2023-04-21 23:41:57,8.76740289100486e-13
2023-04-21 23:42:12,8.725972558228319e-13
2023-04-21 23:42:27,8.706620135588046e-13
2023-04-21 23:42:42,8.659024890005121e-13
2023-04-21 23:42:57,8.606885792748076e-13
2023-04-21 23:43:12,8.541097908586496e-13
2023-04-21 23:43:27,8.474194290620643e-13
2023-04-21 23:43:42,8.439535698109097e-13
2023-04-21 23:43:57,8.415227011153938e-13
2023-04-21 23:44:12,8.347429735021824e-13
2023-04-21 23:44:27,8.328648299641511e-13
2023-04-21 23:44:42,8.268303468201335e-13
2023-04-21 23:44:57,8.27592469898776e-13
2023-04-21 23:45:12,8.239670116945844e-13
2023-04-21 23:45:27,8.181395263416771e-13
2023-04-21 23:45:42,8.108224410796139e-13
2023-04-21 23:45:57,8.026300891046176e-13
2023-04-21 23:46:12,7.976800663685962e-13
2023-04-21 23:46:27,7.96388094514371e-13
2023-04-21 23:46:42,7.926167756735194e-13
2023-04-21 23:46:57,7.928012781406071e-13
2023-04-21 23:47:12,7.901529285188975e-13
2023-04-21 23:47:27,7.789872575454178e-13
2023-04-21 23:47:42,7.751192548464986e-13
2023-04-21 23:47:57,7.705870936183125e-13
2023-04-21 23:48:12,7.702318097271285e-13
2023-04-21 23:48:27,7.731590548081052e-13
2023-04-21 23:48:42,7.716520972834536e-13
2023-04-21 23:48:57,7.715827048869199e-13
2023-04-21 23:49:12,7.695582137854452e-13
2023-04-21 23:49:27,7.67373468276741e-13
2023-04-21 23:49:42,7.67714041701261e-13
2023-04-21 23:49:57,7.693387015094175e-13
2023-04-21 23:50:12,7.700004646457188e-13
2023-04-21 23:50:27,7.66704136143789e-13
2023-04-21 23:50:42,7.669286627532164e-13
2023-04-21 23:50:57,7.630423973317915e-13
2023-04-21 23:51:12,7.60955611742935e-13
2023-04-21 23:51:27,7.637450983269567e-13
2023-04-21 23:51:42,7.637802544673234e-13
2023-04-21 23:51:57,7.666078965894325e-13
2023-04-21 23:52:12,7.610487776944192e-13
2023-04-21 23:52:27,7.546206092356375e-13
2023-04-21 23:52:42,7.520670537845591e-13
2023-04-21 23:52:57,7.548834382395215e-13
2023-04-21 23:53:12,7.546523143055312e-13
2023-04-21 23:53:27,7.519047616314618e-13
2023-04-21 23:53:42,7.512794660784587e-13
2023-04-21 23:53:57,7.443020020789734e-13
2023-04-21 23:54:12,7.459846515264738e-13
2023-04-21 23:54:27,7.509000149138827e-13
2023-04-21 23:54:42,7.541382573905548e-13
2023-04-21 23:54:57,7.595872235961619e-13
2023-04-21 23:55:12,7.621506631628377e-13
2023-04-21 23:55:27,7.641853562870389e-13
2023-04-21 23:55:42,7.67907977278568e-13
2023-04-21 23:55:57,7.689399861505882e-13
2023-04-21 23:56:12,7.717349847278567e-13
2023-04-21 23:56:27,7.772133173969384e-13
2023-04-21 23:56:42,7.81311493015702e-13
2023-04-21 23:56:57,7.850033949849125e-13
2023-04-21 23:57:12,7.873399132727419e-13
2023-04-21 23:57:27,7.892593345288427e-13
2023-04-21 23:57:42,7.910865468091671e-13
2023-04-21 23:57:57,7.915712413185e-13
2023-04-21 23:58:12,7.924221775659776e-13
2023-04-21 23:58:27,8.012244179488324e-13
2023-04-21 23:58:42,8.045730869607604e-13
2023-04-21 23:58:57,8.08624333297991e-13
2023-04-21 23:59:12,8.080801073964688e-13
2023-04-21 23:59:27,7.995539072253682e-13
2023-04-21 23:59:42,8.017005629583666e-13
2023-04-21 23:59:57,8.08927472132344e-13
2023-04-22 00:00:12,8.111314270601539e-13
2023-04-22 00:00:27,8.046305264973262e-13
2023-04-22 00:00:42,8.028140077607796e-13
2023-04-22 00:00:57,8.075272253821951e-13
2023-04-22 00:01:12,8.120364081311831e-13
2023-04-22 00:01:27,8.092748043220268e-13
2023-04-22 00:01:42,8.036932017728542e-13
2023-04-22 00:01:57,7.987932056558835e-13
2023-04-22 00:02:12,8.00932483208137e-13
2023-04-22 00:02:27,8.132771573908403e-13
2023-04-22 00:02:42,8.101107552998422e-13
2023-04-22 00:02:57,8.035449104537088e-13
2023-04-22 00:03:12,8.016186930844355e-13
2023-04-22 00:03:27,7.99523161912315e-13
2023-04-22 00:03:42,7.992347376994578e-13
2023-04-22 00:03:57,7.967312233299297e-13
2023-04-22 00:04:12,7.948115757098697e-13
2023-04-22 00:04:27,7.943220670515211e-13
2023-04-22 00:04:42,7.934062738316593e-13
2023-04-22 00:04:57,7.956154616140788e-13
2023-04-22 00:05:12,7.940786107496125e-13
2023-04-22 00:05:27,7.923192254412997e-13
2023-04-22 00:05:42,7.917327651617647e-13
2023-04-22 00:05:57,7.932752521840495e-13
2023-04-22 00:06:12,7.951249325775921e-13
2023-04-22 00:06:27,7.975155545476228e-13
2023-04-22 00:06:42,8.004941324804391e-13
2023-04-22 00:06:57,8.015031902051518e-13
2023-04-22 00:07:12,8.046889788526827e-13
2023-04-22 00:07:27,8.096992952579235e-13
2023-04-22 00:07:42,8.166283902261784e-13
2023-04-22 00:07:57,8.245866240558361e-13
2023-04-22 00:08:12,8.298013937238265e-13
2023-04-22 00:08:27,8.368041084324538e-13
2023-04-22 00:08:42,8.457434539957911e-13
2023-04-22 00:08:57,8.535562876412768e-13
2023-04-22 00:09:12,8.608702058079601e-13
2023-04-22 00:09:27,8.677349884747612e-13
2023-04-22 00:09:42,8.768303295605631e-13
2023-04-22 00:09:57,8.86813993565991e-13
2023-04-22 00:10:12,8.942408956849295e-13
2023-04-22 00:10:27,9.027680441673151e-13
2023-04-22 00:10:42,9.099138759640278e-13
2023-04-22 00:10:57,9.189218393494786e-13
2023-04-22 00:11:12,9.259319691627023e-13
2023-04-22 00:11:27,9.338204725157876e-13
2023-04-22 00:11:42,9.404042334342087e-13
2023-04-22 00:11:57,9.463095381710991e-13
2023-04-22 00:12:12,9.52316197421723e-13
2023-04-22 00:12:27,9.592292218196106e-13
2023-04-22 00:12:42,9.656167058364323e-13
2023-04-22 00:12:57,9.71966995030262e-13
2023-04-22 00:13:12,9.77007363473343e-13
2023-04-22 00:13:27,9.823712779967991e-13
2023-04-22 00:13:42,9.879078308053278e-13
2023-04-22 00:13:57,9.940773962094835e-13
2023-04-22 00:14:12,9.992682123409269e-13
2023-04-22 00:14:27,1.0022554782975687e-12
2023-04-22 00:14:42,1.0063208019439663e-12
2023-04-22 00:14:57,1.0120598771221252e-12
2023-04-22 00:15:12,1.0170149904452801e-12
2023-04-22 00:15:27,1.0234387183657027e-12
2023-04-22 00:15:42,1.027703982190037e-12
2023-04-22 00:15:57,1.0276375659986952e-12
2023-04-22 00:16:12,1.0302262940806558e-12
2023-04-22 00:16:27,1.035332642251188e-12
2023-04-22 00:16:42,1.0406921062606644e-12
2023-04-22 00:16:57,1.035580646038402e-12
2023-04-22 00:17:12,1.028709907780805e-12
2023-04-22 00:17:27,1.026840436795194e-12
2023-04-22 00:17:42,1.0292993185922733e-12
2023-04-22 00:17:57,1.0339994229604556e-12
2023-04-22 00:18:12,1.0267316622679007e-12
2023-04-22 00:18:27,1.0201278716530362e-12
2023-04-22 00:18:42,1.0229304511090337e-12
2023-04-22 00:18:57,1.0256202318082713e-12
2023-04-22 00:19:12,1.0176254203126625e-12
2023-04-22 00:19:27,1.0099016586878379e-12
2023-04-22 00:19:42,1.0019143705866031e-12
2023-04-22 00:19:57,1.004944221628206e-12
2023-04-22 00:20:12,9.966145762933604e-13
2023-04-22 00:20:27,9.880485546374734e-13
2023-04-22 00:20:42,9.799229039862084e-13
2023-04-22 00:20:57,9.730328737065753e-13
2023-04-22 00:21:12,9.64881064527612e-13
2023-04-22 00:21:27,9.5770463556217e-13
2023-04-22 00:21:42,9.4936373152826e-13
2023-04-22 00:21:57,9.413394655401993e-13
2023-04-22 00:22:12,9.333107571166722e-13
2023-04-22 00:22:27,9.261274677296446e-13
2023-04-22 00:22:42,9.190576028655563e-13
2023-04-22 00:22:57,9.24129908508238e-13
2023-04-22 00:23:12,9.164621237945724e-13
2023-04-22 00:23:27,9.080129890791488e-13
2023-04-22 00:23:42,9.006015556697007e-13
2023-04-22 00:23:57,8.986271563421172e-13
