Timestamp,GFO_Computed_Density,GFO_Accelerometer_Density,GFO_JB08,GFO_DTM2000,GFO_NRLMSISE-00
2023-04-22 16:00:57,9.06495359168145e-13,8.7814746e-13,6.8153649544776e-13,8.072532168797364e-13,8.3706723e-13
2023-04-22 16:01:12,9.178682201012807e-13,8.813502e-13,6.872675575940709e-13,8.120473834561829e-13,8.430781e-13
2023-04-22 16:01:27,9.247652831208344e-13,8.8508147e-13,6.929545799340364e-13,8.168687110064289e-13,8.4897226e-13
2023-04-22 16:01:42,9.334847784117084e-13,8.8722285e-13,6.985895740161797e-13,8.2173321313982e-13,8.5476163e-13
2023-04-22 16:01:57,9.409635025375016e-13,8.9315835e-13,7.04166395660166e-13,8.26659817470923e-13,8.604422e-13
2023-04-22 16:02:12,9.482343496862748e-13,8.9786078e-13,7.096768338631548e-13,8.31665547139437e-13,8.660329e-13
2023-04-22 16:02:27,9.574017589730745e-13,9.0958892e-13,7.15114566791065e-13,8.367700546458291e-13,8.715427e-13
2023-04-22 16:02:42,9.625589185387017e-13,9.1572603e-13,7.204711905395888e-13,8.41990712894718e-13,8.7698387e-13
2023-04-22 16:02:57,9.702897369130555e-13,9.2455315e-13,7.257402260246897e-13,8.473471573980357e-13,8.8235387e-13
2023-04-22 16:03:12,9.749667198322771e-13,9.2762905e-13,7.3091307569949e-13,8.52856267139095e-13,8.87672e-13
2023-04-22 16:03:27,9.728890190899267e-13,9.3214723e-13,7.35983093199059e-13,8.585367362055526e-13,8.9296013e-13
2023-04-22 16:03:42,9.738603515497144e-13,9.345626e-13,7.409414850706394e-13,8.644039650995264e-13,8.982042e-13
2023-04-22 16:03:57,9.729283066907025e-13,9.3940768e-13,7.457814077760673e-13,8.704746395420017e-13,9.0344095e-13
2023-04-22 16:04:12,9.747258343748812e-13,9.3947544e-13,7.50493777438414e-13,8.767615072607429e-13,9.0865396e-13
2023-04-22 16:04:27,9.807778677658045e-13,9.355496e-13,7.5507137334003e-13,8.832779971215493e-13,9.13874e-13
2023-04-22 16:04:42,9.802925999811495e-13,9.3403196e-13,7.595044824670879e-13,8.900328996455104e-13,9.190856e-13
2023-04-22 16:04:57,9.785135534729942e-13,9.3089369e-13,7.63784723228606e-13,8.970350412130458e-13,9.243218e-13
2023-04-22 16:05:12,9.772495872128959e-13,9.2734099e-13,7.67900143155168e-13,9.04287882410155e-13,9.295643e-13
2023-04-22 16:05:27,9.786865290431146e-13,9.2227047e-13,7.71848964918009e-13,9.11794275641052e-13,9.348441e-13
2023-04-22 16:05:42,9.800114621379043e-13,9.1988868e-13,7.756307344738272e-13,9.195510054267984e-13,9.401351e-13
2023-04-22 16:05:57,9.764004835361703e-13,9.1683882e-13,7.79245792584848e-13,9.275536652116256e-13,9.454608e-13
2023-04-22 16:06:12,9.747297547387427e-13,9.1561282e-13,7.82691885767286e-13,9.357911675447212e-13,9.508167e-13
2023-04-22 16:06:27,9.740729030811692e-13,9.1449855e-13,7.859687977522784e-13,9.442507809938953e-13,9.562103e-13
2023-04-22 16:06:42,9.764074216865402e-13,9.1564923e-13,7.89074100933702e-13,9.529126438168774e-13,9.616189e-13
2023-04-22 16:06:57,9.801769578643605e-13,9.1673943e-13,7.920076257868415e-13,9.617550109944936e-13,9.670772e-13
2023-04-22 16:07:12,9.797070213471112e-13,9.1790055e-13,7.947671032713449e-13,9.70748813264816e-13,9.725553e-13
2023-04-22 16:07:27,9.793463956396317e-13,9.1969608e-13,7.973526176593728e-13,9.798631402039191e-13,9.780499e-13
2023-04-22 16:07:42,9.812830653451449e-13,9.1987361e-13,7.997621836944564e-13,9.890598523111607e-13,9.835683e-13
2023-04-22 16:07:57,9.84162972376676e-13,9.2131312e-13,8.019962265513512e-13,9.98299355968079e-13,9.890813e-13
2023-04-22 16:08:12,9.854052548535527e-13,9.2276652e-13,8.040531379454466e-13,1.0075353206289306e-12,9.946014e-13
2023-04-22 16:08:27,9.877704458238729e-13,9.2698083e-13,8.059337551110861e-13,1.0167207178696134e-12,1.00013e-12
2023-04-22 16:08:42,9.900326397498867e-13,9.2917334e-13,8.076368675060507e-13,1.0258025974179717e-12,1.005652e-12
2023-04-22 16:08:57,9.885460671243956e-13,9.3342217e-13,8.09163734893543e-13,1.034728429394505e-12,1.0111275e-12
2023-04-22 16:09:12,9.882177638366002e-13,9.3581787e-13,8.105135926561889e-13,1.0434409743115757e-12,1.0165501e-12
2023-04-22 16:09:27,9.855367827567612e-13,9.4310517e-13,8.116881626957243e-13,1.051884835907352e-12,1.0219068e-12
2023-04-22 16:09:42,9.86256175334926e-13,9.4969317e-13,8.126871265622699e-13,1.060001338056729e-12,1.0271984e-12
