UTC,x,y,z,xv,yv,zv,accx,accy,accz,nc_accx,nc_accy,nc_accz,Computed Density,
2024-05-10 00:00:17,-4606183.257136967,-1314976.4028117885,5324709.6785785565,4753.407808411371,3074.5049425352713,4859.2186269650465,,,,1.4745557752604554e-07,-1.539192051591698e-07,1.6253154999645858e-07,7.304832538490833e-13,
2024-05-10 00:00:32,-4534324.129764533,-1268700.5835323445,5396944.925066098,4827.614303706367,3095.478910604075,4771.952122075799,,,,2.491953932093338e-07,-1.8935528256491807e-08,1.7591686329865297e-07,1.4235954930283757e-12,
2024-05-10 00:00:47,-4461360.722994628,-1222115.8090259393,5467862.434847532,4900.641994743441,3115.69811907369,4683.5241015324655,,,,1.8767304066358292e-07,-1.1650532383278289e-07,2.130779952480566e-07,1.1162163794660045e-12,
2024-05-10 00:01:02,-4387310.852928042,-1175233.4376529315,5537444.948764868,4972.473185248497,3135.1577048951704,4593.95627360167,,,,1.6469841579436206e-07,-1.0531477423469937e-07,1.528753230672919e-07,8.551272800554108e-13,
2024-05-10 00:01:17,-4312192.597452593,-1128064.898940417,5605675.533530599,5043.090474832635,3153.852991268197,4503.270611703826,,,,2.1574725916906345e-07,-2.4999392111979546e-08,1.4503879608440684e-07,1.1931766235586023e-12,
2024-05-10 00:01:32,-4236024.294204745,-1080621.6914481,5672537.588792344,5112.476766737203,3171.7794859472865,4411.489354569626,,,,2.1031503116830663e-07,-1.3225880479694752e-07,1.7439195953983244e-07,1.0232111525061724e-12,
2024-05-10 00:01:47,-4158824.533941663,-1032915.3794148554,5738014.84835032,5180.615269619124,3188.932885900569,4318.635001211026,,,,1.9137564066795676e-07,-3.448326868493723e-08,2.080384851055328e-07,1.278202717883422e-12,
2024-05-10 00:02:02,-4080612.1580222547,-984957.5904838499,5802091.386764233,5247.489500687738,3205.3090774746943,4224.730301409718,,,,2.268407737204825e-07,-9.72079041705598e-08,9.430497094342627e-08,9.167531898839621e-13,
2024-05-10 00:02:17,-4001406.2516960003,-936760.012342198,5864751.620328191,5313.083290406818,3220.904134053958,4129.798255979786,,,,1.6613341813354054e-07,-1.3000170651089604e-07,2.125126261631749e-07,9.63860709919891e-13,
2024-05-10 00:02:32,-3921226.141374303,-888334.3903508834,5925980.313599628,5377.380784090357,3235.7143254077628,4033.8621068030516,,,,2.7320909889994027e-07,-8.44447893832978e-08,7.686469238876725e-08,1.0809877064242375e-12,
2024-05-10 00:02:47,-3840091.3878943096,-839692.524186534,5985762.58011339,5440.366450779918,3249.736110042932,3936.9453353503827,,,,1.0739335642995229e-07,-1.1221151186013856e-07,1.4731242448107196e-07,5.746234495964759e-13,
2024-05-10 00:03:02,-3758021.783604686,-790846.2653737427,6044083.888786123,5502.025081950015,3262.9661428671598,3839.071650388349,,,,2.0006086653978628e-07,-8.730977241189208e-08,1.1530942511939202e-07,9.038684325938015e-13,
2024-05-10 00:03:17,-3675037.34560718,-741807.5139609089,6100930.064422066,5562.341797850474,3275.4012741176307,3740.264987757189,,,,2.3261043313738128e-07,-4.413928211821627e-08,1.2871767918198884e-07,1.1712148563313402e-12,
2024-05-10 00:03:32,-3591158.3126043687,-692588.215978283,6156287.293971282,5621.302051870369,3287.038548259621,3640.5494964660875,,,,1.860848288792738e-07,-8.139710072629924e-08,1.5696617783333977e-07,9.698861980649326e-13,
2024-05-10 00:03:47,-3506405.1380907814,-643200.3601399483,6210142.126735803,5678.891628847991,3297.875204022856,3539.9495395519684,,,,2.3419130412705158e-07,-1.9895126246449735e-07,1.1126643340020337e-07,7.669692128475498e-13,
2024-05-10 00:04:02,-3420798.487099373,-593655.9752795915,6262481.480441948,5735.096654348163,3307.9086756090537,3438.4896817373265,,,,2.0445738035945737e-07,-2.0707323633573083e-08,6.436267874221357e-08,9.519455957823229e-13,
2024-05-10 00:04:17,-3334359.229460264,-543967.1271183903,6313292.641235364,5789.9035879593075,3317.1365922189907,3336.194685453485,,,,2.00632053193317e-07,-1.1435570523854466e-07,1.0997712873717091e-07,8.256861127968983e-13,
2024-05-10 00:04:32,-3247108.4364042436,-494145.9156561615,6362563.2697465345,5843.299234444032,3325.556776295802,3233.0895081103345,,,,1.4535258641146243e-07,-6.080112724404785e-08,1.0401654382263814e-07,7.067179642485334e-13,
2024-05-10 00:04:47,-3159067.373742041,-444204.47194992186,6410281.400880871,5895.270737853486,3333.167244210559,3129.199295366644,,,,2.1507206682258584e-07,-1.1323754989245316e-07,1.535870337576739e-07,9.853698942923706e-13,
2024-05-10 00:05:02,-3070257.4982282775,-394154.95541743096,6456435.449712655,5945.805590794232,3339.966210052319,3024.5493775375185,,,,1.4040224094458154e-07,-3.246533486489511e-08,1.1422448054076995e-07,7.703899928919337e-13,
2024-05-10 00:05:17,-2980700.450811909,-344009.5506861963,6501014.210978493,5994.891635886216,3345.952083202522,2919.16526112248,,,,3.53037964639924e-07,-5.090451704603538e-08,1.3843198942709023e-07,1.6887992819235882e-12,
2024-05-10 00:05:32,-2890418.0528929313,-293780.4648536921,6544006.864847285,6042.517069551076,3351.1234719685885,2813.0726277923327,,,,1.715349804420896e-07,6.12983802605882e-09,5.482699805270386e-08,8.704058669083086e-13,
2024-05-10 00:05:47,-2799432.29959649,-243479.92436511305,6585402.976309919,6088.670444386402,3355.479181958207,2706.2973209913657,,,,1.602065942130082e-07,-1.2013253680720481e-07,2.0705551051491966e-08,4.514529125962005e-13,
2024-05-10 00:06:02,-2707765.3557941476,-193120.17216642154,6625192.500841792,6133.340674822109,3359.01822037528,2598.865341207233,,,,1.9989347554982828e-07,-5.094286531504011e-08,1.0410433937124708e-07,9.527281624580398e-13,
2024-05-10 00:06:17,-2615439.5492645944,-142713.46456335727,6663365.783537728,6176.517037534379,3361.7397910635423,2490.802839206645,,,,2.534672560727813e-07,6.7314186447120505e-09,3.077742238843939e-08,1.1963957169059175e-12,
2024-05-10 00:06:32,-2522477.3665148243,-92272.06831646687,6699913.564462957,6218.189172965261,3363.6432949393625,2382.13610542626,,,,2.1827481955227768e-07,-6.863641487109273e-08,6.473864111455896e-08,9.204650842425002e-13,
2024-05-10 00:06:47,-2428901.4460129524,-41808.257605870174,6734826.977432939,6258.347085310264,3364.7283331340705,2272.891568065508,,,,2.3200780585597158e-07,8.455876322061018e-08,9.567747571992413e-08,1.4046317081850334e-12,
2024-05-10 00:07:02,-2334734.573984249,8665.688807771308,6768097.555172627,6296.981147192133,3364.994697869993,2163.0957812760935,,,,2.3972032359154127e-07,-3.180026851221096e-09,-1.3450724978270046e-09,1.0751105740162787e-12,
2024-05-10 00:07:17,-2239999.6777943135,59137.490512169585,6799717.227982364,6334.082095882953,3364.442379967808,2052.7754253542744,,,,1.6879921327372926e-07,-7.687550009072286e-08,1.6983341843967992e-08,6.076549613219993e-13,
2024-05-10 00:07:32,-2144719.8216426284,109594.8683578521,6829678.328932471,6369.641037132226,3363.0715649094045,1941.95730067303,,,,2.0552111390514938e-07,-5.3841696351364376e-08,-2.8004492946820392e-08,7.716172785610609e-13,
2024-05-10 00:07:47,-2048918.1998394204,160025.5474323334,6857973.592383714,6403.649449182962,3360.8826317210996,1830.668320656809,,,,2.079684722211539e-07,7.848881411476327e-08,-5.682714654398069e-08,1.0720392830348962e-12,
2024-05-10 00:08:02,-1952618.1322281915,210417.260078392,6884596.158958757,6436.099181228385,3357.876157964867,1718.9355045226162,,,,1.9519016047908622e-07,-9.485664337338662e-08,9.490586982963123e-09,6.858416665771841e-13,
2024-05-10 00:08:17,-1855843.0574917186,260757.74874106588,6909539.573637401,6466.982459039051,3354.052913117264,1606.7859734051724,,,,2.539236176879456e-07,8.497094522441628e-08,-1.3679376742459226e-08,1.369647376608759e-12,
2024-05-10 00:08:32,-1758616.5285508707,311034.7689491897,6932797.790528721,6496.291882575511,3349.4138645451294,1494.246942563698,,,,1.8354613162685496e-07,1.5859333735157577e-08,1.3078466309934811e-08,9.095431341173113e-13,
2024-05-10 00:08:47,-1660962.2061103028,361236.09204713494,6954365.17088579,6524.020430340663,3343.9601720333117,1381.3457169499607,,,,2.750889913638588e-07,-8.359104181066002e-08,-1.4049873353627618e-07,9.495040330163849e-13,
2024-05-10 00:09:02,-1562903.8538313834,411349.5083088819,6974236.487877815,6550.161461034732,3337.693193569244,1268.1096832449537,,,,8.523135019977701e-08,-1.729035653541544e-08,-9.056664929119052e-08,2.771494038534714e-13,
2024-05-10 00:09:17,-1464465.3317791426,461362.8297220644,6992406.92444517,6574.708714467529,3330.6144753514795,1154.5663040296342,,,,2.2384408482345464e-07,-9.161611563834882e-08,-1.2348204236900528e-08,8.285221859921932e-13,
2024-05-10 00:09:32,-1365670.5913377092,511263.8931236947,7008872.077685362,6597.656315971661,3322.725763967877,1040.7431085766032,,,,1.3933060172277578e-07,-3.699320627603697e-09,-9.914355114659656e-08,5.778091295840178e-13,
2024-05-10 00:09:47,-1266543.6687587274,561040.5628572281,7023627.956371839,6618.998772107505,3314.028994104644,926.6676853085427,,,,1.0535798855570988e-07,-2.6792802310104946e-08,-7.538869706280593e-08,3.872646133287054e-13,
2024-05-10 00:10:02,-1167108.6801389074,610680.7338431492,7036670.985167997,6638.730976195606,3304.5262941550095,812.3676770121618,,,,1.7916830019615304e-07,-4.5059348030562774e-08,-9.613512563788618e-08,6.919783370747186e-13,
2024-05-10 00:10:17,-1067389.8150612724,660172.3341949637,7047998.002033656,6656.848199933455,3294.2199830230447,697.8707721442458,,,,1.141156256156961e-07,-4.9620871855893256e-08,-1.898722956639176e-08,4.1918120004191764e-13,
2024-05-10 00:10:32,-967411.3314478458,709503.3283723182,7057606.26234848,6673.346098657851,3283.112566726796,583.204705451941,,,,1.3068725857046104e-07,-5.083824672347248e-08,-1.2838610796706007e-07,4.5316842752406356e-13,
2024-05-10 00:10:47,-867197.5492548264,758661.7197406499,7065493.436085003,6688.220708719102,3271.2067458713027,468.39724902366896,,,,7.571981686105289e-08,-3.2408208339163025e-09,1.1912151265391913e-08,3.606082371625016e-13,
2024-05-10 00:11:02,-766772.845210779,807635.5537415012,7071657.611777141,6701.468453408805,3258.505408302741,353.47621127858537,,,,1.3610840465805296e-07,-9.057752625718507e-08,-6.366315741246353e-08,4.274787306404025e-13,
2024-05-10 00:11:17,-666161.6466168856,856412.9203783497,7076097.293570059,6713.086142467743,3245.011633058342,238.4694285910782,,,,5.380618572914386e-08,-6.213796788223647e-08,-1.4011317084339225e-07,9.064635549687596e-14,
2024-05-10 00:11:32,-565388.4258950508,904981.9574449962,7078811.405045441,6723.070976620023,3230.7286871277465,123.40475723152413,,,,6.182540512877921e-08,-8.767890857797056e-08,-1.379366221243572e-08,9.397883754668169e-14,
2024-05-10 00:11:47,-464477.6943807163,953330.8529590637,7079799.286069705,6731.420543532743,3215.660025973797,8.310070158743333,,,,7.027405091175609e-08,1.503964419669046e-08,-1.492710275385889e-07,3.740696295914854e-13,
2024-05-10 00:12:02,-363453.9967466481,1001447.8484001529,7079060.696345836,6738.132825609995,3199.8092913370774,-106.78675472279566,,,,7.733757290129262e-08,-3.9830839071441915e-08,-5.512639233984373e-09,2.835412062257884e-13,
2024-05-10 00:12:17,-262341.9048894627,1049321.2410469763,7076595.81203708,6743.206196314909,3183.1803126231575,-221.85783864144307,,,,1.296645506521088e-07,-1.2490199496895116e-07,-5.278157733101807e-08,3.5131933356690713e-13,
2024-05-10 00:12:32,-161166.01227861398,1096939.3872160898,7072405.229173541,6746.639421184215,3165.777102677887,-336.87530749064365,,,,3.7743352609975744e-09,-3.729671704810755e-08,-3.8717724137882215e-08,-5.721032969788148e-14,
2024-05-10 00:12:47,-59950.92790507081,1144290.7045486136,7066489.9600674175,6748.431656457439,3147.603859119607,-451.8113044557174,,,,8.75856319138002e-08,-1.2081065969837823e-07,-4.803607023262657e-08,1.6724299457556047e-13,
2024-05-10 00:13:02,41278.729496967164,1191363.6752928854,7058851.436507666,6748.582450122472,3128.664961674045,-566.6379878564632,,,,5.906195019861338e-08,-6.652470485590811e-08,-2.7731233309680192e-08,1.482907676857203e-13,
2024-05-10 00:13:17,142498.3373543835,1238146.848498269,7049491.505956882,6747.0917390050945,3108.964972941216,-681.3275466720087,,,,9.719368640470627e-08,4.2248078369055975e-09,-1.07186484576971e-07,5.336519775273391e-13,
2024-05-10 00:13:32,243683.27510472003,1284628.8432927213,7038412.4345617965,6743.959854306856,3088.5086358106514,-795.8521974569069,,,,3.7283481968408694e-08,-8.04490309924688e-08,7.494957543485725e-09,-2.1476931424404747e-15,
2024-05-10 00:13:47,344808.92999625596,1330798.350991463,7025616.903227079,6739.187512272984,3067.3008719301383,-910.1841946689609,,,,5.665501728868705e-08,-7.484686670444773e-08,-2.1859780652278005e-08,1.2381830353413477e-13,
2024-05-10 00:14:02,445850.70304344164,1376644.1383928976,7011108.010444845,6732.775823737523,3045.346783169349,-1024.2958347637943,,,,-3.480371379982472e-09,-7.017205483350608e-08,-5.084646126363168e-08,-1.329899834990036e-13,
2024-05-10 00:14:17,546784.0147453789,1422155.0498234953,6994889.2681893185,6724.726284739001,3022.6516478143535,-1138.159463198814,,,,9.909900355875578e-08,-2.766171447454724e-08,-2.625174300163735e-08,4.4060910932562303e-13,
2024-05-10 00:14:32,647584.3111113646,1467320.0104538216,6976964.6045683725,6715.04078790777,2999.2209223472587,-1251.7474780634273,,,,-4.801725683734048e-09,-6.737824609359677e-08,-7.685543756963398e-09,-1.615450462866809e-13,
2024-05-10 00:14:47,748227.0692912994,1512128.0282779029,6957338.359563166,6703.721611866387,2975.060239027908,-1365.0323382166441,,,,-1.8432822712632912e-08,-5.0567028342385356e-08,-1.6899384114310578e-08,-1.8038761495944554e-13,
2024-05-10 00:15:02,848687.8037355884,1556568.1974438184,6936015.287498763,6690.7714299568215,2950.175405841589,-1477.9865694897303,,,,9.545378820696726e-08,-6.315793621425314e-08,-6.549176490011632e-08,3.9496510987538433e-13,
2024-05-10 00:15:17,948942.0717487548,1600629.7001613101,6913000.552569132,6676.193304894889,2924.572404207437,-1590.5827721896653,,,,-2.5469657938259616e-08,-1.0498063596209306e-07,5.620086085400544e-08,-4.0733966017032483e-13,
2024-05-10 00:15:32,1048965.4797318885,1644301.8100405028,6888299.731045478,6659.990691872075,2898.2573877619993,-1702.7936280361703,,,,8.746394497549659e-09,-3.163243711412633e-08,-2.748363137072829e-08,9.686142040527391e-15,
2024-05-10 00:15:47,1148733.688591089,1687573.8938981215,6861918.806636944,6642.1674349897385,2871.236681719411,-1814.5919036525652,,,,-1.2859315834390372e-09,-4.1431873709640854e-08,-1.862885223857802e-08,-6.729700623568388e-14,
2024-05-10 00:16:02,1248222.4200416394,1730435.415095391,6833864.1725053135,6622.727765648199,2843.516782203585,-1925.9504635342437,,,,9.876225370852865e-08,-2.4354254390956953e-08,3.4189735487188955e-09,4.1566633444819225e-13,
2024-05-10 00:16:17,1347407.4619264742,1772875.935274145,6804142.626483875,6601.67630538991,2815.104351390124,-2036.8422680765248,,,,-8.926529670993943e-08,-9.034703007948508e-08,2.8792096706808934e-08,-6.486009934847489e-13,
2024-05-10 00:16:32,1446264.6746062073,1814885.1177049002,6772761.372849767,6579.018062949883,2786.006221726146,-2147.2403875812615,,,,3.230270051446382e-08,-8.55779802577672e-09,-1.6031517446890575e-08,1.6040672755842586e-13,
2024-05-10 00:16:47,1544769.996138764,1856452.7289453766,6739728.0173513945,6554.758428858752,2756.2293877780908,-2257.118004635885,,,,6.219348813729653e-09,-4.4170158641776425e-08,8.590614974934851e-08,-1.977981046063033e-13,
2024-05-10 00:17:02,1642899.448701682,1897568.642172606,6705050.568766685,6528.9031802007175,2725.7810113702553,-2366.4484164571845,,,,4.4357259199045984e-08,-2.8044114586123214e-08,-4.7623414545228115e-08,2.3435253212703107e-13,
2024-05-10 00:17:17,1740629.1436199318,1938222.8387341104,6668737.433800589,6501.458477983592,2694.668413264824,-2475.205047602964,,,,3.6619328458442624e-08,-5.3761045393230233e-08,-5.7377587125984064e-09,7.723795006276465e-14,
2024-05-10 00:17:32,1837935.2878571749,1978405.4114671876,6630797.418484238,6472.430863439778,2662.8990786033205,-2583.361451040678,,,,-2.485029293453067e-08,2.46269480363992e-08,5.271606440260257e-08,-1.665105489096859e-13,
2024-05-10 00:17:47,1934794.1889439928,2018106.5661924088,6591239.7229480315,6441.827260643147,2630.480650115591,-2690.89131342122,,,,-3.312822327572462e-08,-7.374855304220773e-08,-1.8241613553016123e-08,-2.573364551264154e-13,
2024-05-10 00:18:02,2031182.261565561,2057316.625069802,6550073.942592845,6409.654972677949,2597.420932007212,-2797.7684647243427,,,,3.0592145705554685e-08,-3.139417126263311e-08,2.5742956211161072e-08,3.0467322563174854e-14,
2024-05-10 00:18:17,2127076.032388909,2096026.0280108696,6507310.062682229,6375.921684975162,2563.7278829969673,-2903.966880746443,,,,5.049420437330809e-09,6.899383953040683e-08,1.522461356984195e-08,1.1832827720936655e-13,
2024-05-10 00:18:32,2222452.1466997433,2134225.3360073473,6462958.459248747,6340.63546090219,2529.4096208096003,-3009.4606953644825,,,,2.031757118103883e-08,-9.030735714787852e-09,1.1549532885624103e-08,5.112109510261882e-14,
2024-05-10 00:18:47,2317287.3730553803,2171905.2324449047,6417029.893503049,6303.804740779393,2494.474414641927,-3114.224201173882,,,,9.697102232308907e-09,-6.912550309934318e-08,4.062782554825617e-08,-1.709507566696161e-13,
2024-05-10 00:19:02,2411558.609948534,2209056.526415215,6369535.512564945,6265.438342069901,2458.930689807748,-3218.231861204863,,,,5.489303234185172e-09,8.870113443748551e-08,-3.398523773512352e-08,2.5998644734231545e-13,
2024-05-10 00:19:17,2505242.890321116,2245670.1539593916,6320486.8437704025,6225.545454689793,2422.787017661742,-3321.458310001632,,,,-6.325546797469883e-08,-7.938862411904779e-08,1.3307650981175811e-08,-4.526707278890291e-13,
2024-05-10 00:19:32,2598317.388349397,2281737.181388941,6269895.795160657,6184.135640433526,2386.0521240648322,-3423.8783697560166,,,,3.800170400580782e-09,4.213175808231995e-08,2.111743846455738e-08,3.700493351916432e-14,
2024-05-10 00:19:47,2690759.4238408883,2317248.8064266024,6217774.6495893495,6141.218829080352,2348.734876409774,-3525.467042822061,,,,-2.3970559315245055e-08,1.547171901705724e-08,3.260987124775738e-08,-1.6232677447398947e-13,
2024-05-10 00:20:02,2782546.4689847473,2352196.3614861164,6164136.064875773,6096.805318305849,2310.8442891781356,-3626.1995306236286,,,,-2.9324948247477778e-08,-1.3993424641256524e-08,4.204778925043229e-08,-2.6124537715896117e-13,
2024-05-10 00:20:17,2873656.152510463,2386571.314687123,6108993.0678134635,6050.905768470866,2272.3895174811696,-3726.051226666384,,,,8.584824140456249e-08,4.1628377189795174e-08,-4.586458590694065e-08,5.636904514813e-13,
2024-05-10 00:20:32,2964066.2664002576,2420365.273096267,6052359.054204736,6003.531205881723,2233.3798578597493,-3824.9977333411266,,,,-9.441340242943852e-08,3.18007646882279e-08,-1.6273377312359116e-08,-3.1112926240908676e-13,
2024-05-10 00:20:47,3053754.770000629,2453569.9836711828,5994247.782836633,5954.693014259668,2193.824743196795,-3923.0148579814313,,,,-2.7051982431913757e-08,-4.115722562758606e-08,6.669655849833589e-08,-3.685497027724715e-13,
2024-05-10 00:21:02,3142699.796863937,2486177.3365054326,5934673.3752829125,5904.402942588504,2153.733747014364,-4020.078627229893,,,,-7.196715845481094e-08,6.587104639521613e-08,2.9969987380695784e-08,-2.8983289008944497e-13,
2024-05-10 00:21:17,3230879.658738453,2518179.3656908986,5873650.309610521,5852.673092497372,2113.116573734411,-4116.165288430194,,,,-9.892718688675473e-08,-7.86628207016804e-08,1.1494820206792156e-08,-5.686717544296547e-13,
2024-05-10 00:21:32,3318272.8523875736,2549568.252513499,5811193.419894614,5799.515924514334,2071.983062055782,-4211.2513192740425,,,,-8.024071185275261e-09,1.452466946716413e-08,4.725586766340939e-08,-1.5489067671556294e-13,
2024-05-10 00:21:47,3404858.063320231,2580336.326195831,5747317.889796992,5744.944251135631,2030.3431799078676,-4305.313432256188,,,,-3.475860621549032e-08,8.984825816682473e-08,1.6722304430061286e-08,-6.423825396267412e-14,
2024-05-10 00:22:02,3490614.1726200883,2610476.067038132,5682039.251904086,5688.971231822563,1988.2070216468228,-4398.328583947399,,,,-7.13830003995497e-08,-9.504047326913678e-09,2.7762925292051932e-08,-3.92620416142183e-13,
2024-05-10 00:22:17,3575520.2605385236,2639980.1070682267,5615373.381242196,5631.610374080792,1945.5848068593066,-4490.273973431546,,,,-2.081175054513551e-08,-5.044018092092983e-09,1.1672299482512472e-07,-4.678104476258128e-13,
2024-05-10 00:22:32,3659555.6133723464,2668841.2331634574,5547336.494355609,5572.8755306207195,1902.4868780030702,-4581.127055980029,,,,-1.5427263422296278e-07,-4.399668629417874e-09,-5.916342971090671e-09,-6.030875250935165e-13,
2024-05-10 00:22:47,3742699.7268965035,2697052.387603112,5477945.142673508,5512.780891704144,1858.9236969321605,-4670.865542089151,,,,-3.405374560117025e-08,-2.411389177225942e-08,1.983997179877406e-07,-8.326716351084282e-13,
2024-05-10 00:23:02,3824932.313219651,2724606.6711451025,5407216.2113320995,5451.34098999463,1814.9058422984438,-4759.467409160621,,,,-6.678211494914876e-08,1.944453931201906e-08,9.273335344062161e-08,-5.528805604984118e-13,
2024-05-10 00:23:17,3906233.3040356166,2751497.343451053,5335166.912425412,5388.570692660457,1770.4440119090048,-4846.910905535483,,,,-5.612045406166999e-08,5.818925608025438e-08,-5.39962474732647e-09,-1.2421242583436255e-13,
2024-05-10 00:23:32,3986582.8574453,2777717.826119501,5261814.783592123,5324.485196111559,1725.5490111058614,-4933.174554132121,,,,-4.633455930047603e-08,-1.7294116805288695e-08,1.482041289690983e-07,-7.234485155657174e-13,
2024-05-10 00:23:47,4065961.3610097077,2803261.7030202937,5187177.681193176,5259.100024853219,1680.2317613541418,-5018.237161159081,,,,-8.862601230674727e-08,6.741659008824286e-08,1.0088581081646453e-07,-6.166335208422961e-13,
2024-05-10 00:24:02,4144349.438556325,2828122.7232891545,5111273.778652967,5192.4310295746345,1634.5032862409025,-5102.077821100351,,,,-9.289180624705295e-08,3.2022384743868315e-11,1.608814299558503e-07,-9.351933297149797e-13,
2024-05-10 00:24:17,4221727.953068207,2852294.8015721426,5034121.559542402,5124.494376427724,1588.3747176830764,-5184.675918196928,,,,-5.846151918120768e-08,2.1219913826087122e-08,1.478839184443359e-07,-7.412031604030506e-13,
2024-05-10 00:24:32,4298078.013460549,2875772.0209327983,4955739.815658731,5055.306553263524,1541.8572878615137,-5266.01113956718,,,,-2.9117708244541518e-08,3.978319185193868e-08,1.4812844195688513e-07,-6.21732785075374e-13,
2024-05-10 00:24:47,4373380.97726304,2898548.6329784654,4876147.6400085185,4984.884357621228,1494.9623283046612,-5346.063470869911,,,,-9.095756947630207e-08,8.995139655354478e-08,2.4886985094951797e-07,-1.1839504308200382e-12,
2024-05-10 00:25:02,4447618.4573401725,2920619.0607039323,4795364.424688207,4913.244896872797,1447.70126729801,-5424.8132110558,,,,-3.285037397660062e-08,2.5667516556637793e-08,2.0411749712678784e-07,-8.840407140658104e-13,
2024-05-10 00:25:17,4520772.324376785,2941977.8985254564,4713409.853780455,4840.405581685201,1400.085626971337,-5502.240971517688,,,,8.598911804824638e-09,3.460253994447271e-08,7.27243980591652e-08,-2.228088992973854e-13,
2024-05-10 00:25:32,4592824.7135765,2962619.915084447,4630303.901011206,4766.3841239465055,1352.12701859672,-5578.327681794759,,,,-3.2184575005089755e-08,8.672090601180571e-08,2.3206191546165655e-07,-9.552624342448865e-13,
2024-05-10 00:25:47,4663758.026939341,2982540.053156952,4546066.82256042,4691.19853200409,1303.8371436136806,-5653.054594498144,,,,-6.790590489913484e-08,3.404068138479488e-08,3.0631539971182065e-07,-1.439260723100539e-12,
2024-05-10 00:26:02,4733554.9399008155,3001733.432400459,4460719.154482824,4614.867105849705,1255.2277882850235,-5726.403293418171,,,,-1.4748008148046665e-08,6.756570858357236e-08,2.204083200396667e-07,-8.939486404868836e-13,
2024-05-10 00:26:17,4802198.40342223,3020195.3491509273,4374281.705478832,4537.4084330925425,1206.3108208158715,-5798.35569401391,,,,2.1342144940206254e-08,1.5424723764922987e-07,1.4330620690117257e-07,-3.94035504833384e-13,
2024-05-10 00:26:32,4869671.650574761,3037921.2791066887,4286775.554089146,4458.841386437732,1157.0981900204215,-5868.894050644178,,,,-5.232500654983596e-09,8.084721958567798e-08,3.2680125894302137e-07,-1.3261219858543677e-12,
2024-05-10 00:26:47,4935958.198442892,3054906.87703393,4198222.041396577,4379.18511687344,1107.60191968034,-5938.000960911247,,,,3.819284710715465e-08,1.0038967879211214e-07,1.519486705348072e-07,-4.482651661825454e-13,
2024-05-10 00:27:02,5001041.854645569,3071147.9793738127,4108642.7679973156,4298.459052022985,1057.8341099695647,-6005.659367965624,,,,2.3360134271399602e-08,1.0435398944963481e-07,2.6131365160608766e-07,-9.752342347971996e-13,
2024-05-10 00:27:17,5064906.719031595,3086640.603835604,4018059.5866497336,4216.68288699056,1007.8069287239784,-6071.852566642414,,,,5.5645953622729394e-08,1.1879807049197666e-07,3.5023269884248975e-07,-1.2721734888810806e-12,
2024-05-10 00:27:32,5127537.190149271,3101380.951939727,3926494.5990401898,4133.87658955544,957.5326150654909,-6136.564209312865,,,,4.0242737142648366e-08,1.4572245898847314e-07,2.46871390885417e-07,-8.6809523788395e-13,
2024-05-10 00:27:47,5188917.966742285,3115365.408513247,3833970.1483808467,4050.060383054681,907.0234725856384,-6199.778307757603,,,,5.2701865094206823e-08,9.180462789970534e-08,2.9286268965478257e-07,-1.090198700593355e-12,
2024-05-10 00:28:02,5249034.054142994,3128590.5441683456,3740508.81593096,3965.254754627029,856.2918670393641,-6261.47923974011,,,,2.5522939317568216e-08,1.778454756795611e-07,2.642198984048605e-07,-1.0055431195366934e-12,
