UTC,x,y,z,xv,yv,zv,accx,accy,accz,nc_accx,nc_accy,nc_accz,Computed Density,JB08,DTM2000,NRLMSISE00,DTM-2000
2023-05-06 02:04:42,-6605813.351070062,594887.2305419324,-1759401.352102938,1927.1192720243455,-315.1632466851164,-7372.599870524214,,,,-1.6745033981635518e-07,2.8921367312140234e-07,-1.4793083025210765e-07,5.675591810731458e-13,5.333495028851393e-13,1.027927842297596e-12,1.2594928882272814e-12,1.2594928882272814e-12
2023-05-06 02:04:57,-6575990.268387134,590077.3495703271,-1869740.118278979,2049.1945965170244,-326.1389135585025,-7338.895536457582,,,,-1.7788922335171264e-07,2.254467030837759e-07,-1.7181610401095784e-07,6.90391366861057e-13,5.291073933441338e-13,1.0210003215913426e-12,1.2528991662320705e-12,1.2528991662320705e-12
2023-05-06 02:05:12,-6544340.428662522,585103.5230720658,-1979558.016015095,2170.686860732974,-337.0226525117443,-7303.150728430786,,,,-1.4236068501816137e-07,1.1359308715874761e-07,-1.1618029649440589e-07,4.203029214765577e-13,5.247734525993164e-13,1.0142240953696009e-12,1.245501145079085e-12,1.2455011450790847e-12
2023-05-06 02:05:27,-6510872.748119775,579967.1453013291,-2088824.4896531256,2291.562000242172,-347.8114154907715,-7265.375902800291,,,,-2.2271354538361265e-07,5.879595477153998e-08,-1.334254804419288e-07,3.671787240136027e-13,5.20354931958617e-13,1.0075910789304593e-12,1.2372908807991025e-12,1.2372908807991072e-12
2023-05-06 02:05:42,-6475596.822539564,574669.6707312204,-2197509.200000182,2411.786215446503,-358.502198804076,-7225.582289016951,,,,-2.347900895927069e-07,8.957339647786e-08,-1.465421406443568e-07,3.855194016017543e-13,5.158630113863415e-13,1.0010898322977616e-12,1.2282629987066809e-12,1.2282629987066809e-12
2023-05-06 02:05:57,-6438522.584935788,569212.5838507863,-2305581.9220552095,2531.325846060883,-369.0920213579431,-7183.78149979196,,,,-2.47492391913795e-07,1.472801233193266e-07,-2.238413232547032e-07,7.779336583035536e-13,5.113082524752456e-13,9.947115245429463e-13,1.2184217467676053e-12,1.2184217467676053e-12
2023-05-06 02:06:12,-6399660.637698154,563597.4289939227,-2413012.6711192173,2650.1475242204647,-379.5779480872685,-7139.985907783449,,,,-1.5102329964378216e-07,1.651794679924379e-07,-1.975590655511894e-07,7.958931417697145e-13,5.066986481966869e-13,9.884442892515372e-13,1.2077744112488806e-12,1.2077744112488806e-12
2023-05-06 02:06:27,-6359021.915995373,557825.7796511013,-2519771.58814383,2768.218034975191,-389.9570668987091,-7094.208262002724,,,,-1.6616590148288426e-07,1.0580663467596453e-07,-1.8902685061661373e-07,7.051568602553463e-13,5.020431677892662e-13,9.82279100478557e-13,1.196338160972258e-12,1.196338160972258e-12
2023-05-06 02:06:42,-6316618.016736345,551899.2660942487,-2625829.0763810906,2885.504482613933,-400.226511557356,-7046.462056926841,,,,-2.3296759898983058e-07,7.658571454793872e-08,-1.71918040692276e-07,4.260976161895789e-13,4.973487674741672e-13,9.762041918308315e-13,1.1841334240231309e-12,1.1841334240231309e-12
2023-05-06 02:06:57,-6272460.865130832,545819.5471268585,-2731155.675804371,3001.9741361719066,-410.383438165279,-6996.76115630864,,,,-2.669974987767887e-07,7.301532245485022e-08,-2.42943324124667e-07,7.286424912733594e-13,4.926235948315007e-13,9.70210884566663e-13,1.1711905225585066e-12,1.1711905225585066e-12
2023-05-06 02:07:12,-6226563.037851849,539588.3388972394,-2835722.210971949,3117.5946044307507,-420.42504631402664,-6945.120155538295,,,,-1.515867156243189e-07,9.8480660515321e-08,-3.108397712558997e-07,1.3830403407523376e-12,4.878739518917308e-13,9.642880911512675e-13,1.1575430255534717e-12,1.1575430255534715e-12
2023-05-06 02:07:27,-6178937.43444509,533207.3855636892,-2939499.654234376,3232.333672075843,-430.34855758567494,-6891.5540144856695,,,,-1.2876240873538336e-07,1.280527518465746e-07,-2.731031600866629e-07,1.1863848700198608e-12,4.83107385223206e-13,9.584280815144065e-13,1.1432341162206044e-12,1.1432341162206044e-12
2023-05-06 02:07:42,-6129597.594483706,526678.4859796427,-3042459.284526394,3346.159487661092,-440.1512380349305,-6836.078419302008,,,,-6.926497775339159e-08,1.3088625372414953e-07,-1.6695229110297305e-07,7.165257966463894e-13,4.783296842401045e-13,9.526210659517957e-13,1.128309912838917e-12,1.128309912838917e-12
2023-05-06 02:07:57,-6078557.375046909,520003.46612106345,-3144572.5394165767,3459.040390283213,-449.8303768630232,-6778.709415589906,,,,-1.535664386764779e-07,1.5407000730771617e-07,-2.3570140683659707e-07,8.383149296868725e-13,4.735478847639864e-13,9.468608818315546e-13,1.1128255198622468e-12,1.1128255198622468e-12
2023-05-06 02:08:12,-6025831.263210682,513184.20575889107,-3245811.1844246145,3570.9451173415987,-459.3833113846475,-6719.463760475946,,,,-1.0928242488716933e-07,1.75299628701886e-07,-2.298807757483701e-07,9.032958815543299e-13,4.687673090907202e-13,9.411396231603089e-13,1.096838291774546e-12,1.096838291774546e-12
2023-05-06 02:08:27,-5971434.057697526,506222.61119434383,-3346147.1543405675,3681.842611860941,-468.8074037695445,-6658.358560563002,,,,-5.2487036938941856e-08,2.027569220297565e-07,-2.725083323440458e-07,1.2847210626222277e-12,4.639945111666519e-13,9.35453273660214e-13,1.080413589528526e-12,1.080413589528526e-12
2023-05-06 02:08:42,-5915381.173819233,499120.6410547774,-3445552.733084846,3791.702241064443,-478.10006749418005,-6595.411608835053,,,,-5.717764040014117e-08,2.205808006250365e-07,-1.992224278879462e-07,8.346776612212326e-13,4.592343825094773e-13,9.297964042827037e-13,1.0636180420079941e-12,1.0636180420079941e-12
2023-05-06 02:08:57,-5857688.332050677,491880.27964873414,-3544000.3841649303,3900.49358847214,-487.2587421524782,-6530.641036198211,,,,-1.2458575593399246e-07,2.3827792383634974e-07,-2.3848820607241805e-07,8.036859040095388e-13,4.544930254412554e-13,9.24167709504312e-13,1.0465249738591577e-12,1.0465249738591575e-12
2023-05-06 02:09:12,-5798371.85692977,484503.56168336514,-3641462.9403062263,4008.186678592875,-496.28092050147376,-6464.065638865938,,,,-1.349282596763146e-07,2.566771691858705e-07,-2.919395241107736e-07,1.0256927459520564e-12,4.497749167244462e-13,9.185647384268456e-13,1.029207677703818e-12,1.029207677703818e-12
2023-05-06 02:09:27,-5737448.3716531815,476992.5468670283,-3737913.423879028,4114.751760643408,-505.16412216015937,-6395.704541764023,,,,-9.221420160798745e-08,2.56622743721735e-07,-3.383791602473707e-07,1.393758087290959e-12,4.45085717986117e-13,9.129893335412137e-13,1.0117445547736586e-12,1.0117445547736721e-12
2023-05-06 02:09:42,-5674935.089989585,469349.3445142992,-3833325.246615256,4220.159541683337,-513.9059210322489,-6325.577519360113,,,,-1.012004258171828e-08,2.182092851965578e-07,-2.950621071917681e-07,1.442303989039e-12,4.40429499572345e-13,9.07442382881652e-13,9.942124555111178e-13,9.942124555111178e-13
2023-05-06 02:09:57,-5610849.517427509,461576.0880588241,-3927672.019557474,4324.380963366156,-522.5039187387443,-6253.704667349219,,,,-7.122105749601816e-08,1.7622841208542186e-07,-2.9846389892895786e-07,1.2353819129987253e-12,4.3581149149099554e-13,9.019291500309216e-13,9.766915845637452e-13,9.766915845637452e-13
2023-05-06 02:10:12,-5545209.735762894,453674.9578043148,-4020927.7616291977,4427.387447878061,-530.9557734850777,-6180.106716793911,,,,-7.075254160326949e-08,1.358841179577297e-07,-2.561345233687007e-07,1.008899990168271e-12,4.3123537258015834e-13,8.964540425212892e-13,9.592589882512796e-13,9.592589882512796e-13
2023-05-06 02:10:27,-5478034.111245453,445648.1572870717,-4113066.7005621446,4529.150663921688,-539.2591725144633,-6104.804710418148,,,,-6.462380230942699e-08,1.2951827432772234e-07,-3.489622804053738e-07,1.4899738701657121e-12,4.267059563807249e-13,8.910258062931842e-13,9.419932720795657e-13,9.419932720795655e-13
2023-05-06 02:10:42,-5409341.571632575,437497.93610368576,-4204063.491439886,4629.642785732707,-547.4118626368131,-6027.82030222388,,,,-6.02499170554438e-08,1.419655256684749e-07,-3.123629968015962e-07,1.2864805105804596e-12,4.222265379146858e-13,8.856522835337762e-13,9.249682923806864e-13,9.249682923806864e-13
2023-05-06 02:10:57,-5339151.3216708,429226.5662277276,-4293893.007345978,4728.836243107158,-555.4116204878902,-5949.1754454728025,,,,-1.1999238047621931e-08,1.2551634032131886e-07,-3.165062567589416e-07,1.4813708984111653e-12,4.1780152090709384e-13,8.803454756968321e-13,9.08257769948064e-13,9.08257769948064e-13
2023-05-06 02:11:12,-5267483.112555611,420836.36308039445,-4382530.566012051,4826.703982549524,-563.2562824401676,-5868.892679187565,,,,-4.0289656055847445e-09,9.18117182280298e-08,-3.410638189649262e-07,1.6285100013671081e-12,4.134338302159041e-13,8.751162979955911e-13,8.919292672950227e-13,8.919292672950227e-13
2023-05-06 02:11:27,-5194356.9647515,412329.66359662905,-4469951.712005894,4923.21921121228,-570.9437150864748,-5786.994832617458,,,,-8.510774307524115e-10,9.083202634485589e-08,-3.225626024061512e-07,1.5276424422895096e-12,4.091274779798966e-13,8.699794971388845e-13,8.760487492740499e-13,8.760487492740499e-13
2023-05-06 02:11:42,-5119793.429350071,403708.8473187275,-4556132.452591841,5018.355662131418,-578.4718461643598,-5703.505310157358,,,,8.029723286284708e-08,1.1326072363315733e-07,-2.930352707153361e-07,1.6958738357079953e-12,4.048850293158495e-13,8.649483927334467e-13,8.606748852430874e-13,8.606748852430873e-13
2023-05-06 02:11:57,-5043813.318744477,394976.31442151207,-4641049.030563067,5112.087337363281,-585.8386346434447,-5618.447801185065,,,,4.684395271681296e-08,1.434980034797917e-07,-3.020677743492684e-07,1.563947053479306e-12,4.007101157173366e-13,8.600396645019918e-13,8.45863613585114e-13,8.45863613585114e-13
2023-05-06 02:12:12,-4966437.959906957,386134.5050025545,-4724678.168131546,5204.38878916206,-593.0421032769193,-5531.846559864489,,,,1.0728731414388905e-07,1.537506955084922e-07,-2.4362000150546237e-07,1.5329754339703684e-12,3.966049579346124e-13,8.552680982690515e-13,8.316628023219233e-13,8.316628023219232e-13
2023-05-06 02:12:27,-4887688.932757211,377185.87857128546,-4806996.831289007,5295.23485155665,-600.0803066102385,-5443.726116753155,,,,1.1022309376329532e-07,1.247648943603075e-07,-2.835255186184327e-07,1.733706931821443e-12,3.925728249618716e-13,8.506512565371109e-13,8.181168416075569e-13,8.181168416075569e-13
2023-05-06 02:12:42,-4807588.314425667,368132.9323618189,-4887982.481727373,5384.600935476879,-606.9513625743427,-5354.1115431969265,,,,1.2273832350473413e-07,1.1072611955098567e-07,-1.9842615284204615e-07,1.3996352286254209e-12,3.8861561448951044e-13,8.462042520696384e-13,8.052616649500357e-13,8.052616649500356e-13
2023-05-06 02:12:57,-4726158.426483564,358978.18245246564,-4967612.833209148,5472.4627448969495,-613.6534211170958,-5263.0281736074585,,,,8.752626357022565e-08,1.5342816073182777e-07,-2.463103063732319e-07,1.4206392876251988e-12,3.8473625335353297e-13,8.419443146038349e-13,7.931293625491264e-13,7.931293625491263e-13
2023-05-06 02:13:12,-4643422.071054647,349724.1825736407,-5045866.112078961,5558.796579067698,-620.1846968685642,-5170.501853871226,,,,5.2405338735184166e-08,1.9046978450010246e-07,-2.461898436223464e-07,1.221894605720627e-12,3.809363239843415e-13,8.378855986383078e-13,7.817435189518844e-13,7.817435189518844e-13
2023-05-06 02:13:27,-4559402.285839929,340373.50409116544,-5122720.804328047,5643.5790373413965,-626.5434375290394,-5076.558678799306,,,,1.1176027392423293e-07,1.9803853351652026e-07,-3.154745389366554e-07,1.7820724506923693e-12,3.772184234620273e-13,8.340437086046051e-13,7.711238638506887e-13,7.711238638506886e-13
2023-05-06 02:13:42,-4474122.570297,330928.75126038166,-5198155.921951924,5726.78732419953,-632.7279583975103,-4981.225227426405,,,,1.6429359206426852e-07,1.915583293099488e-07,-2.922567565732948e-07,1.9243284114828712e-12,3.735838537019701e-13,8.304306128398944e-13,7.61281920715579e-13,7.61281920715579e-13
2023-05-06 02:13:57,-4387606.650204356,321392.54497405706,-5272150.743867425,5808.398948590866,-638.7366083252223,-4884.528316190196,,,,1.8160290249369385e-07,1.715279345781973e-07,-2.4362707051750476e-07,1.806396091629996e-12,3.700349182207645e-13,8.270591144188819e-13,7.522256260679516e-13,7.522256260679515e-13
2023-05-06 02:14:12,-4299878.6948675485,311767.5397851416,-5344685.090672351,5888.392032204138,-644.5678027737521,-4786.495226916689,,,,2.0260223720924841e-07,1.725083435544228e-07,-1.8524137690434372e-07,1.6659791330455624e-12,3.6657265329759493e-13,8.23937858338354e-13,7.439551970573958e-13,7.439551970573958e-13
2023-05-06 02:14:27,-4210963.09078075,302056.4059773854,-5415739.05695965,5966.745006998235,-650.2199905580687,-4687.153469418015,,,,1.9603457523942325e-07,1.8130428330875858e-07,-2.2551064571274537e-07,1.7848071617468465e-12,3.6319908299972664e-13,8.210758186249381e-13,7.364677292609954e-13,7.364677292609954e-13
2023-05-06 02:14:42,-4120884.649665548,292261.84309755685,-5485293.291621881,6043.436933272707,-655.6916872963828,-4586.531000062463,,,,2.222751884772834e-07,1.583909681746043e-07,-1.746596032248249e-07,1.727752475692271e-12,3.5991500312603977e-13,8.184774548952232e-13,7.297532579573795e-13,7.297532579573795e-13
2023-05-06 02:14:57,-4029668.39116936,282386.5652875985,-5553328.724100482,6118.447188690877,-660.9814426809547,-4484.655992058867,,,,2.4764446493463765e-07,1.36821138363441e-07,-1.739716974924477e-07,1.867446420011425e-12,3.567221855622108e-13,8.161472202315074e-13,7.237992913386445e-13,7.237992913386457e-13
2023-05-06 02:15:12,-3937339.741415535,272433.31580713345,-5619826.85173277,6191.755792030559,-666.0878758970035,-4381.557039422052,,,,2.403504586467875e-07,1.17392771059599e-07,-1.1638522323664803e-07,1.6266722677526317e-12,3.536212032598915e-13,8.140848657803033e-13,7.18587001643129e-13,7.18587001643129e-13
2023-05-06 02:15:27,-3843924.3246117258,262404.85169038206,-5684769.458867125,6263.34308483702,-671.0096411487583,-4277.262940732847,,,,2.356117816404435e-07,9.3810498813518e-08,-1.2745815958226106e-07,1.6590615957411664e-12,3.506135948585253e-13,8.122900074009887e-13,7.140956979356623e-13,7.140956979356623e-13
2023-05-06 02:15:42,-3749448.1508268863,252303.9559522746,-5748138.910000306,6333.190058610826,-675.7454632235314,-4171.802892030091,,,,2.564091490242504e-07,7.623863301775557e-08,-1.0862126931243665e-07,1.716828762890142e-12,3.476997370149598e-13,8.107576064225533e-13,7.102991279569216e-13,7.102991279569216e-13
2023-05-06 02:15:57,-3653937.418571466,242133.42403676448,-5809917.862493652,6401.278032722481,-680.2941019635156,-4065.206282850606,,,,2.5081324839248964e-07,5.2232244251992916e-08,-1.258010655647013e-07,1.7643551865246388e-12,3.4488096188437945e-13,8.094825838415588e-13,7.071698689306773e-13,7.071698689306773e-13
2023-05-06 02:16:12,-3557418.694260597,231896.07512318855,-5870089.565018446,6467.588988066875,-684.65438684734,-3957.5028792651456,,,,2.4204649307080217e-07,6.53336941769389e-08,-5.3937112554081075e-08,1.4707490650254105e-12,3.421574666420862e-13,8.084554586237673e-13,7.046756996253477e-13,7.046756996253477e-13
2023-05-06 02:16:27,-3459918.7228464773,221594.73997816176,-5928637.564740362,6532.105238846932,-688.8251817335906,-3848.722629184186,,,,2.5342502141256773e-07,7.348012853736209e-08,-6.668245955410157e-08,1.578841107793544e-12,3.395303947962737e-13,8.076670260325283e-13,7.027839302049396e-13,7.027839302049396e-13
2023-05-06 02:16:42,-3361464.5955248806,211232.2719820286,-5985546.011492703,6594.809770973356,-692.805418364242,-3738.8958313431294,,,,2.3657378900310277e-07,7.742874430505253e-08,-5.2506075043368134e-08,1.4446357223075781e-12,3.3699978641855254e-13,8.07104153328116e-13,7.014578379337257e-13,7.014578379337256e-13
2023-05-06 02:16:57,-3262083.571945968,200811.53510239313,-6040799.358988805,6655.685907046032,-696.594062020665,-3628.052954648643,,,,2.5809377701691005e-07,4.472011250200581e-08,-4.020217492239908e-08,1.5550300268090437e-12,3.345666178865682e-13,8.067544922011463e-13,7.006609297857859e-13,7.006609297857859e-13
2023-05-06 02:17:12,-3161803.239333879,190335.4130421686,-6094382.673794491,6714.717644713813,-700.1901442584265,-3516.2247978675287,,,,2.9138790225147204e-07,1.1216569340000147e-10,-1.8849541483234592e-08,1.717003911342136e-12,3.322307840767689e-13,8.066023940372699e-13,7.003534158300698e-13,7.003534158300698e-13
2023-05-06 02:17:27,-3060651.343222795,179806.7988929194,-6146281.331193979,6771.889321783757,-703.5927302398297,-3403.442320670346,,,,2.568472954322943e-07,6.576366534671862e-09,-1.5397958463836403e-08,1.517208116566987e-12,3.299931074747729e-13,8.066336509033982e-13,7.004964293369625e-13,7.004964293369625e-13
2023-05-06 02:17:42,-2958655.9348130757,169228.60356550477,-6196481.32849257,6827.185961646821,-706.8009532799226,-3289.7367964825658,,,,2.501652893727169e-07,2.6629414479062422e-08,9.805509382232459e-08,1.161309952536383e-12,3.278533582020825e-13,8.068315154006388e-13,7.0104854119948e-13,7.010485411994799e-13
2023-05-06 02:17:57,-2855845.2132965457,158603.7465204019,-6244968.976486918,6880.592933713103,-709.8139812332879,-3175.1396480737426,,,,2.471248325974784e-07,2.8722913603118627e-08,5.002988068270042e-08,1.2923473372156768e-12,3.2581222270633466e-13,8.071814109971599e-13,7.019699193993275e-13,7.019699193993275e-13
2023-05-06 02:18:12,-2752247.6641647005,147935.16359726433,-6291731.217917989,6932.096305885364,-712.6310519599048,-3059.682581834851,,,,1.5618519499938088e-07,3.525171701768137e-08,1.4834644623817894e-08,8.599090641779896e-13,3.238693460746129e-13,8.076669875262487e-13,7.032188446564894e-13,7.032188446564894e-13
2023-05-06 02:18:27,-2647891.9105108217,137225.79813158885,-6336755.313226855,6981.682493871669,-715.2514373888689,-2943.397439933955,,,,2.163677561561883e-07,-2.870731957704819e-09,1.9844734744367546e-08,1.2356320259278386e-12,3.220252784872379e-13,8.082747979467116e-13,7.047558404600199e-13,7.047558404600199e-13
2023-05-06 02:18:42,-2542806.8395356555,126478.60706306854,-6380029.161710683,7029.338606108579,-717.674475720348,-2826.3163240260515,,,,3.1756307983243914e-07,-4.156279703737553e-08,2.3067155296985223e-08,1.8668214194096124e-12,3.2027955346708197e-13,8.08990383501051e-13,7.065402062462269e-13,7.065402062462268e-13
2023-05-06 02:18:57,-2437021.4656208293,115696.55372589803,-6421540.984273799,7075.052099324174,-719.8995387313217,-2708.471463688599,,,,2.598914465856695e-07,-1.2715236641369644e-08,9.619450125342156e-08,1.3497625940721174e-12,3.186325946438219e-13,8.098028354225703e-13,7.085340762545529e-13,7.085340762545529e-13
2023-05-06 02:19:12,-2330565.0477640196,104882.61342808184,-6461279.6493930435,7118.811130684108,-721.9260662349368,-2589.895340701956,,,,1.83304378786886e-07,-2.8143707170302793e-08,2.142244941438776e-07,6.566634534219181e-13,3.1708380832619665e-13,8.1070082801986e-13,7.106989164257251e-13,7.106989164257251e-13
2023-05-06 02:19:27,-2223466.9616130968,94039.76692577126,-6499234.350956154,7160.604211231634,-723.753534168739,-2470.6205560252824,,,,1.4744466270144585e-07,-6.088562695683031e-09,1.1096117624731505e-07,6.691352273939172e-13,3.15633470160728e-13,8.11677071892053e-13,7.129995410263801e-13,7.129995410263801e-13
2023-05-06 02:19:42,-2115756.804800668,83171.00479389424,-6535394.936921922,7200.420567082853,-725.3814949316998,-2350.679935130043,,,,1.9186248634284203e-07,1.0867671929037924e-08,2.2447258274382875e-08,1.123066789492989e-12,3.142808422839016e-13,8.127242939951777e-13,7.154005861469374e-13,7.154005861469374e-13
2023-05-06 02:19:57,-2007464.2808613305,72279.32185940839,-6569751.5840552775,7238.249782736635,-726.8095390433646,-2230.1064103567646,,,,2.409688488747008e-07,-3.240358306677571e-08,7.032390492156537e-08,1.370247084823736e-12,3.130260260190201e-13,8.138395270364437e-13,7.178704497371949e-13,7.178704497371948e-13
2023-05-06 02:20:12,-1898619.294952911,61367.72013861267,-6602295.130274623,7274.082161150045,-728.037333044152,-2108.933117009919,,,,2.95041770126403e-07,-7.891771500179169e-08,2.264720766476103e-07,1.4696381585967632e-12,3.118680867626531e-13,8.150199899013356e-13,7.20377706978058e-13,7.203777069780484e-13
2023-05-06 02:20:27,-1789251.8473854142,50439.20479449733,-6633016.745189229,7307.908369259011,-729.0645810362452,-1987.1932858608725,,,,1.5352650173383608e-07,-9.939079571863465e-08,1.547375543253793e-07,7.556069987927727e-13,3.10806882754733e-13,8.162672298025943e-13,7.228949939283355e-13,7.228949939283355e-13
2023-05-06 02:20:42,-1679392.117454311,39496.78638747637,-6661908.264018374,7339.719811456687,-729.8910613480164,-1864.9203265846172,,,,3.417132621308383e-08,-1.2762208444205836e-07,1.8513758348603917e-07,4.93893112340273e-16,3.098412014633029e-13,8.17582923800652e-13,7.253953842201657e-13,7.253953842201657e-13
2023-05-06 02:20:57,-1569070.3685474151,28543.477531509627,-6688961.856508647,7369.508261064733,-730.5165907977708,-1742.1477268503768,,,,1.7683686404090793e-07,-9.227642867870589e-08,6.569626975760913e-08,1.0690615813848934e-12,3.08970543355773e-13,8.189728453047785e-13,7.278561874244349e-13,7.278561874244348e-13
2023-05-06 02:21:12,-1458317.0214364254,17582.29365731636,-6714170.36490591,7397.266229661533,-730.9410659373618,-1618.909107400656,,,,1.998126164526326e-07,-4.9958989223330974e-08,8.772490467379158e-08,1.1684007430373261e-12,3.081932394460134e-13,8.204425572321525e-13,7.302552553493566e-13,7.302552553493565e-13
2023-05-06 02:21:27,-1347162.5700154393,6616.2510232967825,-6737526.96790102,7422.98659361632,-731.1644230484053,-1495.2381492749569,,,,2.349972336723738e-07,-6.507012015495585e-08,1.8697943637846492e-07,1.2883363079899989e-12,3.075081980546798e-13,8.220012693287232e-13,7.325747456285735e-13,7.325747456285735e-13
2023-05-06 02:21:42,-1235637.6432842596,-4351.633618184598,-6759025.517465585,7446.66295020503,-731.1866775980234,-1371.168641627473,,,,1.830948188619175e-07,-2.3755959014173933e-08,2.3873211141278716e-07,8.984513454527448e-13,3.069130088889943e-13,8.236575009337104e-13,7.347974229967617e-13,7.347974229967617e-13
2023-05-06 02:21:57,-1123772.932432253,-15318.343886832505,-6778660.203657017,7468.289256439187,-731.0078823034685,-1246.7344238706776,,,,1.636305313468256e-07,-4.0192160169483244e-08,2.254372351018219e-07,8.276891547144216e-13,3.0640561024786184e-13,8.254227960556588e-13,7.369103488077636e-13,7.369103488077635e-13
2023-05-06 02:22:12,-1011599.2423013328,-26280.865384592908,-6796425.895595234,7487.860187366096,-730.6281596970068,-1121.9694283354625,,,,1.1296730906273923e-07,-1.2782093425367512e-08,1.892100378597661e-07,5.488022590925896e-13,3.059823533757747e-13,8.273073177511757e-13,7.389011457017492e-13,7.389011457017699e-13
2023-05-06 02:22:27,-899147.4291997119,-37236.18504398375,-6812317.802027036,7505.370775660636,-730.0476655735188,-996.9076302912914,,,,1.3152108224723238e-07,-1.8429322790058933e-08,2.0942034950621746e-07,6.757172886163593e-13,3.056397153019665e-13,8.293235252085188e-13,7.407617192549649e-13,7.407617192549649e-13
2023-05-06 02:22:42,-786448.4416482418,-48181.29313756956,-6826331.811144273,7520.816766472218,-729.2666189633237,-871.583083843486,,,,1.6542976855049576e-07,-1.3689152783546989e-08,1.2620747646963082e-07,9.749508178457432e-13,3.05372759929159e-13,8.31481790138439e-13,7.424846220104465e-13,7.424846220104465e-13
2023-05-06 02:22:57,-673533.2689782658,-59113.18227976635,-6838464.15173046,7534.194261933552,-728.2852703445557,-746.0298822222171,,,,1.188113631922505e-07,1.4384007790413378e-08,1.853160362941253e-07,6.369893113534738e-13,3.0517843449481873e-13,8.337940260870015e-13,7.44066915001062e-13,7.44066915001062e-13
2023-05-06 02:23:12,-560432.9715504515,-70028.85111234931,-6848711.7354907505,7545.500079636026,-727.1039327511685,-620.282196321192,,,,2.5078852039506216e-07,-1.301985548540774e-08,3.1369593500585324e-07,1.4560501850045085e-12,3.0506038022305e-13,8.362693114307305e-13,7.455069108976594e-13,7.455069108976594e-13
2023-05-06 02:23:27,-447178.6396275041,-80925.30163694215,-6857071.816091136,7554.731402363015,-725.7229527072099,-494.3742304042032,,,,1.126076119017938e-07,4.614206938757803e-08,2.247745669592405e-07,6.031064610281454e-13,3.05059148597806e-13,8.389175466424929e-13,7.468089073620333e-13,7.468089073620347e-13
2023-05-06 02:23:42,-333801.4120509565,-91799.54326720338,-6863542.332119348,7561.886158207179,-724.142748141282,-368.3402445518401,,,,-6.122178558554127e-08,5.969504283942495e-08,3.554004717187809e-07,-5.392933607026023e-13,3.053921149052502e-13,8.417451289651203e-13,7.479816691454993e-13,7.479816691454993e-13
2023-05-06 02:23:57,-220332.4465761671,-102648.58980245296,-6868121.564704164,7566.962648122324,-722.3637742384823,-242.21451169929637,,,,4.5250440672273136e-08,5.0399438039638866e-08,1.6961684146110659e-07,2.2704858891857554e-13,3.073877057544107e-13,8.447586664948655e-13,7.490426621376408e-13,7.490426621376408e-13
2023-05-06 02:24:12,-106802.92803496851,-113469.46517262176,-6870808.480216798,7569.959919197557,-720.3865638053405,-116.03130038338314,,,,1.959423068242927e-09,1.1086699974738325e-07,4.594173041994054e-08,-5.949546667725026e-14,3.126636145239159e-13,8.479607291679782e-13,7.499435430290064e-13,7.499435430290057e-13
2023-05-06 02:24:27,6755.951039209552,-124259.198710022,-6871602.387652994,7570.877383075647,-718.211685473425,10.175128044765406,,,,1.069208729088944e-07,4.7733388047754843e-08,2.1550587092633577e-07,6.638511462823874e-13,3.090362891051407e-13,8.513536395062953e-13,7.501581219691137e-13,7.501581219691137e-13
2023-05-06 02:24:42,120312.99438302366,-135014.83122588033,-6870503.281264174,7569.7151634786915,-715.839773553026,136.37053657834136,,,,1.4922071941980697e-07,4.1041169185351833e-08,2.207155720412857e-07,9.644199684853824e-13,3.125081494484714e-13,8.549353049914807e-13,7.503571758686065e-13,7.503571758686065e-13
2023-05-06 02:24:57,233837.0087991918,-145733.4100722257,-6867511.497661794,7566.473740400075,-713.2714928029101,262.52069817077376,,,,2.7349282283317677e-08,4.916779372532432e-08,2.3241654290018235e-07,2.003533608441755e-13,3.143909823500945e-13,8.587031082082997e-13,7.507928234185808e-13,7.507928234185808e-13
2023-05-06 02:25:12,347296.81708459114,-156411.99728538163,-6862628.0576417735,7561.154306838997,-710.5075640970266,388.5914012721144,,,,4.8582156075838165e-09,2.7971316318708972e-08,2.583845137849039e-07,1.0212315158683373e-13,3.1484208400603124e-13,8.626498285132892e-13,7.511231414654186e-13,7.511231414654185e-13
2023-05-06 02:25:27,460661.25566067826,-167047.66228529025,-6855854.32398022,7553.7584145085875,-707.5487379537417,514.548447416203,,,,3.1981971959638145e-08,7.985027022927582e-08,2.3084417044572095e-07,2.608077396298909e-13,3.14693065007639e-13,8.667676388378193e-13,7.513229592902993e-13,7.513229592902992e-13
2023-05-06 02:25:42,573899.1994530669,-177637.4893420738,-6847192.343189558,7544.288336971877,-704.3958273539092,640.3576749754077,,,,1.8974879334443532e-08,1.0821238324854045e-07,1.9603452017236125e-07,1.6563427457559224e-13,3.1429650007147553e-13,8.710440985740127e-13,7.51403995364574e-13,7.51403995364574e-13
2023-05-06 02:25:57,686979.5479476878,-188178.57097111316,-6836644.503314936,7532.746707869427,-701.0496771670572,765.9849444930697,,,,-1.596606924447741e-08,9.576585452419907e-08,2.228262374615042e-07,-1.2285634760595412e-14,3.13808800148906e-13,8.754662707844985e-13,7.513812556693602e-13,7.513812556693602e-13
