UTC,Computed Density,JB08,DTM2000,EDR Density,AccelerometerDensity,NRLMSISE-00,NRT Density
2023-05-06 05:25:57,9.742003123235369e-13,3.323339634593053e-13,1.485043700609445e-12,9.905555825392733e-13,8.2132961e-13,7.3830715e-13,1.0125065245007045e-12
2023-05-06 05:26:12,9.731096308571905e-13,3.3005775084896324e-13,1.486212868999418e-12,9.95871808617313e-13,8.2171467e-13,7.3955306e-13,1.0113200671649806e-12
2023-05-06 05:26:27,9.720268643373736e-13,3.2787947000920064e-13,1.4870009834223326e-12,1.0016288062491657e-12,8.0306651e-13,7.423615e-13,1.0100978382116082e-12
2023-05-06 05:26:42,9.708757578923174e-13,3.257988542710529e-13,1.4874023455648517e-12,1.0075444379545813e-12,8.1009017e-13,7.438356e-13,1.0087671305390289e-12
2023-05-06 05:26:57,9.697466941079451e-13,3.2381654889516045e-13,1.4874206271439709e-12,1.0135667600466078e-12,8.4759539e-13,7.469817e-13,1.00742424334561e-12
2023-05-06 05:27:12,9.686132958830394e-13,3.219321688272886e-13,1.4870620230736657e-12,1.020175020343663e-12,8.5169478e-13,7.485903e-13,1.0060489964167404e-12
2023-05-06 05:27:27,9.673198682965421e-13,3.201462276985136e-13,1.486342134744137e-12,1.0275088855638066e-12,8.519206e-13,7.5187507e-13,1.004489806781267e-12
2023-05-06 05:27:42,9.659914512326126e-13,3.184582256552963e-13,1.4852789593092658e-12,1.0352130290490716e-12,8.5873342e-13,7.53526e-13,1.0028714841727284e-12
2023-05-06 05:27:57,9.644488123211041e-13,3.168685457090392e-13,1.4838994284167796e-12,1.0432132545989895e-12,8.3512721e-13,7.567665e-13,1.001013497158556e-12
2023-05-06 05:28:12,9.627722209545878e-13,3.153765610613939e-13,1.4822322232040494e-12,1.051314178204467e-12,8.048788e-13,7.5834553e-13,9.989997967693605e-13
2023-05-06 05:28:27,9.611228882999558e-13,3.139825057026406e-13,1.4803140129720353e-12,1.0594681841927468e-12,8.0339859e-13,7.613928e-13,9.970049506171136e-13
2023-05-06 05:28:42,9.593417298066674e-13,3.1268560213083805e-13,1.4781821578591849e-12,1.067575033241769e-12,8.413131e-13,7.628454e-13,9.9487982654828e-13
2023-05-06 05:28:57,9.575879314090246e-13,3.1148590125193546e-13,1.4758806830872497e-12,1.0749945350161859e-12,9.0937343e-13,7.655781e-13,9.927786215839021e-13
2023-05-06 05:29:12,9.5574507086103e-13,3.1038242218682323e-13,1.473452925354653e-12,1.0822961653235008e-12,9.2978476e-13,7.668458e-13,9.90577511111593e-13
2023-05-06 05:29:27,9.537463872941512e-13,3.093749576116394e-13,1.470947309809582e-12,1.0905893715302198e-12,9.4685798e-13,7.69158e-13,9.882115586296916e-13
2023-05-06 05:29:42,9.517331593040678e-13,3.084622092373045e-13,1.468409988659057e-12,1.0997154833753668e-12,9.3812223e-13,7.701983e-13,9.858268482952662e-13
2023-05-06 05:29:57,9.49535728063594e-13,3.076435588288817e-13,1.4658905285639994e-12,1.1091364811086432e-12,8.612942e-13,7.720369e-13,9.832584472907158e-13
2023-05-06 05:30:12,9.469951647386162e-13,3.069171898527636e-13,1.4634346357075501e-12,1.1182263037652626e-12,8.1756121e-13,7.728217e-13,9.80352581640329e-13
2023-05-06 05:30:27,9.442764358255518e-13,3.062818051345884e-13,1.461089815334594e-12,1.1268557533567816e-12,7.7524807e-13,7.741364e-13,9.772742613589639e-13
2023-05-06 05:30:42,9.414208312001926e-13,3.0573471329701553e-13,1.4588982446013346e-12,1.13588672435205e-12,7.6436941e-13,7.7465226e-13,9.740607971658688e-13
2023-05-06 05:30:57,9.38573185221823e-13,3.052734817599564e-13,1.4569024645828812e-12,1.1456212345881744e-12,7.710023e-13,7.7542877e-13,9.708550433423178e-13
2023-05-06 05:31:12,9.357034703554557e-13,3.0489401929263005e-13,1.4551384568795262e-12,1.1557655841479935e-12,7.6656649e-13,7.7568285e-13,9.676255110793414e-13
2023-05-06 05:31:27,9.325808587317288e-13,3.045923524692022e-13,1.4536413965919893e-12,1.1662242384255338e-12,6.9658301e-13,7.759221e-13,9.641397519780348e-13
2023-05-06 05:31:42,9.292290584265977e-13,3.0436346973984576e-13,1.452438925732647e-12,1.177063849198264e-12,6.4748528e-13,7.7591124e-13,9.604210231029082e-13
2023-05-06 05:31:57,9.258673844691744e-13,3.0420618409774146e-13,1.4515570314507973e-12,1.1883565651377685e-12,6.1209407e-13,7.7564046e-13,9.566876937727573e-13
2023-05-06 05:32:12,9.225523884649752e-13,3.0413460786706673e-13,1.4510135377330964e-12,1.1995494334770309e-12,6.3324254e-13,7.753817e-13,9.52993254430978e-13
2023-05-06 05:32:27,9.192071978612438e-13,3.042408208558538e-13,1.4508241155869749e-12,1.2103126820031167e-12,7.269779e-13,7.7462196e-13,9.492608052348688e-13
2023-05-06 05:32:42,9.157554223306125e-13,3.0503707125416753e-13,1.4509959721431285e-12,1.2208755893131195e-12,7.7511474e-13,7.741323e-13,9.454151312955715e-13
2023-05-06 05:32:57,9.121997561556646e-13,3.1022420008256874e-13,1.4515340184271488e-12,1.2312013187754392e-12,8.3586153e-13,7.7294757e-13,9.414567886297371e-13
2023-05-06 05:33:12,9.086361634423446e-13,3.08704128730398e-13,1.4524347475139796e-12,1.2410707163635652e-12,8.3593313e-13,7.7227623e-13,9.374775854831075e-13
2023-05-06 05:33:27,9.050689353509726e-13,3.0979660421329813e-13,1.4536925523781686e-12,1.250088981425214e-12,8.319414e-13,7.7088856e-13,9.334814087725507e-13
2023-05-06 05:33:42,9.014569928432057e-13,3.1277664700740876e-13,1.4552937913272992e-12,1.2584996806952802e-12,8.5693085e-13,7.7034576e-13,9.294269000544286e-13
2023-05-06 05:33:57,8.978218086814609e-13,3.1379148052282273e-13,1.4572232129771937e-12,1.266766626764078e-12,9.5225672e-13,7.6941936e-13,9.25331059689405e-13
2023-05-06 05:34:12,8.942870879844776e-13,3.138769763978292e-13,1.4594581415278157e-12,1.2745107940677786e-12,9.8835497e-13,7.689537e-13,9.213113023888915e-13
2023-05-06 05:34:27,8.909867326735301e-13,3.1357863361064577e-13,1.4619750093239354e-12,1.2812165933555824e-12,9.9375664e-13,7.6785925e-13,9.174997149979791e-13
2023-05-06 05:34:42,8.877666236538149e-13,3.13126288785014e-13,1.4647436056164353e-12,1.286846286274134e-12,9.6234971e-13,7.6726044e-13,9.137416290739405e-13
2023-05-06 05:34:57,8.847178925349655e-13,3.1262790823345673e-13,1.4677337200123909e-12,1.292229390173195e-12,8.7571592e-13,7.658675e-13,9.10123625885253e-13
2023-05-06 05:35:12,8.817346119995615e-13,3.121386504980379e-13,1.4709094457868334e-12,1.297748197888616e-12,8.3143993e-13,7.6514186e-13,9.065373240194702e-13
2023-05-06 05:35:27,8.788584105133954e-13,3.1169015505214473e-13,1.474235869115109e-12,1.302721625895216e-12,7.5539172e-13,7.6347023e-13,9.030245647174262e-13
2023-05-06 05:35:42,8.76267082405106e-13,3.113005834518123e-13,1.4776733441010637e-12,1.3065383071980916e-12,7.2789488e-13,7.626107e-13,8.997547609055741e-13
2023-05-06 05:35:57,8.739448048103438e-13,3.109820203736893e-13,1.4811842305222598e-12,1.3095561123298222e-12,7.1117134e-13,7.606849e-13,8.966995105506872e-13
2023-05-06 05:36:12,8.720363894500884e-13,3.107415533808169e-13,1.4847271368339108e-12,1.3128131038307602e-12,7.1239963e-13,7.597074e-13,8.93999397272131e-13
2023-05-06 05:36:27,8.705468941571881e-13,3.105846284933226e-13,1.488263636733484e-12,1.3167495356559724e-12,6.9992365e-13,7.5753845e-13,8.916660355676243e-13
2023-05-06 05:36:42,8.692741661303274e-13,3.1051416219647786e-13,1.4917524067291778e-12,1.3202035001970434e-12,6.8593211e-13,7.5646797e-13,8.895023929805638e-13
2023-05-06 05:36:57,8.679511988169778e-13,3.105328780118455e-13,1.4951559344471972e-12,1.3221066348098558e-12,6.5214124e-13,7.540985e-13,8.872392616671291e-13
2023-05-06 05:37:12,8.668531806512836e-13,3.106418646833327e-13,1.4984345695118181e-12,1.3234760676259473e-12,6.4533806e-13,7.529382e-13,8.851499845729654e-13
2023-05-06 05:37:27,8.662983465583817e-13,3.10842579792919e-13,1.5015531604611426e-12,1.3256432243640244e-12,6.4295049e-13,7.5039573e-13,8.835576154578447e-13
2023-05-06 05:37:42,8.663210127714172e-13,3.111352027542626e-13,1.5044749480926118e-12,1.3282982346001244e-12,6.4217588e-13,7.491696e-13,8.824994850399614e-13
2023-05-06 05:37:57,8.668881240346767e-13,3.115205287750718e-13,1.507168195633942e-12,1.3302829652287662e-12,6.4842459e-13,7.465079e-13,8.81937620774587e-13
2023-05-06 05:38:12,8.672626289003779e-13,3.119982461446918e-13,1.5095999828953413e-12,1.3312049633463486e-12,6.5409358e-13,7.4523417e-13,8.811335458483118e-13
2023-05-06 05:38:27,8.677431424094687e-13,3.125687802163965e-13,1.511742799879617e-12,1.331368571309142e-12,6.5654468e-13,7.424865e-13,8.803928327190465e-13
2023-05-06 05:38:42,8.685358478542217e-13,3.132315310376429e-13,1.5135682432276445e-12,1.331852660023177e-12,6.486429e-13,7.4119893e-13,8.799273921938552e-13
2023-05-06 05:38:57,8.698202089318551e-13,3.1398669803625946e-13,1.515053599526741e-12,1.3330236081923014e-12,6.240404e-13,7.384336e-13,8.799194147844939e-13
2023-05-06 05:39:12,8.718881254486915e-13,3.148334870184923e-13,1.5161754458452373e-12,1.333793284399905e-12,6.1859615e-13,7.371584e-13,8.806671626445483e-13
2023-05-06 05:39:27,8.741542026631721e-13,3.157719395150043e-13,1.5169162815953661e-12,1.3337442477100064e-12,6.2277629e-13,7.344246e-13,8.815933835312496e-13
2023-05-06 05:39:42,8.766431188716217e-13,3.168011327998329e-13,1.5172581213669758e-12,1.3334569775028194e-12,6.207254e-13,7.3319915e-13,8.827268330360294e-13
2023-05-06 05:39:57,8.793683738299177e-13,3.179210031583081e-13,1.517189125613325e-12,1.3334998918278064e-12,6.167989e-13,7.305759e-13,8.840840026022676e-13
2023-05-06 05:40:12,8.823931131567167e-13,3.191305215667617e-13,1.5166971325671906e-12,1.3339850910192529e-12,6.0992197e-13,7.294283e-13,8.857325392118561e-13
2023-05-06 05:40:27,8.856561728609275e-13,3.204295304618291e-13,1.5157763445536578e-12,1.334470653407213e-12,6.0554604e-13,7.269811e-13,8.876195173754075e-13
2023-05-06 05:40:42,8.888997142413287e-13,3.218169036556538e-13,1.5144208327963998e-12,1.3347270042611016e-12,5.9868628e-13,7.259513e-13,8.894975771565383e-13
2023-05-06 05:40:57,8.922798351252537e-13,3.232923972544337e-13,1.5126312586762408e-12,1.3350373035902728e-12,5.6438575e-13,7.237542e-13,8.915278476728399e-13
2023-05-06 05:41:12,8.957529153516346e-13,3.248547949874512e-13,1.51040834884987e-12,1.3355990587463048e-12,5.4911708e-13,7.228816e-13,8.936618116264105e-13
2023-05-06 05:41:27,8.994490273616493e-13,3.265037705724326e-13,1.5077596085364328e-12,1.3362975275740427e-12,5.3761745e-13,7.209984e-13,8.960281144260763e-13
2023-05-06 05:41:42,9.033557912166391e-13,3.28238008092478e-13,1.5046927156985377e-12,1.337089646676981e-12,5.3919271e-13,7.2030413e-13,8.986282170856405e-13
2023-05-06 05:41:57,9.073068004794352e-13,3.3005708756954193e-13,1.5012222305490525e-12,1.3380197500862447e-12,5.4248948e-13,7.1882653e-13,9.013113677907953e-13
2023-05-06 05:42:12,9.112001447558321e-13,3.319595874030254e-13,1.4973629178841409e-12,1.3394394647913009e-12,5.3995467e-13,7.1834986e-13,9.039794705840472e-13
2023-05-06 05:42:27,9.150075291335743e-13,3.339449888517478e-13,1.4931364008703553e-12,1.3417421775273544e-12,5.3882739e-13,7.173341e-13,9.066044216769877e-13
2023-05-06 05:42:42,9.18777851835412e-13,3.360117535365253e-13,1.4885643764005393e-12,1.3443592185435796e-12,5.5650168e-13,7.171046e-13,9.092382969600625e-13
2023-05-06 05:42:57,9.227674503014706e-13,3.3815924986963173e-13,1.4836751964946473e-12,1.3472655447526901e-12,6.0475503e-13,7.1659513e-13,9.121411121506675e-13
2023-05-06 05:43:12,9.268508220206001e-13,3.4038579837012797e-13,1.4784969526927218e-12,1.3502323478127143e-12,6.2883523e-13,7.166517e-13,9.15197881891598e-13
2023-05-06 05:43:27,9.31018450649825e-13,3.4269063221686033e-13,1.4730640133079976e-12,1.3528360771296024e-12,6.6678218e-13,7.1670724e-13,9.184080631850013e-13
2023-05-06 05:43:42,9.351631829988889e-13,3.4507192414606013e-13,1.467410037909193e-12,1.355617239706529e-12,6.7699804e-13,7.1707223e-13,9.216631571360838e-13
2023-05-06 05:43:57,9.391517242668174e-13,3.475287684512819e-13,1.4615744252308962e-12,1.3585136370696802e-12,6.8156323e-13,7.1773723e-13,9.24830275752677e-13
2023-05-06 05:44:12,9.430592633233848e-13,3.500591753043587e-13,1.4555952357122388e-12,1.3616140160636891e-12,6.8237111e-13,7.1841394e-13,9.279963255332877e-13
2023-05-06 05:44:27,9.469702108369153e-13,3.5266208505951314e-13,1.449515600027527e-12,1.3652793618071543e-12,6.9015205e-13,7.1972777e-13,9.312559585004599e-13
2023-05-06 05:44:42,9.507372435709666e-13,3.5533533984155274e-13,1.4433766179982862e-12,1.3691100704392709e-12,7.0030839e-13,7.207411e-13,9.34463313115087e-13
2023-05-06 05:44:57,9.54363877693955e-13,3.5807772174418583e-13,1.437223718316457e-12,1.3729103205286415e-12,7.23938e-13,7.2272364e-13,9.376226533465606e-13
2023-05-06 05:45:12,9.579504389209786e-13,3.608868854637667e-13,1.4310995188102181e-12,1.3764339291099104e-12,7.3133143e-13,7.2407797e-13,9.408349701858833e-13
2023-05-06 05:45:27,9.615277512196232e-13,3.6376143420650025e-13,1.4250502065378328e-12,1.3794694154534933e-12,7.3018543e-13,7.267366e-13,9.441307840644541e-13
2023-05-06 05:45:42,9.652069855962605e-13,3.666988205984153e-13,1.4191184192339968e-12,1.3823383770690938e-12,7.2279245e-13,7.284478e-13,9.476202757626586e-13
2023-05-06 05:45:57,9.688751600447307e-13,3.696974569392627e-13,1.4133496541441785e-12,1.384909881421061e-12,6.8930123e-13,7.3180546e-13,9.511900183987014e-13
2023-05-06 05:46:12,9.72449454971012e-13,3.7275458224379583e-13,1.4077851928284397e-12,1.3871709923316274e-12,6.6611483e-13,7.338713e-13,9.547554258536581e-13
2023-05-06 05:46:27,9.76020185044808e-13,3.758684065418356e-13,1.4024685520700265e-12,1.3892455329948919e-12,6.2594183e-13,7.379047e-13,9.584020952369147e-13
2023-05-06 05:46:42,9.795468861685329e-13,3.790359368394437e-13,1.3974384492977696e-12,1.3910684609036722e-12,6.1233372e-13,7.4031693e-13,9.620816592282592e-13
2023-05-06 05:46:57,9.830219105599293e-13,3.822551637150956e-13,1.3927353293494652e-12,1.3930878990765622e-12,5.9537038e-13,7.4503386e-13,9.657828119483846e-13
2023-05-06 05:47:12,9.863539130784129e-13,3.8552285506847684e-13,1.3883944069371581e-12,1.3949725035350804e-12,5.8925173e-13,7.477925e-13,9.694159518284805e-13
2023-05-06 05:47:27,9.89572772599769e-13,3.888367785625038e-13,1.384452248709087e-12,1.3960837000780995e-12,5.7675144e-13,7.5316766e-13,9.730091810749843e-13
2023-05-06 05:47:42,9.92602150852541e-13,3.921934572234624e-13,1.3809398738248937e-12,1.3965183856664464e-12,5.7182895e-13,7.562507e-13,9.764758413355813e-13
2023-05-06 05:47:57,9.955330773798993e-13,3.9559042903723126e-13,1.37788939113067e-12,1.396408057351707e-12,5.6243604e-13,7.6226574e-13,9.798952938023796e-13
2023-05-06 05:48:12,9.983069331577914e-13,3.9902395975082254e-13,1.3753271364915969e-12,1.396131923188824e-12,5.6140161e-13,7.6566314e-13,9.832094873619922e-13
2023-05-06 05:48:27,1.0007176504909013e-12,4.024913455998983e-13,1.3732803753420986e-12,1.3959326863323966e-12,5.6884456e-13,7.722826e-13,9.862170746459919e-13
2023-05-06 05:48:42,1.0031411092133393e-12,4.059885874664633e-13,1.3717704755618642e-12,1.3956562641163798e-12,5.7308342e-13,7.759871e-13,9.892840459420148e-13
2023-05-06 05:48:57,1.0052526154102786e-12,4.095127338142097e-13,1.370819657438424e-12,1.3951484167290718e-12,5.9350581e-13,7.831552e-13,9.920728131463623e-13
2023-05-06 05:49:12,1.0066901559405922e-12,4.1305951168450314e-13,1.370444172666765e-12,1.3943055123619495e-12,6.070125e-13,7.8713186e-13,9.942235744420711e-13
2023-05-06 05:49:27,1.0078010184366524e-12,4.166257123775619e-13,1.3706611021305993e-12,1.3930568354890645e-12,6.3416513e-13,7.9480265e-13,9.96084602738211e-13
2023-05-06 05:49:42,1.0083871461584566e-12,4.202067827710526e-13,1.3714815343122428e-12,1.3915247069268214e-12,6.4539467e-13,7.990392e-13,9.974424049133361e-13
2023-05-06 05:49:57,1.0088936638439985e-12,4.2379925059858305e-13,1.372917397824279e-12,1.389741092850409e-12,6.6282166e-13,8.07173e-13,9.987312453827346e-13
2023-05-06 05:50:12,1.0096084980505923e-12,4.273982735939932e-13,1.3749746172458456e-12,1.3878915021547283e-12,6.6901498e-13,8.1161797e-13,1.0002494577937607e-12
2023-05-06 05:50:27,1.0098829960351164e-12,4.310001020003747e-13,1.377659975999933e-12,1.3862579063084733e-12,6.7796844e-13,8.2014294e-13,1.0013587702729647e-12
2023-05-06 05:50:42,1.0095709333938466e-12,4.345995786913994e-13,1.380974220825779e-12,1.3845080145287297e-12,6.7838296e-13,8.247765e-13,1.0019023871943478e-12
2023-05-06 05:50:57,1.0092889995326547e-12,4.381926390907847e-13,1.3849189665116845e-12,1.3825797283082412e-12,6.7981844e-13,8.3362034e-13,1.0024806585754004e-12
2023-05-06 05:51:12,1.0088818774239608e-12,4.4177375267067387e-13,1.3894897224325728e-12,1.3804495693956417e-12,6.7834537e-13,8.3838963e-13,1.0029351232073734e-12
2023-05-06 05:51:27,1.0085973351614403e-12,4.453384627933353e-13,1.3946828737716359e-12,1.3778127244076506e-12,6.7249271e-13,8.4747503e-13,1.003519314603296e-12
2023-05-06 05:51:42,1.0084859218804436e-12,4.48880775651387e-13,1.4004886718682137e-12,1.374826829762796e-12,6.7001229e-13,8.523707e-13,1.00428438574435e-12
2023-05-06 05:51:57,1.0077584193933222e-12,4.523956941308728e-13,1.406898246071147e-12,1.3719044440176896e-12,6.6641729e-13,8.616213e-13,1.0044335088231283e-12
2023-05-06 05:52:12,1.0067119512493757e-12,4.558764746162479e-13,1.413896485812526e-12,1.3693329766351271e-12,6.6652958e-13,8.6658025e-13,1.004253244100657e-12
2023-05-06 05:52:27,1.0055300731419772e-12,4.593170234133844e-13,1.4214691634554234e-12,1.3673530436221024e-12,6.688049e-13,8.758971e-13,1.0039221837019993e-12
2023-05-06 05:52:42,1.0041636487961284e-12,4.627083518275242e-13,1.4295957836933228e-12,1.365401206192279e-12,6.7138971e-13,8.808825e-13,1.003392134407677e-12
2023-05-06 05:52:57,1.0026761113163311e-12,4.660458925630081e-13,1.4382567648558745e-12,1.3627610448744863e-12,6.7887436e-13,8.902013e-13,1.0027277379826108e-12
2023-05-06 05:53:12,1.001091880333371e-12,4.693308175195999e-13,1.447426196716475e-12,1.3597182016048703e-12,6.8123999e-13,8.951755e-13,1.0019496641806753e-12
2023-05-06 05:53:27,9.995755976932663e-13,4.72564345519659e-13,1.4570791348307225e-12,1.3566604509631747e-12,6.8944356e-13,9.044098e-13,1.0012143739441995e-12
2023-05-06 05:53:42,9.981645120229804e-13,4.757456188534391e-13,1.467184285716066e-12,1.3538908453960491e-12,6.9595348e-13,9.093183e-13,1.0005566951238642e-12
2023-05-06 05:53:57,9.968154447787782e-13,4.78874828666845e-13,1.477711432185078e-12,1.3513987297818656e-12,7.1218929e-13,9.184022e-13,9.999405995038964e-13
2023-05-06 05:54:12,9.955048665326133e-13,4.819505829879281e-13,1.4886240562270038e-12,1.348714573180178e-12,7.2033431e-13,9.23218e-13,9.993469182389423e-13
2023-05-06 05:54:27,9.941463053763622e-13,4.849727823384738e-13,1.4998868999236221e-12,1.3457105269719687e-12,7.4020699e-13,9.320768e-13,9.986803341092323e-13
2023-05-06 05:54:42,9.927364712868196e-13,4.879398508089446e-13,1.5114585155810229e-12,1.3425864212590001e-12,7.5351528e-13,9.367692e-13,9.979294540454104e-13
2023-05-06 05:54:57,9.914839449504297e-13,4.908516028746208e-13,1.5232989809739414e-12,1.3391809848741508e-12,7.8162139e-13,9.453366e-13,9.97303053309539e-13
2023-05-06 05:55:12,9.903547634506672e-13,4.937064144928226e-13,1.5353623846931712e-12,1.335245789179839e-12,7.9473023e-13,9.498798e-13,9.967637830246143e-13
2023-05-06 05:55:27,9.89520588101385e-13,4.965041134724221e-13,1.5476047124636205e-12,1.3306538491009369e-12,8.2075244e-13,9.581329e-13,9.964784328549458e-13
2023-05-06 05:55:42,9.889134939354818e-13,4.992431148657409e-13,1.559976289581319e-12,1.3257888768146292e-12,8.3342269e-13,9.625096e-13,9.963827491904422e-13
2023-05-06 05:55:57,9.885117661799563e-13,5.019233301221957e-13,1.5724298108941065e-12,1.321267870273693e-12,8.5802187e-13,9.704069e-13,9.964518467416767e-13
2023-05-06 05:56:12,9.884635493417864e-13,5.045432598454984e-13,1.5849127036202217e-12,1.3166191622806992e-12,8.7123725e-13,9.746018e-13,9.968217730505255e-13
2023-05-06 05:56:27,9.88670408564063e-13,5.071029335537442e-13,1.597375326429557e-12,1.311377953893109e-12,8.9560141e-13,9.821415e-13,9.973950325244443e-13
2023-05-06 05:56:42,9.89377435532415e-13,5.096009690048847e-13,1.6097632651700252e-12,1.305441010183635e-12,9.0484289e-13,9.861519e-13,9.984295657844058e-13
2023-05-06 05:56:57,9.90501621722944e-13,5.120375417107136e-13,1.6220256922255217e-12,1.2986913529035313e-12,9.1869677e-13,9.933214e-13,9.998415864480208e-13
2023-05-06 05:57:12,9.917056175088196e-13,5.144114152160169e-13,1.6341075966683922e-12,1.2917896386805966e-12,9.2414368e-13,9.971724e-13,1.0012761719290548e-12
2023-05-06 05:57:27,9.934040411205155e-13,5.167229337846877e-13,1.645958275977954e-12,1.2854082186352532e-12,9.3638375e-13,1.0036518e-12,1.0031348186035496e-12
2023-05-06 05:57:42,9.955282250363647e-13,5.189710187150277e-13,1.6575234763569678e-12,1.2792759492208072e-12,9.4060691e-13,1.0071346e-12,1.0053469443280169e-12
2023-05-06 05:57:57,9.982316033544276e-13,5.211561935018314e-13,1.668754029530217e-12,1.2730174964130944e-12,9.5144839e-13,1.0132559e-12,1.0080688709137194e-12
2023-05-06 05:58:12,1.0016731904478111e-12,5.232775598269164e-13,1.679597931254034e-12,1.2664610616047501e-12,9.5622739e-13,1.016606e-12,1.0114616214245253e-12
2023-05-06 05:58:27,1.0053796229694244e-12,5.253358392221773e-13,1.6900090627338337e-12,1.259588861440148e-12,9.6027828e-13,1.0224788e-12,1.0150499661947795e-12
2023-05-06 05:58:42,1.0093006715088226e-12,5.273303184987219e-13,1.6999391696492096e-12,1.252952653944927e-12,9.6175372e-13,1.025723e-12,1.0187756742294953e-12
2023-05-06 05:58:57,1.0135158911312742e-12,5.292619202345869e-13,1.709346683102853e-12,1.2470288263950556e-12,9.6129145e-13,1.0313925e-12,1.0227135694575224e-12
2023-05-06 05:59:12,1.0180132555126354e-12,5.311301327086135e-13,1.7181886323909664e-12,1.241635369967051e-12,9.6084502e-13,1.0345714e-12,1.0268595476192438e-12
2023-05-06 05:59:27,1.0228325373151446e-12,5.329360902954894e-13,1.7264294916444278e-12,1.2365944780492354e-12,9.5937211e-13,1.040109e-12,1.0312615030367097e-12
2023-05-06 05:59:42,1.0279714360833027e-12,5.346794655068607e-13,1.7340329568133237e-12,1.231625524003149e-12,9.5857093e-13,1.0432298e-12,1.0359107035951489e-12
2023-05-06 05:59:57,1.0332522468874354e-12,5.363615856495704e-13,1.7409708666074478e-12,1.226757195491755e-12,9.5365743e-13,1.0486884e-12,1.040618529779162e-12
2023-05-06 06:00:12,1.0384669058119286e-12,5.391163185878147e-13,1.109735838116243e-12,1.2224095327089796e-12,9.5047512e-13,1.0475104e-12,1.0451774777478703e-12
2023-05-06 06:00:27,1.0437533931894826e-12,5.421013567512943e-13,1.115339186953937e-12,1.218576512442655e-12,9.4511038e-13,1.0530774e-12,1.0497363879788308e-12
2023-05-06 06:00:42,1.049126325144421e-12,5.450336080669852e-13,1.120359541478141e-12,1.2150382942927418e-12,9.428582e-13,1.0562269e-12,1.0543193554328315e-12
2023-05-06 06:00:57,1.054620352669475e-12,5.479143962850962e-13,1.1247812517501644e-12,1.211771920722228e-12,9.3370207e-13,1.0617605e-12,1.0589550619104379e-12
2023-05-06 06:01:12,1.060271002108006e-12,5.507435655820682e-13,1.1285897069250753e-12,1.209059726202892e-12,9.2601762e-13,1.0649067e-12,1.0636681002184057e-12
2023-05-06 06:01:27,1.0656038715682577e-12,5.535226594404608e-13,1.1317776318055022e-12,1.2071630142587284e-12,9.0830656e-13,1.0704555e-12,1.067991597274415e-12
2023-05-06 06:01:42,1.0707141342606407e-12,5.562517280983743e-13,1.1343391777145157e-12,1.205711066477141e-12,8.9848167e-13,1.0736053e-12,1.0720380766317004e-12
2023-05-06 06:01:57,1.0761106487011398e-12,5.589325312817966e-13,1.1362761312795924e-12,1.20424221051347e-12,8.8170273e-13,1.0791927e-12,1.0763178295272132e-12
2023-05-06 06:02:12,1.081705862153606e-12,5.615653167895914e-13,1.1375918939244952e-12,1.2028650644649767e-12,8.7587255e-13,1.0823913e-12,1.0807425440784886e-12
2023-05-06 06:02:27,1.0877259682136278e-12,5.641520518506106e-13,1.138297588023167e-12,1.2018786143339621e-12,8.687202e-13,1.0880253e-12,1.085552017181676e-12
2023-05-06 06:02:42,1.0937629523686085e-12,5.666931804187127e-13,1.1384059417322941e-12,1.201572588375194e-12,8.6719918e-13,1.0912518e-12,1.0903503421595953e-12
2023-05-06 06:02:57,1.0992062582610687e-12,5.691908729699991e-13,1.1379372572185874e-12,1.201740957614788e-12,8.668589e-13,1.096947e-12,1.0945218759276967e-12
2023-05-06 06:03:12,1.1044557397760015e-12,5.716457538320853e-13,1.1369131956206117e-12,1.2019872193736235e-12,8.6815956e-13,1.1002368e-12,1.0984661946127747e-12
2023-05-06 06:03:27,1.109817269104732e-12,5.740601787228987e-13,1.1353626184821952e-12,1.2022990068576232e-12,8.7028595e-13,1.1059898e-12,1.102504658894763e-12
2023-05-06 06:03:42,1.11524271934632e-12,5.764349435277067e-13,1.1333153128311148e-12,1.203016798667414e-12,8.7051922e-13,1.1093093e-12,1.106600258130915e-12
2023-05-06 06:03:57,1.12070274717539e-12,5.787725805134811e-13,1.1308076918725878e-12,1.2043883547681705e-12,8.7220672e-13,1.1151146e-12,1.110724246394044e-12
2023-05-06 06:04:12,1.1260328879790275e-12,5.810740428192217e-13,1.1278764760069593e-12,1.2058909277732575e-12,8.7497231e-13,1.1184379e-12,1.1147182607398868e-12
2023-05-06 06:04:27,1.1308473039140024e-12,5.83342023448836e-13,1.12456427229134e-12,1.2072502005533792e-12,8.8559543e-13,1.1242694e-12,1.1182072325655962e-12
2023-05-06 06:04:42,1.1354803321459845e-12,5.855776249643932e-13,1.1209132597285313e-12,1.2086961065205136e-12,8.914182e-13,1.1276008e-12,1.121533138244298e-12
2023-05-06 06:04:57,1.1401424996718634e-12,5.877836951420868e-13,1.1169706547438828e-12,1.2101220356190457e-12,9.0157036e-13,1.133417e-12,1.1249142948614825e-12
2023-05-06 06:05:12,1.1446512026421074e-12,5.899614807792853e-13,1.1127824322318517e-12,1.211654748111355e-12,9.0668734e-13,1.136709e-12,1.1281778470597598e-12
2023-05-06 06:05:27,1.1491450716781049e-12,5.921139776917685e-13,1.1083986957739525e-12,1.213375555314553e-12,9.1273522e-13,1.142479e-12,1.1314694531118966e-12
