UTC,AccelerometerDensity,EDR_rolling,POD_rolling,NRT_rolling,DTM2000,JB08,NRLMSISE00
2023-05-06 04:20:27,6.8158841e-13,1.2591866315543585e-12,9.602333419390126e-13,1.0281200674939498e-12,1.5196944733180889e-12,4.906006518366818e-13,1.0965907601983505e-12
2023-05-06 04:20:42,6.8332979e-13,1.2600780135389309e-12,9.540734984966253e-13,1.0230087795456416e-12,1.5310372636688128e-12,4.934639616898886e-13,1.103466549016443e-12
2023-05-06 04:20:57,6.8740943e-13,1.2608923411276014e-12,9.536567762251166e-13,1.0238148779987123e-12,1.5426455187305046e-12,4.962702271979856e-13,1.110093285054666e-12
2023-05-06 04:21:12,6.8969186e-13,1.2616772069010224e-12,9.539002592267566e-13,1.0254139285163816e-12,1.5544658896999208e-12,4.990178432558424e-13,1.116468397048175e-12
2023-05-06 04:21:27,6.9247723e-13,1.2624968508381076e-12,9.698114625621956e-13,1.0424941676272856e-12,1.5664467042432166e-12,5.017066956066288e-13,1.1225945591936712e-12
2023-05-06 04:21:42,6.9305176e-13,1.2634785133356074e-12,9.669612486584456e-13,1.040607009842268e-12,1.578530401548834e-12,5.043352568155471e-13,1.1284736016545365e-12
2023-05-06 04:21:57,6.9546871e-13,1.2642305224865912e-12,9.531874597203018e-13,1.0278344134319862e-12,1.590661774728528e-12,5.069035242498477e-13,1.1341125019513152e-12
2023-05-06 04:22:12,6.9764213e-13,1.264920888059443e-12,9.472838105166186e-13,1.0229505790101425e-12,1.602780352900235e-12,5.094100808414704e-13,1.139517180438577e-12
2023-05-06 04:22:27,7.0195558e-13,1.2654562318932807e-12,9.451591658660095e-13,1.0216279127745993e-12,1.6148288170634345e-12,5.118550642083702e-13,1.1446984942315666e-12
2023-05-06 04:22:42,7.0351128e-13,1.2660358118773969e-12,9.494054999667229e-13,1.026495780501112e-12,1.6267453444629853e-12,5.142372030989086e-13,1.1496659493504794e-12
2023-05-06 04:22:57,7.06024e-13,1.2666236105476364e-12,9.52647592529821e-13,1.0304451295119515e-12,1.6384721528452285e-12,5.165568057777951e-13,1.1544336784423112e-12
2023-05-06 04:23:12,7.0566152e-13,1.2672935806680546e-12,9.51200335424173e-13,1.02981546545336e-12,1.6499477585593493e-12,5.18812760105819e-13,1.1590140576679568e-12
2023-05-06 04:23:27,7.0515445e-13,1.2678368150351013e-12,9.396696765528171e-13,1.0189647450397602e-12,1.6611156636942333e-12,5.210055529958016e-13,1.1634237031147529e-12
2023-05-06 04:23:42,7.0513491e-13,1.2683190512892824e-12,9.383429050935919e-13,1.0181982968911076e-12,1.6719165431511322e-12,5.231342452718126e-13,1.167677030738681e-12
2023-05-06 04:23:57,7.0768793e-13,1.2688023341397815e-12,9.388595470910118e-13,1.0193633190031765e-12,1.682297034413353e-12,5.251995154355708e-13,1.1717922700847772e-12
2023-05-06 04:24:12,7.1057596e-13,1.2693039186325326e-12,9.378852967220477e-13,1.0190304437679894e-12,1.692201843419522e-12,5.272006112135644e-13,1.1757849859660922e-12
2023-05-06 04:24:27,7.1759187e-13,1.269804255069828e-12,9.466614823209832e-13,1.0280310016997406e-12,1.7015826009828869e-12,5.291384134661676e-13,1.1796741146350102e-12
2023-05-06 04:24:42,7.2168561e-13,1.2703539769208695e-12,9.480637247048444e-13,1.0292958078225494e-12,1.7103898672329918e-12,5.310123621137153e-13,1.183475455834576e-12
2023-05-06 04:24:57,7.2862732e-13,1.2708253739453202e-12,9.51437626601532e-13,1.0326344550820662e-12,1.7185820382006362e-12,5.328235438285597e-13,1.1872077521562658e-12
2023-05-06 04:25:12,7.2944488e-13,1.2713695375291735e-12,9.501619757658228e-13,1.031516802124902e-12,1.7261172665640013e-12,5.345716031707315e-13,1.1908861840648894e-12
2023-05-06 04:25:27,7.2865535e-13,1.2718537852137799e-12,9.477255557015303e-13,1.029097793617052e-12,1.7329623582667785e-12,5.362578422106949e-13,1.1945284798427045e-12
2023-05-06 04:25:42,7.2962543e-13,1.272451241906899e-12,9.50508101767427e-13,1.0316565751324001e-12,1.739084567634322e-12,5.378821051718335e-13,1.1981483968282559e-12
2023-05-06 04:25:57,7.3391079e-13,1.2729556474350807e-12,9.526940132583252e-13,1.033583084409669e-12,1.7444604869326313e-12,5.394459011702903e-13,1.201761894355822e-12
2023-05-06 04:26:12,7.3713074e-13,1.2735315461320437e-12,9.571009486042957e-13,1.0376611706965984e-12,1.749067746247067e-12,5.409492760889313e-13,1.2053806323869945e-12
2023-05-06 04:26:27,7.4393931e-13,1.2740214690402217e-12,9.552713525009961e-13,1.0351900314440061e-12,1.7528938394133956e-12,5.423939478150379e-13,1.2090181929512222e-12
2023-05-06 04:26:42,7.4755539e-13,1.2744996529061669e-12,9.591005274072621e-13,1.0381641821441102e-12,1.7559277096176502e-12,5.437801601125566e-13,1.2126835853489266e-12
2023-05-06 04:26:57,7.5506045e-13,1.2749894816258978e-12,9.650195268877804e-13,1.0434187711883523e-12,1.758168485863892e-12,5.451098303555628e-13,1.2163875211543582e-12
2023-05-06 04:27:12,7.5767289e-13,1.2754892415396177e-12,9.69280643016601e-13,1.0471685854023169e-12,1.7596169528501837e-12,5.463833853493105e-13,1.2201359228499629e-12
2023-05-06 04:27:27,7.6182201e-13,1.2759962020380006e-12,9.750977806449542e-13,1.0520860821022141e-12,1.7602841939133836e-12,5.476029285123756e-13,1.2239362694889158e-12
2023-05-06 04:27:42,7.6424916e-13,1.2765722818093035e-12,9.787617295874457e-13,1.05444558708074e-12,1.760182978235869e-12,5.487690690205223e-13,1.2277911265778834e-12
2023-05-06 04:27:57,7.7406082e-13,1.2771051516124224e-12,9.884318230303247e-13,1.0629298180718285e-12,1.7593362481341632e-12,5.49884092526976e-13,1.2317045320003105e-12
2023-05-06 04:28:12,7.8243021e-13,1.2777564669206287e-12,9.958464077121041e-13,1.0693413357675338e-12,1.757768402158879e-12,5.509487728612542e-13,1.2356755190042909e-12
2023-05-06 04:28:27,7.9852807e-13,1.2783175202871388e-12,9.971465890464726e-13,1.069513063068811e-12,1.755513650788124e-12,5.519655596633724e-13,1.239704570562569e-12
2023-05-06 04:28:42,8.0648788e-13,1.2789288709103537e-12,9.98904130527072e-13,1.0699297227519587e-12,1.7526072514802706e-12,5.529353886930422e-13,1.2437871615903456e-12
2023-05-06 04:28:57,8.2247148e-13,1.2794626728463822e-12,1.0030560030814522e-12,1.0725752467988661e-12,1.7490936836738136e-12,5.538608698889083e-13,1.2479202492918301e-12
2023-05-06 04:29:12,8.3164991e-13,1.2800286446604851e-12,1.0104806481529708e-12,1.078426777725693e-12,1.7450178244624464e-12,5.547430844363059e-13,1.2520958047837645e-12
2023-05-06 04:29:27,8.5208178e-13,1.2805403438822808e-12,1.0212450531258597e-12,1.087792015585363e-12,1.7404329758487626e-12,5.555847838237096e-13,1.2563073621806837e-12
2023-05-06 04:29:42,8.6177098e-13,1.281135478228334e-12,1.0242479513682178e-12,1.0894803758776668e-12,1.735392034595225e-12,5.563871839710788e-13,1.2605435563505845e-12
2023-05-06 04:29:57,8.7885597e-13,1.2816087316115935e-12,1.0185377477010417e-12,1.0821175234889812e-12,1.7299553539067817e-12,5.571531635634982e-13,1.2647947087729754e-12
2023-05-06 04:30:12,8.8673299e-13,1.2820900932299069e-12,1.0210675277359564e-12,1.0826321878001444e-12,1.7241818973729349e-12,5.578840387798282e-13,1.2690463355102758e-12
2023-05-06 04:30:27,8.9780542e-13,1.2824818109363722e-12,1.0314000232827248e-12,1.0910179916006154e-12,1.7181370125380338e-12,5.585827824053249e-13,1.2732858159969017e-12
2023-05-06 04:30:42,9.0193533e-13,1.282930850582406e-12,1.038188607893866e-12,1.0960535980000792e-12,1.7118836826307917e-12,5.592508099850825e-13,1.2774959339547265e-12
2023-05-06 04:30:57,9.118846e-13,1.2832999498479385e-12,1.0454656245342033e-12,1.1016096674227023e-12,1.7054901517747068e-12,5.598911865988747e-13,1.2816615644654358e-12
2023-05-06 04:31:12,9.1817667e-13,1.2837303605715488e-12,1.0459363491399636e-12,1.1002636606442422e-12,1.6990212222928934e-12,5.605053896418885e-13,1.285763177961718e-12
2023-05-06 04:31:27,9.3458976e-13,1.28400624969628e-12,1.0417523999665303e-12,1.0940932264203944e-12,1.6925458466993724e-12,5.610965364756693e-13,1.2897836153511597e-12
2023-05-06 04:31:42,9.4162846e-13,1.2843145725223843e-12,1.0452860104619518e-12,1.095574072282738e-12,1.686128587820292e-12,5.616661577388257e-13,1.2937016269949841e-12
2023-05-06 04:31:57,9.5280515e-13,1.2845319174623773e-12,1.0481082130492573e-12,1.0966163521361141e-12,1.6798371344385448e-12,5.622174180949272e-13,1.2974986796831488e-12
2023-05-06 04:32:12,9.5745626e-13,1.2847688930547617e-12,1.0509707722420025e-12,1.0979418816513409e-12,1.67373389850194e-12,5.627518791694596e-13,1.3011524898182585e-12
2023-05-06 04:32:27,9.6395613e-13,1.284899238629194e-12,1.051680160886338e-12,1.0970184534664601e-12,1.6678835311342096e-12,5.632727339269201e-13,1.304643901693973e-12
2023-05-06 04:32:42,9.6551273e-13,1.284981822218517e-12,1.0511923032061428e-12,1.0947407785093373e-12,1.6623447619416485e-12,5.637815956572019e-13,1.3079504905914445e-12
2023-05-06 04:32:57,9.6397589e-13,1.2849867829875619e-12,1.05332509136897e-12,1.0950904707574837e-12,1.6571778432611992e-12,5.64281709182592e-13,1.3110534297623233e-12
2023-05-06 04:33:12,9.6222043e-13,1.2850408022052494e-12,1.053738708280861e-12,1.0938094498950356e-12,1.6524365581722345e-12,5.647747327528587e-13,1.3139310926853298e-12
2023-05-06 04:33:27,9.5952259e-13,1.2849997850626386e-12,1.056973621510768e-12,1.0954672491812913e-12,1.6481756583284658e-12,5.652639471665504e-13,1.3165659398369845e-12
2023-05-06 04:33:42,9.5851997e-13,1.2850025117811495e-12,1.054950884176047e-12,1.091952223799618e-12,1.6444430379945116e-12,5.657510310978752e-13,1.3189381154427146e-12
2023-05-06 04:33:57,9.592952e-13,1.2848254180485469e-12,1.053965494697707e-12,1.0894401896809555e-12,1.641287190614985e-12,5.66239277048076e-13,1.321032354806054e-12
2023-05-06 04:34:12,9.6075601e-13,1.284661443665903e-12,1.053392154340462e-12,1.0873321508022616e-12,1.638749547850543e-12,5.667303669546892e-13,1.3228315804565078e-12
2023-05-06 04:34:27,9.7050097e-13,1.2843684566172638e-12,1.0471101413885902e-12,1.0796488466813894e-12,1.636871941795829e-12,5.672275914025147e-13,1.324323800281989e-12
2023-05-06 04:34:42,9.7976099e-13,1.2840995472917484e-12,1.0452503468110164e-12,1.0764872609836988e-12,1.6356891004982777e-12,5.677326338941049e-13,1.3254957085080772e-12
2023-05-06 04:34:57,1.0104608e-12,1.2837338355956612e-12,1.0417488502221253e-12,1.0715728602719869e-12,1.635236075058455e-12,5.682487809790987e-13,1.3263395234891216e-12
2023-05-06 04:35:12,1.0309904e-12,1.2833969308227408e-12,1.0399642587533011e-12,1.0683093621018712e-12,1.635540806402279e-12,5.687776944289459e-13,1.3268465379497413e-12
2023-05-06 04:35:27,1.0746523e-12,1.2829414131477293e-12,1.0399518788573903e-12,1.0670155053596173e-12,1.6366315526885977e-12,5.6932263468543e-13,1.327013916585923e-12
2023-05-06 04:35:42,1.0967318e-12,1.2824534755045093e-12,1.0357515755956298e-12,1.0617630399680592e-12,1.6385295440491789e-12,5.698852475413187e-13,1.326838239003178e-12
2023-05-06 04:35:57,1.139993e-12,1.2818460772485602e-12,1.033594756103162e-12,1.0585389354844618e-12,1.6412563254859578e-12,5.704687729550769e-13,1.326322175579985e-12
2023-05-06 04:36:12,1.1581826e-12,1.281272940776787e-12,1.02997877562508e-12,1.0538233027454988e-12,1.6448263787367853e-12,5.710748141006773e-13,1.325467950386434e-12
2023-05-06 04:36:27,1.1849511e-12,1.280615042105332e-12,1.0284339562004644e-12,1.0512739165537067e-12,1.64925443215214e-12,5.717065622784423e-13,1.3242839402694081e-12
2023-05-06 04:36:42,1.1891677e-12,1.2800192288792024e-12,1.0256514155156864e-12,1.0476013091518496e-12,1.6545480557536156e-12,5.723655713571012e-13,1.3227781040886446e-12
2023-05-06 04:36:57,1.1899948e-12,1.279252218023015e-12,1.01901386582891e-12,1.0400290635554722e-12,1.660714889985093e-12,5.730549837723734e-13,1.320964463097812e-12
2023-05-06 04:37:12,1.1976443e-12,1.2784673851613482e-12,1.0150152636334876e-12,1.035010797669095e-12,1.6677551721098057e-12,5.737763091558098e-13,1.3188565006934899e-12
2023-05-06 04:37:27,1.2341134e-12,1.2775796010779372e-12,1.0095009638837258e-12,1.0285246776199516e-12,1.6756688663585245e-12,5.745326444230909e-13,1.3164735077096773e-12
2023-05-06 04:37:42,1.2552972e-12,1.2767728557434981e-12,1.0062952534671909e-12,1.0244426011560537e-12,1.6844480547367777e-12,5.753254381544018e-13,1.3138339304794509e-12
2023-05-06 04:37:57,1.2777329e-12,1.275865660742474e-12,1.0021567537892534e-12,1.0195252036153805e-12,1.6940840356361764e-12,5.7615772734828e-13,1.310961632994925e-12
2023-05-06 04:38:12,1.2782592e-12,1.2749753629395589e-12,9.978489400366188e-13,1.0144690666826015e-12,1.70455963176677e-12,5.770309127767568e-13,1.307879264114662e-12
2023-05-06 04:38:27,1.2987209e-12,1.2739684016309687e-12,9.970832905348456e-13,1.0129291777495081e-12,1.715856240569527e-12,5.779479881168716e-13,1.304614400295394e-12
2023-05-06 04:38:42,1.3172968e-12,1.2729698437326707e-12,9.940372873206732e-13,1.009076355575493e-12,1.727946027194632e-12,5.789103038028928e-13,1.3011929121202689e-12
2023-05-06 04:38:57,1.3165482e-12,1.2719190753559817e-12,9.92256055568084e-13,1.0065319032634483e-12,1.7407990390862077e-12,5.799208102658893e-13,1.297645047850497e-12
2023-05-06 04:39:12,1.2865296e-12,1.2709600241703476e-12,9.885390595971157e-13,1.0021576593674148e-12,1.7543753671979113e-12,5.809808269074996e-13,1.2939988565236454e-12
2023-05-06 04:39:27,1.1935458e-12,1.2699094754488944e-12,9.826745931623895e-13,9.956840516215064e-13,1.7686323693860426e-12,5.820932823309664e-13,1.290286196019807e-12
2023-05-06 04:39:42,1.1438439e-12,1.2688963332566908e-12,9.804122119333495e-13,9.927864135165288e-13,1.7835168143779834e-12,5.832594674698187e-13,1.2865361946483522e-12
2023-05-06 04:39:57,1.0637815e-12,1.267783676920154e-12,9.774851257291665e-13,9.891295073198163e-13,1.7989723682841948e-12,5.844822982049946e-13,1.282781248609231e-12
2023-05-06 04:40:12,1.0466174e-12,1.2666999116766437e-12,9.75491934772867e-13,9.864150689758788e-13,1.814931851379168e-12,5.857630770414883e-13,1.279050584673644e-12
2023-05-06 04:40:27,1.0160807e-12,1.2655782489845325e-12,9.74524586394951e-13,9.848335364096917e-13,1.8313250301897247e-12,5.871047568858415e-13,1.2753762152728974e-12
2023-05-06 04:40:42,9.9229475e-13,1.264537930029529e-12,9.717805354391076e-13,9.815729393154404e-13,1.848070991692365e-12,5.885086870274876e-13,1.2717865639689666e-12
2023-05-06 04:40:57,9.3211996e-13,1.2634330511475234e-12,9.706251869156536e-13,9.799249181724332e-13,1.8650863774228027e-12,5.899779076187617e-13,1.2683124367809345e-12
2023-05-06 04:41:12,9.2032052e-13,1.2623916074915336e-12,9.69054136946755e-13,9.778744043914076e-13,1.882277987054336e-12,5.91513912512598e-13,1.264980767404679e-12
2023-05-06 04:41:27,9.2200402e-13,1.261274913084697e-12,9.671899207680668e-13,9.754454012788711e-13,1.8995514320076964e-12,5.931199562685479e-13,1.2618205599380277e-12
2023-05-06 04:41:42,9.1891136e-13,1.2602270058270547e-12,9.663618690755394e-13,9.739706548896449e-13,1.9168039091626828e-12,5.947978172562594e-13,1.25885670341125e-12
2023-05-06 04:41:57,8.9831545e-13,1.259126541393352e-12,9.654868344765902e-13,9.724527550385994e-13,1.9339333095937594e-12,5.965511528199404e-13,1.256115924837904e-12
2023-05-06 04:42:12,8.79283e-13,1.258094217764932e-12,9.658607323127263e-13,9.722267282651389e-13,1.950831151040632e-12,5.983822959649047e-13,1.2536206883263666e-12
2023-05-06 04:42:27,8.4232391e-13,1.2570311792874706e-12,9.675164331291476e-13,9.733348170574182e-13,1.9673920400810415e-12,6.002956774302978e-13,1.2513951292051581e-12
2023-05-06 04:42:42,8.4459995e-13,1.2560678575929583e-12,9.672420933238542e-13,9.725309297225696e-13,1.983506632037335e-12,6.022946862882485e-13,1.2494589929307045e-12
2023-05-06 04:42:57,8.7930251e-13,1.255056886071428e-12,9.663176703868803e-13,9.710116710965782e-13,1.999071383455334e-12,6.043852568360806e-13,1.2478335799080877e-12
2023-05-06 04:43:12,9.0386959e-13,1.2541114512221622e-12,9.666975415897642e-13,9.70733247748161e-13,2.0139814746749967e-12,6.06572935865156e-13,1.2465357399698186e-12
2023-05-06 04:43:27,9.4619845e-13,1.2531256940499082e-12,9.6873058303501e-13,9.721220858866932e-13,2.0281406524845523e-12,6.08866817571897e-13,1.2455837690136878e-12
2023-05-06 04:43:42,9.5726751e-13,1.2522567249113314e-12,9.71565942732826e-13,9.743190292441493e-13,2.041453936071061e-12,6.112771502419605e-13,1.2449913855993014e-12
2023-05-06 04:43:57,9.483006e-13,1.2513811744674344e-12,9.7261397090599e-13,9.746426587505301e-13,2.053837436961657e-12,6.138202730631626e-13,1.2447735610128232e-12
2023-05-06 04:44:12,9.4370433e-13,1.2506053316571013e-12,9.731103421778195e-13,9.744183635955376e-13,2.06521074400898e-12,6.165179691272507e-13,1.2449403943663117e-12
2023-05-06 04:44:27,9.748793e-13,1.2498045012271753e-12,9.753138401135753e-13,9.76100266818122e-13,2.075506612355584e-12,6.194058139537905e-13,1.2455027422666712e-12
2023-05-06 04:44:42,1.0138362e-12,1.2490942396908437e-12,9.778462221996216e-13,9.782333319235202e-13,2.0846629662441375e-12,6.225393635023093e-13,1.2464656971050197e-12
2023-05-06 04:44:57,1.1458988e-12,1.2483456048850368e-12,9.799065933002038e-13,9.796652683633014e-13,2.092632348031076e-12,6.26017448255896e-13,1.2478333950240499e-12
2023-05-06 04:45:12,1.2198689e-12,1.247694103421231e-12,9.802131894884601e-13,9.790984826805332e-13,2.099373501940083e-12,6.300232115514546e-13,1.249600823987088e-12
2023-05-06 04:45:27,1.2333685e-12,1.2470124682745575e-12,9.820215794873132e-13,9.800756442225581e-13,2.1048605603282017e-12,6.34931807903853e-13,1.251756036101661e-12
2023-05-06 04:45:42,1.1434629e-12,1.2464441283704805e-12,9.863510105316382e-13,9.836697964687751e-13,2.1090742400635564e-12,6.414924529567459e-13,1.2542800512628629e-12
2023-05-06 04:45:57,1.0083617e-12,1.2458779870314755e-12,9.881314949399118e-13,9.847377268513839e-13,2.1120107543132707e-12,6.494780359475849e-13,1.25735869896107e-12
2023-05-06 04:46:12,1.0297026e-12,1.245373168382271e-12,9.88085594909103e-13,9.840481235722713e-13,2.1136726841551697e-12,6.423155174816127e-13,1.2621397353047266e-12
2023-05-06 04:46:27,1.0576159e-12,1.2448211096489455e-12,9.881853812870767e-13,9.836029383166034e-13,2.114077640616236e-12,6.238856046641391e-13,1.2667258297941201e-12
2023-05-06 04:46:42,1.0325933e-12,1.2443421747768959e-12,9.910507769863385e-13,9.859282307633793e-13,2.1132488845096874e-12,6.14535145937501e-13,1.271059586824626e-12
2023-05-06 04:46:57,1.0153468e-12,1.2438704560745162e-12,9.967314640517555e-13,9.909359218431945e-13,2.1112237660374348e-12,6.096563212414206e-13,1.2758354036235454e-12
2023-05-06 04:47:12,1.0281861e-12,1.243522137871676e-12,9.979427641306204e-13,9.913598696090158e-13,2.1080441492864658e-12,6.065933512031507e-13,1.2810848374580299e-12
2023-05-06 04:47:27,1.0659499e-12,1.2430966370113246e-12,9.957764615146964e-13,9.884434354975441e-13,2.103764710441972e-12,6.044055826865701e-13,1.2867856114387389e-12
2023-05-06 04:47:42,1.0609856e-12,1.2426926517357512e-12,9.954452393211236e-13,9.874306962374272e-13,2.0984432733848042e-12,6.027108442916435e-13,1.2929146406178017e-12
2023-05-06 04:47:57,1.0280615e-12,1.242229087340093e-12,9.97206028151567e-13,9.88569221372418e-13,2.0921489633802364e-12,6.013320751908588e-13,1.2994547621625253e-12
2023-05-06 04:48:12,1.0304723e-12,1.241848768099721e-12,9.986837580683656e-13,9.894287215174434e-13,2.084952492106577e-12,6.001756249120659e-13,1.3063864956764673e-12
2023-05-06 04:48:27,1.1149641e-12,1.2414235067451942e-12,9.978822631555278e-13,9.879328564585772e-13,2.076934221748765e-12,5.991895152597113e-13,1.313692948510024e-12
2023-05-06 04:48:42,1.1723851e-12,1.2410128836653636e-12,9.96581519666771e-13,9.858975632951387e-13,2.068174487680874e-12,5.983406809497599e-13,1.3213529132828157e-12
2023-05-06 04:48:57,1.2478215e-12,1.2405309292525413e-12,9.956938993829663e-13,9.843310144342305e-13,2.0587615547163578e-12,5.976091345051646e-13,1.329346726678707e-12
2023-05-06 04:49:12,1.2363871e-12,1.2401042909863496e-12,9.960510621904791e-13,9.84130533112842e-13,2.048782000110788e-12,5.969798954753718e-13,1.3376497833909162e-12
2023-05-06 04:49:27,1.1504479e-12,1.239627705910342e-12,9.934234202722415e-13,9.810087003349154e-13,2.0383285851467405e-12,5.964437672763824e-13,1.3462387232990214e-12
2023-05-06 04:49:42,1.1108005e-12,1.2391657905640273e-12,9.913623838292926e-13,9.7845721803346e-13,2.0274907167230857e-12,5.959924880046632e-13,1.3550850142768209e-12
2023-05-06 04:49:57,1.0326277e-12,1.2386359805133379e-12,9.911096992276246e-13,9.776940552478573e-13,2.0163622838561383e-12,5.956211967216415e-13,1.3641613322025785e-12
2023-05-06 04:50:12,9.9070544e-13,1.2381340228635488e-12,9.887181078092897e-13,9.747607732286297e-13,2.005032270576256e-12,5.9532451471355e-13,1.3734351530908917e-12
2023-05-06 04:50:27,9.4790861e-13,1.2375490124080627e-12,9.819156857099467e-13,9.674164820735327e-13,1.993592544720444e-12,5.950995411815398e-13,1.3828752640216352e-12
2023-05-06 04:50:42,9.4782386e-13,1.2369135278953858e-12,9.76872007775031e-13,9.61854994137336e-13,1.982128617207073e-12,5.94942243495285e-13,1.3924453106894984e-12
2023-05-06 04:50:57,9.5148757e-13,1.2362360868141297e-12,9.795030274184147e-13,9.639639607239997e-13,1.9707274359261715e-12,5.948506597689908e-13,1.402110451415561e-12
2023-05-06 04:51:12,9.4507367e-13,1.2356166831708342e-12,9.787221397079223e-13,9.626612712512742e-13,1.959468331994785e-12,5.948214092627008e-13,1.4118308606690777e-12
2023-05-06 04:51:27,9.2174765e-13,1.2348980472948797e-12,9.738427644729166e-13,9.573284144491514e-13,1.948430841814888e-12,5.948529884145721e-13,1.4215685260250976e-12
2023-05-06 04:51:42,8.9916211e-13,1.2341457128681916e-12,9.644733236914406e-13,9.475691713753365e-13,1.937685865995092e-12,5.949423329569026e-13,1.4312807105008664e-12
2023-05-06 04:51:57,8.3626726e-13,1.2331886943454678e-12,9.508561355841841e-13,9.336992143326624e-13,1.927303516478342e-12,5.950881550569211e-13,1.4409268744006986e-12
2023-05-06 04:52:12,8.0333355e-13,1.2321659295952846e-12,9.507838735142357e-13,9.334738966693887e-13,1.917344458621556e-12,5.952875124032782e-13,1.450462063302553e-12
2023-05-06 04:52:27,7.5094653e-13,1.231156890746067e-12,9.513828252297566e-13,9.338075517694638e-13,1.907867835842979e-12,5.955391845767016e-13,1.4598439839806406e-12
2023-05-06 04:52:42,7.3157869e-13,1.230126005939234e-12,9.453339069731049e-13,9.273580562505405e-13,1.898922818079998e-12,5.9584024754961e-13,1.4690263396714248e-12
2023-05-06 04:52:57,6.9283034e-13,1.2290123214875306e-12,9.428043774435051e-13,9.244599224422681e-13,1.890556588640753e-12,5.961894736814965e-13,1.4779660395633885e-12
2023-05-06 04:53:12,6.7869367e-13,1.227905739240893e-12,9.421423521620756e-13,9.235060397694234e-13,1.882806084991037e-12,5.9658390677759e-13,1.4866164824616404e-12
2023-05-06 04:53:27,6.7340069e-13,1.2267430756332674e-12,9.400456850539536e-13,9.211122241729403e-13,1.87570602076502e-12,5.970222713754908e-13,1.494934869146128e-12
2023-05-06 04:53:42,6.7222039e-13,1.2255634290932308e-12,9.365281149325277e-13,9.17344634086824e-13,1.8692807376541047e-12,5.975015213171379e-13,1.5028753822683921e-12
2023-05-06 04:53:57,6.6413136e-13,1.2242442211697695e-12,9.143747230802242e-13,8.951339614518569e-13,1.8635523244941587e-12,5.980202848984955e-13,1.510396647457422e-12
2023-05-06 04:54:12,6.8136542e-13,1.2226201371606227e-12,9.043382409710734e-13,8.851766886897734e-13,1.858532619751485e-12,5.985754146434419e-13,1.5174548703084682e-12
2023-05-06 04:54:27,7.7755374e-13,1.2210737017040596e-12,9.160056732446339e-13,8.968355901486688e-13,1.854231354795128e-12,5.991654431928032e-13,1.5240113747667638e-12
2023-05-06 04:54:42,8.3223717e-13,1.2196486934846982e-12,9.183193322535501e-13,8.990431649282875e-13,1.850648220751407e-12,5.997871067884068e-13,1.530025646672082e-12
2023-05-06 04:54:57,9.3617226e-13,1.218237162539226e-12,9.23418442053784e-13,9.040468668119246e-13,1.847781068273119e-12,6.004388225901686e-13,1.5354629635961548e-12
2023-05-06 04:55:12,9.8922145e-13,1.2168877966208257e-12,9.1330557348781e-13,8.938673690165036e-13,1.845618023104444e-12,6.011172006497883e-13,1.540287356132231e-12
2023-05-06 04:55:27,1.0293795e-12,1.2152480356160735e-12,8.954183566544218e-13,8.758466827217512e-13,1.8441457441231563e-12,6.018205395520366e-13,1.5444693120242797e-12
2023-05-06 04:55:42,1.0242855e-12,1.213517007434745e-12,8.946121656221607e-13,8.74762992931774e-13,1.8433415659218004e-12,6.025453249050961e-13,1.547978658028244e-12
2023-05-06 04:55:57,1.0325137e-12,1.2117875531562678e-12,8.960890990273884e-13,8.757995306034734e-13,1.84318180533803e-12,6.032897394274934e-13,1.550792302817189e-12
2023-05-06 04:56:12,1.034758e-12,1.2100684612525402e-12,8.949660470478075e-13,8.741683243821415e-13,1.843633888381026e-12,6.040501373267806e-13,1.5528870173659121e-12
2023-05-06 04:56:27,1.0251835e-12,1.208311340915598e-12,8.9190548115182e-13,8.707741587060134e-13,1.84466474468203e-12,6.048245806646782e-13,1.55424722024592e-12
2023-05-06 04:56:42,1.0191838e-12,1.20652196962371e-12,8.875025077083767e-13,8.6610795028267e-13,1.8462329272491978e-12,6.056092998830607e-13,1.554857676983147e-12
2023-05-06 04:56:57,1.0339982e-12,1.2046794478101277e-12,8.857894827330392e-13,8.637147491316084e-13,1.848297090425392e-12,6.064022475047135e-13,1.5547112856023801e-12
2023-05-06 04:57:12,1.0551949e-12,1.2028556308912638e-12,8.842025414819532e-13,8.610164691289802e-13,1.8508080726945616e-12,6.071995365439299e-13,1.5538016751490737e-12
2023-05-06 04:57:27,1.1100013e-12,1.200949894654941e-12,8.80146816141933e-13,8.559117287990793e-13,1.853717486957469e-12,6.079990163293832e-13,1.55213097708062e-12
2023-05-06 04:57:42,1.1379904e-12,1.1990110924377605e-12,8.774391912600579e-13,8.523293644236361e-13,1.8569697746112225e-12,6.087966958813476e-13,1.5497023354501365e-12
2023-05-06 04:57:57,1.1914414e-12,1.1970113658169373e-12,8.746900102554603e-13,8.485348135941252e-13,1.860510918692189e-12,6.095903391055269e-13,1.5465276328999766e-12
2023-05-06 04:58:12,1.2139499e-12,1.1950182912446346e-12,8.746727369741199e-13,8.473157212510864e-13,1.8642804572249098e-12,6.103758711991365e-13,1.5426199052906566e-12
2023-05-06 04:58:27,1.2468435e-12,1.1930135375662534e-12,8.726393331062455e-13,8.44236739368559e-13,1.868220318965659e-12,6.111509875186073e-13,1.538000985320729e-12
