UTC,nc_x,nc_y,nc_z,c_x,c_y,c_z
2023-03-23 10:31:00,-9.821998487846534e-10,-3.132933116535359e-10,2.1733236722571705e-09,-8.219667101403846,-0.10460529552126688,-2.1008569971615194
2023-03-23 10:31:01,-9.827714837150268e-10,-3.130727657097545e-10,2.1849690107951452e-09,-8.217323635595825,-0.10474584198786055,-2.110026414965621
2023-03-23 10:31:02,-9.83353917425337e-10,-3.1285228835453254e-10,2.19662619631498e-09,-8.214969836155273,-0.10488626000717607,-2.119193189178068
2023-03-23 10:31:03,-9.839472397804992e-10,-3.126318802642901e-10,2.2082952428935016e-09,-8.212605706336356,-0.10502654947431236,-2.1283573076830486
2023-03-23 10:31:04,-9.845515408182294e-10,-3.1241154212405753e-10,2.219976164152344e-09,-8.210231249441778,-0.10516671028295159,-2.137518758380386
2023-03-23 10:31:05,-9.851669107484813e-10,-3.121912746274719e-10,2.2316689732570706e-09,-8.207846468822556,-0.1053067423253893,-2.1466775291858675
2023-03-23 10:31:06,-9.857934399492022e-10,-3.1197107847677737e-10,2.243373682916161e-09,-8.205451367877869,-0.10544664549257393,-2.155833608031585
2023-03-23 10:31:07,-9.86431218964677e-10,-3.117509543828034e-10,2.255090305380077e-09,-8.20304595005482,-0.10558641967415225,-2.164986982866251
2023-03-23 10:31:08,-9.87080338504073e-10,-3.115309030649728e-10,2.2668188524405814e-09,-8.200630218848307,-0.10572606475852292,-2.174137641655547
2023-03-23 10:31:09,-9.877408894373126e-10,-3.1131092525129775e-10,2.278559335429639e-09,-8.19820417780088,-0.10586558063289533,-2.1832855723824616
2023-03-23 10:31:10,-9.884129627944612e-10,-3.1109102167835376e-10,2.290311765218514e-09,-8.195767830502565,-0.10600496718335362,-2.1924307630476334
2023-03-23 10:31:11,-9.890966497619837e-10,-3.1087119309130346e-10,2.302076152217144e-09,-8.193321180590774,-0.10614422429492502,-2.201573201669727
2023-03-23 10:31:12,-9.897920416813903e-10,-3.106514402438623e-10,2.3138525063731187e-09,-8.190864231750165,-0.10628335185165193,-2.2107128762858013
2023-03-23 10:31:13,-9.904992302753179e-10,-3.1043176390025095e-10,2.325640837126379e-09,-8.188396987593952,-0.10642234973510499,-2.219849774919708
2023-03-23 10:31:14,-9.912183083318219e-10,-3.102121648410586e-10,2.3374411532721463e-09,-8.185919451308362,-0.10656121781975163,-2.228983885484914
2023-03-23 10:31:15,-9.919493690166055e-10,-3.0999264385751797e-10,2.3492534630890705e-09,-8.183431626009153,-0.10669995597767361,-2.2381151958781462
2023-03-23 10:31:16,-9.926925056417446e-10,-3.0977320174957493e-10,2.3610777743822503e-09,-8.180933514860216,-0.10683856408019721,-2.2472436940114284
2023-03-23 10:31:17,-9.93447811663837e-10,-3.0955383932588097e-10,2.372914094482314e-09,-8.17842512107351,-0.10697704199796862,-2.2563693678125634
2023-03-23 10:31:18,-9.942153806805413e-10,-3.0933455740376973e-10,2.3847624302447295e-09,-8.17590644790894,-0.10711538960102568,-2.265492205225612
2023-03-23 10:31:19,-9.949953064286824e-10,-3.0911535680927954e-10,2.396622788048877e-09,-8.173377498674279,-0.10725360675886711,-2.2746121942114033
2023-03-23 10:31:20,-9.95787682781997e-10,-3.088962383771086e-10,2.408495173797349e-09,-8.17083827672503,-0.10739169334051685,-2.2837293227480555
2023-03-23 10:31:21,-9.965926037487542e-10,-3.0867720295063684e-10,2.420379592915193e-09,-8.168288785464306,-0.10752964921458392,-2.292843578831523
2023-03-23 10:31:22,-9.974101634687418e-10,-3.084582513818927e-10,2.4322760503491184e-09,-8.165729028342682,-0.10766747424931607,-2.3019549504761456
2023-03-23 10:31:23,-9.98240456211117e-10,-3.0823938453156784e-10,2.4441845505667117e-09,-8.163159008857992,-0.10780516831264611,-2.311063425715224
2023-03-23 10:31:24,-9.990835763723052e-10,-3.080206032689857e-10,2.456105097555776e-09,-8.160578730555173,-0.10794273127223185,-2.3201689926015976
2023-03-23 10:31:25,-9.999396184730289e-10,-3.078019084721067e-10,2.468037694823692e-09,-8.157988197025999,-0.10808016299548634,-2.3292716392082418
2023-03-23 10:31:26,-1.0008086771560032e-09,-3.0758330102751094e-10,2.4799823453963617e-09,-8.155387411908857,-0.10821746334960086,-2.3383713536288644
2023-03-23 10:31:27,-1.001690847183883e-09,-3.0736478183039043e-10,2.4919390518180773e-09,-8.152776378888452,-0.10835463220155693,-2.3474681239785125
2023-03-23 10:31:28,-1.0025862234357253e-09,-3.071463517845404e-10,2.5039078161503077e-09,-8.15015510169548,-0.10849166941812917,-2.3565619383941727
2023-03-23 10:31:29,-1.0034949009060636e-09,-3.0692801180233693e-10,2.5158886399713285e-09,-8.1475235841063,-0.10862857486587785,-2.365652785035385
2023-03-23 10:31:30,-1.0044169747008208e-09,-3.0670976280474874e-10,2.527881524375485e-09,-8.144881829942534,-0.10876534841113045,-2.37474065208484
2023-03-23 10:31:31,-1.0053525400363436e-09,-3.0649160572130445e-10,2.5398864699726966e-09,-8.142229843070643,-0.10890198991995183,-2.38382552774897
2023-03-23 10:31:32,-1.0063016922356471e-09,-3.062735414900887e-10,2.5519034768874662e-09,-8.139567627401474,-0.1090384992581041,-2.392907400258531
2023-03-23 10:31:33,-1.0072645267266807e-09,-3.0605557105774355e-10,2.563932544758819e-09,-8.136895186889785,-0.10917487629099475,-2.40198625786918
2023-03-23 10:31:34,-1.0082411390393058e-09,-3.0583769537942684e-10,2.5759736727390806e-09,-8.13421252553367,-0.109311120883613,-2.41106208886201
2023-03-23 10:31:35,-1.0092316248034461e-09,-3.056199154188272e-10,2.588026859493897e-09,-8.131519647374043,-0.10944723290045608,-2.420134881544088
2023-03-23 10:31:36,-1.0102360797463251e-09,-3.054022321481438e-10,2.6000921032013425e-09,-8.128816556494002,-0.10958321220544337,-2.4292046242489578
2023-03-23 10:31:37,-1.0112545996896766e-09,-3.0518464654807243e-10,2.6121694015512113e-09,-8.126103257018205,-0.1097190586618204,-2.438271305337107
2023-03-23 10:31:38,-1.0122872805471323e-09,-3.049671596077893e-10,2.6242587517448844e-09,-8.12337975311221,-0.10985477213205275,-2.447334913196424
2023-03-23 10:31:39,-1.0133342183230328e-09,-3.0474977232494074e-10,2.636360150494537e-09,-8.120646048981756,-0.10999035247770864,-2.4563954362425893
2023-03-23 10:31:40,-1.0143955091078429e-09,-3.0453248570563354e-10,2.648473594022588e-09,-8.117902148872053,-0.11012579955933394,-2.4654528629194625
2023-03-23 10:31:41,-1.0154712490772122e-09,-3.0431530076441776e-10,2.6605990780614875e-09,-8.115148057067021,-0.11026111323631682,-2.4745071816994013
2023-03-23 10:31:42,-1.016561534489184e-09,-3.04098218524276e-10,2.672736597852896e-09,-8.112383777888493,-0.11039629336674477,-2.4835583810835447
2023-03-23 10:31:43,-1.0176664619324277e-09,-3.0388124001896563e-10,2.6848861480901262e-09,-8.109609315567642,-0.11053133980544935,-2.4926064495626217
2023-03-23 10:31:44,-1.0187861290766926e-09,-3.036643663001612e-10,2.6970477227431026e-09,-8.106824673861208,-0.11066625239840672,-2.501651375497066
2023-03-23 10:31:45,-1.0199206339196955e-09,-3.034475984304697e-10,2.7092213152238045e-09,-8.104029856435083,-0.11080103098794732,-2.510693147232529
2023-03-23 10:31:46,-1.0210700745314387e-09,-3.032309374810535e-10,2.7214069184426418e-09,-8.101224866991439,-0.11093567541438801,-2.519731753138999
2023-03-23 10:31:47,-1.0222345490531035e-09,-3.030143845316275e-10,2.7336045248076887e-09,-8.098409709267877,-0.11107018551586134,-2.5287671816108457
2023-03-23 10:31:48,-1.0234141556939813e-09,-3.02797940670455e-10,2.745814126224432e-09,-8.095584387036633,-0.11120456112814259,-2.5377994210668304
2023-03-23 10:31:49,-1.0246089927284607e-09,-3.025816069943004e-10,2.758035714095156e-09,-8.092748904103729,-0.11133880208447433,-2.546828459950033
2023-03-23 10:31:50,-1.0258191584942083e-09,-3.0236538460843925e-10,2.7702692793186835e-09,-8.089903264308148,-0.11147290821539192,-2.555854286727753
2023-03-23 10:31:51,-1.0270447513895576e-09,-3.021492746266405e-10,2.782514812289853e-09,-8.087047471521016,-0.11160687934854815,-2.5648768898913397
2023-03-23 10:31:52,-1.0282858698698762e-09,-3.0193327817113835e-10,2.794772302899139e-09,-8.084181529644793,-0.11174071530854131,-2.5738962579559765
2023-03-23 10:31:53,-1.029542612446454e-09,-3.017173963726244e-10,2.8070417405324733e-09,-8.081305442612491,-0.11187441591674523,-2.5829123794604136
2023-03-23 10:31:54,-1.030815077682912e-09,-3.0150163037023086e-10,2.819323114070434e-09,-8.078419214386882,-0.11200798099114398,-2.5919252429666377
2023-03-23 10:31:55,-1.032103364192528e-09,-3.0128598131151475e-10,2.831616411888406e-09,-8.075522848959757,-0.1121414103461725,-2.600934837059516
2023-03-23 10:31:56,-1.0334075706364838e-09,-3.010704503524246e-10,2.8439216218558633e-09,-8.072616350351199,-0.11227470379256256,-2.6099411503463603
2023-03-23 10:31:57,-1.0347277957203196e-09,-3.0085503865731434e-10,2.8562387313362354e-09,-8.069699722608895,-0.11240786113719828,-2.618944171456475
2023-03-23 10:31:58,-1.0360641381921489e-09,-3.0063974739889916e-10,2.8685677271865116e-09,-8.06677296980746,-0.11254088218297896,-2.627943889040645
2023-03-23 10:31:59,-1.0374166968398393e-09,-3.004245777582442e-10,2.8809085957570198e-09,-8.063836096047817,-0.11267376672869275,-2.6369402917705846
2023-03-23 10:32:00,-1.0387855704876364e-09,-3.0020953092475217e-10,2.893261322891163e-09,-8.060889105456637,-0.11280651456890134,-2.645933368338351
2023-03-23 10:32:01,-1.0401708579944843e-09,-2.999946080961453e-10,2.90562589392492e-09,-8.057932002185746,-0.11293912549383588,-2.6549231074557245
2023-03-23 10:32:02,-1.0415726582509717e-09,-2.9977981047844127e-10,2.9180022936869666e-09,-8.054964790411674,-0.11307159928930734,-2.663909497853555
2023-03-23 10:32:03,-1.042991070177603e-09,-2.9956513928592894e-10,2.9303905064980827e-09,-8.051987474335181,-0.1132039357366288,-2.6728925282810767
2023-03-23 10:32:04,-1.0444261927204031e-09,-2.9935059574117417e-10,2.942790516171204e-09,-8.049000058180876,-0.11333613461255442,-2.6818721875052156
2023-03-23 10:32:05,-1.0458781248500168e-09,-2.9913618107496474e-10,2.9552023060110506e-09,-8.046002546196842,-0.11346819568923204,-2.69084846430985
2023-03-23 10:32:06,-1.0473469655582548e-09,-2.9892189652632354e-10,2.967625858813899e-09,-8.042994942654357,-0.11360011873417235,-2.6998213474950754
2023-03-23 10:32:07,-1.0488328138553328e-09,-2.9870774334247003e-10,2.98006115686758e-09,-8.03997725184766,-0.1137319035102354,-2.708790825876455
2023-03-23 10:32:08,-1.0503357687680926e-09,-2.984937227788051e-10,2.992508181951251e-09,-8.036949478093748,-0.11386354977563302,-2.717756888284257
2023-03-23 10:32:09,-1.0518559293367203e-09,-2.982798360988958e-10,3.004966915335007e-09,-8.033911625732244,-0.11399505728394901,-2.7267195235626813
2023-03-23 10:32:10,-1.0533933946121319e-09,-2.980660845744494e-10,3.0174373377801827e-09,-8.03086369912537,-0.11412642578417777,-2.735678720569119
2023-03-23 10:32:11,-1.0549482636535931e-09,-2.9785246948528893e-10,3.0299194295387665e-09,-8.027805702657844,-0.11425765502077923,-2.744634468173363
2023-03-23 10:32:12,-1.0565206355259318e-09,-2.976389921193484e-10,3.0424131703536444e-09,-8.024737640737003,-0.11438874473375336,-2.7535867552568845
2023-03-23 10:32:13,-1.058110609550203e-09,-2.974256537750557e-10,3.0549185393924864e-09,-8.021659517666329,-0.11451969465694596,-2.762535570668628
2023-03-23 10:32:14,-1.0597182860590574e-09,-2.9721245576866676e-10,3.06743551504694e-09,-8.018571337266645,-0.1146505045127758,-2.7714809030922405
2023-03-23 10:32:15,-1.0613437656367989e-09,-2.9699939942706847e-10,3.0799640751241803e-09,-8.015473103256909,-0.11478117401767533,-2.7804227411727798
2023-03-23 10:32:16,-1.0629871488639991e-09,-2.9678648608535616e-10,3.092504196912275e-09,-8.012364819381153,-0.11491170288401478,-2.7893610735590677
2023-03-23 10:32:17,-1.064648536314427e-09,-2.9657371708681574e-10,3.105055857179438e-09,-8.009246489408818,-0.1150420908202637,-2.798295888903069
2023-03-23 10:32:18,-1.0663280285525788e-09,-2.9636109378288915e-10,3.117619032174589e-09,-8.006118117135165,-0.11517233753116916,-2.807227175859286
2023-03-23 10:32:19,-1.0680257261308423e-09,-2.9614861753316544e-10,3.130193697626911e-09,-8.002979706381659,-0.11530244271794908,-2.816154923084192
2023-03-23 10:32:20,-1.0697417295873847e-09,-2.9593628970534403e-10,3.142779828745981e-09,-7.9998312609964835,-0.11543240607850087,-2.8250791192356997
2023-03-23 10:32:21,-1.071476139442519e-09,-2.9572411167523223e-10,3.155377400221595e-09,-7.996672784855046,-0.11556222730762467,-2.8339997529726837
2023-03-23 10:32:22,-1.0732290561969395e-09,-2.955120848266933e-10,3.1679863862240477e-09,-7.993504281860534,-0.11569190609725916,-2.84291681295454
2023-03-23 10:32:23,-1.0750005803285315e-09,-2.9530021055164893e-10,3.1806067604037153e-09,-7.990325755944498,-0.11582144213673036,-2.8518302878407806
2023-03-23 10:32:24,-1.0767908122895297e-09,-2.9508849025004223e-10,3.1932384958913906e-09,-7.987137211067501,-0.1159508351130118,-2.8607401662907073
2023-03-23 10:32:25,-1.078599852504405e-09,-2.9487692532981844e-10,3.205881565298278e-09,-7.98393865121977,-0.11608008471099455,-2.8696464369631025
2023-03-23 10:32:26,-1.080427801367051e-09,-2.946655172068978e-10,3.218535940715882e-09,-7.980730080421872,-0.11620919061376703,-2.8785490885159994
2023-03-23 10:32:27,-1.0822747592374883e-09,-2.9445426730515304e-10,3.231201593716216e-09,-7.977511502725432,-0.11633815250290216,-2.8874481096064937
2023-03-23 10:32:28,-1.084140826440276e-09,-2.9424317705639384e-10,3.2438784953517583e-09,-7.974282922213869,-0.11646697005875185,-2.896343488890611
2023-03-23 10:32:29,-1.08602610326051e-09,-2.940322479003162e-10,3.256566616155888e-09,-7.971044343003143,-0.11659564296074651,-2.9052352150232426
2023-03-23 10:32:30,-1.0879306899422735e-09,-2.93821481284505e-10,3.269265926142313e-09,-7.967795769242504,-0.11672417088769893,-2.914123276658121
2023-03-23 10:32:31,-1.089854686685342e-09,-2.9361087866440034e-10,3.2819763948058177e-09,-7.964537205115292,-0.11685255351811107,-2.9230076624478722
2023-03-23 10:32:32,-1.0917981936428466e-09,-2.9340044150326457e-10,3.2946979911222088e-09,-7.961268654839704,-0.11698079053048226,-2.931888361044116
2023-03-23 10:32:33,-1.0937613109183421e-09,-2.9319017127216064e-10,3.307430683548311e-09,-7.95799012266956,-0.11710888160361715,-2.940765361097614
2023-03-23 10:32:34,-1.0957441385632957e-09,-2.929800694499357e-10,3.3201744400222946e-09,-7.954701612895134,-0.11723682641693402,-2.9496386512585127
2023-03-23 10:32:35,-1.0977467765738295e-09,-2.9277013752317957e-10,3.3329292279637908e-09,-7.9514031298438885,-0.11736462465076826,-2.958508220176597
2023-03-23 10:32:36,-1.0997693248895842e-09,-2.925603769862095e-10,3.3456950142741775e-09,-7.948094677881286,-0.11749227598667446,-2.9673740565016415
2023-03-23 10:32:37,-1.1018118833890405e-09,-2.9235078934104066e-10,3.3584717653365936e-09,-7.944776261411511,-0.1176197801077215,-2.976236148883781
