,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,48.0,-5.048709793414476e-29,2.648468002389467e-13,3.2856952121345484e-13,14.191441881363733,0.9386869685365694,11.590343728550573,0.06362450349227042
MSIS,48.0,-9.255967954593205e-29,3.3314562655587483e-13,4.01006215406225e-13,15.26692089577667,0.9473713935713489,13.882316482395407,0.065503020002961
POD,47.0,3.867096863040875e-29,2.155037343851468e-13,2.755560537913507e-13,10.145417966486002,0.9823583738957429,8.89665645458499,0.04464846958847971
EDR,48.0,-7.152338874003841e-29,3.7239429056222626e-13,4.3476334419817353e-13,18.69804635081944,0.9900540586122243,16.39930651523728,0.09024797791180794
TLE,48.0,-4.20725816117873e-29,6.211854707294806e-13,7.773323060188872e-13,28.49032710191181,0.3812693573055218,25.48425279094068,0.12483861884244556
