,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,32.0,-5.679798517591285e-29,4.1348260007482855e-13,5.247406279457151e-13,21.353362714161243,0.7467090957130653,15.032191974753612,0.07993552045493452
MSIS,32.0,1.0097419586828951e-28,3.421371145167801e-13,5.654923477121103e-13,25.748188159709922,0.6847723979750487,12.097031600933434,0.08065017859393683
POD,31.0,-1.1726035649220718e-28,2.697651734180809e-13,4.371230406524521e-13,10.898166957382395,0.9878263198577103,8.384665650731804,0.046293405052274285
EDR,32.0,-1.3883951931889808e-28,2.8670132214450733e-13,3.597661786719908e-13,12.812418988092672,0.9743689850787592,10.048597892675101,0.05732244246070124
TLE,32.0,5.679798517591285e-29,6.884005413578764e-13,8.353640592416772e-13,27.101422212891368,0.5909213411419486,23.39998116976561,0.12217858516366013
