,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,47.0,1.3749677735256444e-28,5.364330122495465e-13,6.80382323700735e-13,11.411873674915277,0.7735592541390757,9.28765230183403,0.05181778231982113
MSIS,47.0,-2.0624516602884664e-28,2.2620529913449447e-13,2.955449137786735e-13,5.389748919520529,0.902444335185887,4.08208050025779,0.023015031845605226
POD,47.0,-1.7187097169070555e-29,2.4834376429987073e-13,3.2149269627986755e-13,5.492598211400413,0.9531045580999217,4.371168699647992,0.02412397314829368
EDR,47.0,-2.0624516602884664e-28,2.6558716923368933e-13,3.529294797140514e-13,6.114051052776552,0.9828590938688276,4.678567554274056,0.02693327760081363
TLE,47.0,3.437419433814111e-28,4.057913305219107e-13,5.331557662480113e-13,9.5163565368924,0.5497597490393502,7.2047344011696905,0.04048808486578089
