,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,33.0,-9.791437175106862e-29,3.223949131459984e-13,5.00359064942448e-13,7.259243626650112,0.5629260872649157,5.37098901103207,0.03299009478901562
MSIS,33.0,-9.791437175106862e-29,1.8286161663167306e-13,3.9595639419358525e-13,5.095056952213897,0.7704952513026881,2.8929044766965966,0.024261287961392954
POD,32.0,-1.5146129380243427e-28,2.3862842885537106e-13,5.556993705198254e-13,6.92350301829876,0.3787251911287083,3.7253130468775075,0.035564192470099336
EDR,33.0,-3.18221708190973e-28,2.0911466292980312e-13,3.738152276016392e-13,5.083561433426698,0.772158497333006,3.4059551537742316,0.023445096062726527
TLE,33.0,-2.9374311525320586e-28,3.6309661359103745e-13,5.774740522166444e-13,8.002535211301886,0.15164331616947602,6.0430284696746925,0.03841371737469702
