,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,79.0,1.7894161293114597e-29,4.691820749414515e-13,5.741998860531914e-13,22.135703470211805,0.8972593152203532,17.53463546818023,0.09073662425473145
MSIS,79.0,-4.6013557610866105e-29,4.574910569164307e-13,5.831684797631351e-13,21.742000164341032,0.9138006733098127,15.792955975124887,0.08198471079169256
POD,78.0,-1.0874144170431178e-28,3.318841351006888e-13,3.9356195278557136e-13,14.5830351177027,0.9925099762333804,11.886694444921012,0.07091534304028435
EDR,79.0,1.7894161293114596e-28,4.865068138699018e-13,5.926532037000422e-13,25.349105873701593,0.9927724960603159,18.510380721000192,0.1515799409496194
TLE,79.0,1.2781543780796141e-29,1.2795918290995787e-12,1.523212476546692e-12,58.899060988152904,-0.38932269780209755,46.7110496808611,0.21206962242168897
