,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,47.0,1.332000030602968e-28,1.2896147509736172e-13,1.7668562527720133e-13,8.507097596685128,0.8866123162939343,6.463981295860813,0.03660214238171165
MSIS,47.0,9.882580872215569e-29,5.286721664594421e-14,6.764745518194574e-14,3.4350837185901573,0.9503143879235403,2.723254444613539,0.01492857979144905
POD,46.0,2.1072875659469115e-28,1.9781654970957313e-13,3.348406676271933e-13,16.569255480270424,0.6840086183299001,10.204731445690099,0.061303926302645924
EDR,47.0,-1.2030968018349388e-28,1.5257213879678511e-13,1.955785737800853e-13,10.062395634143098,0.7827079081123107,7.893261868393853,0.043099265114201944
TLE,47.0,5.156129150721166e-29,2.534523911900064e-13,2.80572421203477e-13,14.51053748855817,-0.042267427348180626,13.183268735430323,0.06240955253806018
