,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,63.0,-8.975484077181289e-29,6.359080798759675e-13,8.856957199838848e-13,17.090387361355038,0.9164111296611832,10.797187215908654,0.06484559302708277
MSIS,63.0,-4.872405641898414e-28,1.253658308018905e-12,1.419027331530724e-12,25.803366882408024,0.7898059921045,21.57388867901085,0.10595638512580546
POD,63.0,7.693272066155391e-29,8.469135095640795e-13,9.894556437013313e-13,14.52515924516259,0.982602479466999,12.903916062625909,0.06654402870215728
EDR,63.0,-4.8082950413471195e-28,1.1347658380790551e-12,1.3056987472243628e-12,19.578491719434616,0.9892680252030328,17.405482411703304,0.09351070481473711
TLE,63.0,2.1797604187440274e-28,1.7112913216146826e-12,2.209620856015553e-12,37.361071999444626,0.33548533343840936,26.966262428185107,0.13577130625837233
