,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,63.0,-8.975484077181289e-29,1.8527720528370214e-13,2.117505576094692e-13,11.650512887134237,0.8559357819407372,10.086129957550753,0.05219001655046076
MSIS,63.0,3.8466360330776954e-29,8.208242110734798e-14,1.1146568036182919e-13,5.5436546728034255,0.8691189948743685,4.25147830081689,0.024164346733006287
POD,62.0,5.863017824610359e-29,6.867356465615058e-14,9.15869116136531e-14,4.595725808168432,0.9355244407063046,3.574566432215699,0.02025039154616185
EDR,63.0,-2.564424022051797e-29,1.8268209378726373e-13,2.107811533262523e-13,11.845855297882796,0.8437647240947767,10.050057942850124,0.0540684695746209
TLE,63.0,8.975484077181289e-29,2.6698303670952555e-13,3.1252451995042597e-13,15.729959222713658,0.10391744827045005,13.854929198112295,0.0702883486055931
