,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,47.0,6.874838867628222e-29,4.385492463627014e-13,5.081026211951696e-13,11.506052934068634,0.9274312763978017,10.115699403834073,0.049450650716284746
MSIS,47.0,-2.9218065187419945e-28,2.9154150718834517e-13,3.5807146115850726e-13,7.400754123478983,0.9784022342777784,6.438053237615795,0.032243011838736
POD,47.0,-5.156129150721166e-29,3.543311436058122e-13,5.287833227881918e-13,9.775816197825307,0.970203824567566,7.582842948705247,0.04008601189670318
EDR,47.0,5.156129150721166e-29,3.747817947394644e-13,4.602828941943731e-13,9.744960825822243,0.9902761484870016,8.311973637947395,0.043206031598143554
TLE,47.0,3.437419433814111e-29,4.431998587468359e-13,6.302768836328047e-13,12.93020157727827,0.7417856530839793,9.274090193359797,0.05439700374632246
