,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,46.0,8.780364858112131e-30,1.1912298731449554e-13,1.461761095558674e-13,12.196916292414747,0.9044996437007546,9.90879183956048,0.053913766459587106
MSIS,46.0,-4.8292006719616724e-29,3.804365118229676e-13,4.16560368611473e-13,37.81091378736804,-0.17108614190819504,32.71880052174427,0.1424079409808424
POD,45.0,-6.9560001598155e-29,6.549849089009621e-14,8.86939639744983e-14,6.874678164273264,0.981655746724728,5.2848273122803855,0.030451069870183606
EDR,46.0,-1.7780238837677067e-28,1.5887897006068112e-13,1.892493185123305e-13,14.841334764114416,0.9798086922309054,12.794139248006973,0.06802243710061928
TLE,46.0,1.0097419586828951e-28,1.5387554835325198e-13,1.807215271594006e-13,14.668410519475882,0.7265633054811058,12.443366147011197,0.06252305974627202
