,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,36.0,5.609677548238306e-30,8.791123428116236e-14,1.2987712687534846e-13,10.518288321684038,0.9543544278744605,7.587990311723263,0.04561363289765835
MSIS,36.0,-5.609677548238306e-30,1.7918066213601736e-13,2.044287854083794e-13,18.95014913202972,0.9612722469453648,16.837091973545558,0.07737020153145294
POD,36.0,1.0938871219064696e-28,1.9878139912370714e-13,4.43996652718977e-13,41.25642767636322,0.7689222626201815,20.062108491230095,0.13684405755377388
EDR,36.0,1.1219355096476612e-29,3.749462785499177e-13,5.511091376754587e-13,53.48511380156729,0.8024083551230403,37.698191201566054,0.24290448447464177
TLE,36.0,9.53645183200512e-29,3.850287365053134e-13,4.151517851227641e-13,44.50526318113383,0.8609694061645835,40.130021984410966,0.22581298754198215
