,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,61.0,1.034571678978376e-30,1.8390159670668612e-14,2.5895138640794446e-14,20.350129617606726,0.8070324224448524,16.156146883381552,0.08643192357313839
MSIS,61.0,7.242001752848633e-30,1.5026879444652254e-14,1.8830644857367115e-14,16.198147991773364,0.787076988162343,13.870776578785712,0.06962003861390686
POD,61.0,4.9659440590962054e-30,7.8523990571185e-15,1.1706381071155375e-14,10.680457176615207,0.9197334701536184,7.481376613842852,0.050743625486734
EDR,,,,,,,,
TLE,61.0,6.207430073870257e-31,1.6885616970893615e-14,2.130249891958636e-14,18.89786442108745,0.6637147627913013,15.703757814947403,0.08038282730573515
