,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,46.0,-1.0975456072640164e-29,3.5175860371735734e-14,5.006614388477171e-14,16.0090877185312,0.8295328258778975,13.047736701934259,0.0726608685836198
MSIS,46.0,3.292636821792049e-30,3.2916458910109003e-14,4.0094953870271074e-14,16.533316828271744,0.9517251431140669,14.744286601410018,0.0708092191469708
POD,45.0,-4.2072581611787294e-30,1.5698213759525858e-14,2.1143435574557527e-14,9.024525002612705,0.9805877936368569,6.779084646904231,0.04026187950956065
EDR,46.0,-1.4268092894432212e-29,1.1276112250214795e-13,1.3712448775550833e-13,68.40170487877586,0.9298179594100556,53.296482424133565,0.3106854238347206
TLE,46.0,-9.877910465376148e-30,4.8510138324370996e-14,5.467996742577833e-14,23.245779186004476,0.8822429967009148,21.541429466315336,0.09698675001076885
