,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,45.0,-9.873032484899419e-29,7.086924644481028e-13,8.453516289465523e-13,42.07670803241714,0.7831214334649562,38.25765816192978,0.1677337628184482
MSIS,45.0,4.487742038590645e-30,5.491719093783759e-13,7.168264584726501e-13,33.43483785068419,0.8135700965350416,27.2003662020428,0.1290937536988131
POD,44.0,-1.2392287674744622e-28,3.242641825012131e-13,4.045197825632428e-13,18.86935671105925,0.987790590976907,16.92840940340263,0.08870028747359633
EDR,45.0,1.5707097135067258e-28,8.168790009555856e-13,1.0483973548809742e-12,49.69857322514757,0.9666367663218413,43.9449044505628,0.29484660615442654
TLE,45.0,8.975484077181289e-29,6.635156418895565e-13,9.47605510927587e-13,37.07754719579563,0.6049081359547961,29.342420090778475,0.16025394144966892
