,N,Bias,MAE,RMSE,RMS%,r,MAPE(%),logRMSE
JB08,17.0,5.345692722438857e-29,6.328738027903022e-14,9.670458181791311e-14,13.954399959881705,0.43933920497806905,7.236379333122057,0.050165687277301585
MSIS,17.0,-1.7818975741462856e-29,8.281553983882353e-14,1.3164706395536572e-13,17.973891983804656,0.13654775829914914,9.305146296014378,0.06219913883335576
POD,16.0,6.310887241768095e-30,5.2497822176791035e-14,9.713695247274264e-14,14.821748682552343,0.45877701703980195,6.421720120211225,0.051575639359076574
EDR,17.0,1.7818975741462856e-29,9.404490514400566e-14,1.320727359253016e-13,18.626353706759925,0.06605624963150156,10.519453069999567,0.06485122969476728
TLE,17.0,2.969829290243809e-29,6.696250475049055e-14,1.177306603437616e-13,17.527608806663704,-0.6127216097282115,7.903338485517023,0.05943465583632507
