,Epoch,x,y,z,xv,yv,zv,accx,accy,accz,JB08 Density,Computed Density
0,2002-10-23 22:00:02,-6505563.602756815,-1770355.0668130058,-633046.6141214069,-593.0905680104256,-542.9891546143044,7635.3588539461525,1.4740398141199762e-05,3.591485135956418e-06,1.4893659575077045e-05,9.219772967059975e-12,1.0821703940867209e-10
1,2002-10-23 22:00:17,-6513518.587007306,-1778243.4476570592,-518429.9507631464,-467.57821293343494,-508.7777886921227,7646.491418387999,1.5097490040361095e-05,3.2999911843134555e-06,2.0111085634932913e-05,9.227594239610409e-12,1.5235694583368395e-10
2,2002-10-23 22:00:32,-6519589.933476242,-1785617.571840677,-403662.9341739927,-341.92656136443264,-474.4182469459714,7655.406614541665,1.6649887797370866e-05,4.86394920962141e-06,-7.139966248237428e-07,9.232889460995349e-12,-1.4185808331111039e-11
3,2002-10-23 22:00:47,-6523775.871867878,-1792475.304101739,-288778.8511857906,-216.17248773346532,-439.92059907421503,7662.101739316424,1.7019454949362967e-05,5.0509724172087545e-06,-2.250046745477796e-06,9.235636196757901e-12,-2.4350710461663996e-11
4,2002-10-23 22:01:02,-6526074.865833846,-1798814.5731230243,-173811.00169502432,-90.35287467729653,-405.294932955887,7666.574375683474,1.7256262292875135e-05,4.705156763318286e-06,3.2023170643269427e-06,9.235861617258985e-12,2.2113055267216397e-11
5,2002-10-23 22:01:17,-6526486.314815254,-1804633.5633669111,-58792.73785673666,35.49536234043994,-370.551409192697,7668.823250861729,1.8034493592722356e-05,4.829032672848399e-06,2.9889606646821276e-06,9.233541863288796e-12,2.2833785020979628e-11
6,2002-10-23 22:01:32,-6525010.023501509,-1809930.570880312,56242.57451186331,161.33530304063987,-335.7002156445031,7668.847583417384,1.8496994712791093e-05,5.1365013558068995e-06,4.4282062354461527e-07,9.228678181298419e-12,4.850153124998331e-12
7,2002-10-23 22:01:47,-6521646.481785694,-1814704.0822686807,171261.5672034603,287.13004070918674,-300.7515764810831,7666.647413058048,1.7800189045402703e-05,5.362536707576027e-06,-8.883853512831053e-07,9.221256821198179e-12,-3.520033029411506e-12
8,2002-10-23 22:02:02,-6516396.5389063805,-1818952.6838281371,286230.8755119413,412.84267631977735,-265.7157334163525,7662.223211546783,1.631707417359962e-05,5.3508713939720565e-06,-1.285157950503546e-06,9.211295604250099e-12,-4.798441940062221e-12
9,2002-10-23 22:02:17,-6509261.796280397,-1822675.170058924,401117.1511261098,538.4363280323734,-230.6029620308562,7655.576357727049,1.5099104777149819e-05,5.10176576984378e-06,-1.0348623279421432e-06,9.198787635729731e-12,-1.0519982241632262e-12
10,2002-10-23 22:02:32,-6500244.226596742,-1825870.438973239,515887.0615549781,663.8741322521162,-195.42355276321297,7646.708682651432,1.4479959586921609e-05,4.631327433557431e-06,-4.4933585030548784e-07,9.183755762622939e-12,5.506183808852059e-12
11,2002-10-23 22:02:47,-6489346.535454814,-1828537.59442697,630507.3211934775,789.1192811786024,-160.18782161770537,7635.622919128637,1.4993214737302196e-05,4.112308697568068e-06,2.1217507395476787e-07,9.166200515723122e-12,1.3407063235575178e-11
12,2002-10-23 22:03:02,-6476571.795563612,-1830675.8433408511,744944.6740668225,914.1350077207404,-124.90609525723795,7622.322250272308,1.6032779724284296e-05,3.7351917718808636e-06,6.555526723683869e-07,9.146152335735174e-12,2.012278694134407e-11
13,2002-10-23 22:03:17,-6461923.815160125,-1832284.5990513023,859165.9358354397,1038.884651830231,-89.58871741353794,7606.810758659757,1.7272455737682435e-05,3.650739007099446e-06,2.632441846728284e-07,9.123618500480561e-12,2.057589485428548e-11
14,2002-10-23 22:03:32,-6445406.768978468,-1833363.3783467747,973137.9651044863,1163.3316133125238,-54.246038704626976,7589.092970994928,1.814616669548741e-05,3.7432320860730783e-06,-6.77676761817736e-07,9.098635602241547e-12,1.6523920359396973e-11
15,2002-10-23 22:03:47,-6427025.562213274,-1833911.9054081594,1086827.7206228317,1287.4394243452655,-18.88842022488145,7569.174291024625,1.822477145729806e-05,3.857227757642079e-06,-1.8178124305823218e-06,9.07121677624202e-12,1.0080448246291361e-11
16,2002-10-23 22:04:02,-6406785.464259895,-1833930.0080830245,1200202.2175140895,1411.171686667734,16.47377295614712,7547.060562050933,1.74625956912422e-05,3.961561323428953e-06,-2.8839417549608726e-06,9.041403421869138e-12,3.054591388908766e-12
17,2002-10-23 22:04:17,-6384692.470856048,-1833417.7214932006,1313228.5962571402,1534.4921478935219,51.830170344561665,7522.758508554237,1.6347495348512098e-05,4.1540160511388535e-06,-3.052005523418444e-06,9.00921163114584e-12,2.424660404219125e-12
18,2002-10-23 22:04:32,-6360752.939845801,-1832375.1843740242,1425874.0666682743,1657.3646387100732,87.17040206176495,7496.275298879021,1.537491725578377e-05,4.36121077296292e-06,-2.300191208171043e-06,8.974681487482182e-12,9.024311269000898e-12
19,2002-10-23 22:04:47,-6334973.951156227,-1830802.7426405926,1538105.9905581535,1779.7531762259082,122.4841061147049,7467.618995647926,1.576553989934837e-05,4.77458043457446e-06,-1.374351040972499e-06,8.937855400414278e-12,1.9282241749074366e-11
20,2002-10-23 22:05:02,-6307362.943931145,-1828700.845791782,1649891.8126659233,1901.6218850628047,157.76092815040656,7436.798104074782,1.689321918973974e-05,5.219467873018857e-06,-9.41704514811903e-07,8.898817581481687e-12,2.7230891996609216e-11
21,2002-10-23 22:05:17,-6277928.072098334,-1826070.150481821,1761199.1574503025,2022.935133474461,192.99053649065806,7403.822005459944,1.8279692548972548e-05,5.518522811609472e-06,-1.9054357536241184e-06,8.857623501448794e-12,2.5118932275752076e-11
22,2002-10-23 22:05:32,-6246677.845181184,-1822911.4167196006,1871995.7452173834,2143.657419052299,228.16261191958165,7368.700508883038,1.9049546237326354e-05,5.578708321074544e-06,-3.606754306328952e-06,8.814354418851371e-12,1.6285184920604635e-11
23,2002-10-23 22:05:47,-6213621.480301546,-1819225.6107773038,1982249.499943185,2263.753513106695,263.26686239587343,7331.444258454167,1.8414590660320584e-05,5.377139301376843e-06,-5.510006084730179e-06,8.769067200210506e-12,2.8055726161144206e-12
24,2002-10-23 22:06:02,-6178768.5462464215,-1815013.80162849,2091928.4540543477,2383.1883228215092,298.29301054148345,7292.064311467142,1.700089805911631e-05,5.003859292251889e-06,-6.646240840346707e-06,8.721845400227089e-12,-6.82176519237233e-12
25,2002-10-23 22:06:17,-6142129.31086492,-1810277.262788931,2201000.8701100764,2501.9270251555754,333.2308104568053,7250.572542920169,1.5425594948048627e-05,4.661144446416188e-06,-6.584894900463212e-06,8.672748863563477e-12,-8.018782540118509e-12
26,2002-10-23 22:06:32,-6103714.389589655,-1805017.3702035826,2309435.1316576647,2619.9349339366654,368.07003547447704,7206.98124156478,1.4046705942405424e-05,4.233968201372562e-06,-6.145444168215164e-06,8.621863785017793e-12,-6.263447465616427e-12
27,2002-10-23 22:06:47,-6063535.08912515,-1799235.7049919239,2417199.8760642027,2737.1776406933122,402.8005043776693,7161.303533461467,1.3173747897887722e-05,3.7623856767865504e-06,-5.027022221604227e-06,8.569252754561212e-12,1.6294721160733459e-12
28,2002-10-23 22:07:02,-6021603.058980581,-1792933.9498203394,2524263.8736757264,2853.620885913452,437.4120617594686,7113.552965010288,1.3400086305459524e-05,3.390208870523992e-06,-3.1980674863874015e-06,8.515004355002233e-12,1.782221248775593e-11
29,2002-10-23 22:07:17,-5977930.628611853,-1786113.9883683058,2630596.17293425,2969.230728221841,471.8946100020857,7063.743926660591,1.5978547680539634e-05,3.700858818067587e-06,-1.9176573862189628e-06,8.459183834990492e-12,3.7457658343701885e-11
30,2002-10-23 22:07:32,-5932530.46807756,-1778777.8057114214,2736165.969628712,3083.9734016595867,506.23808162951127,7011.891231093115,1.8510422600037657e-05,4.729493857880129e-06,-3.3037185658280066e-06,8.40188144286135e-12,3.816175287679734e-11
31,2002-10-23 22:07:47,-5885415.929900329,-1770927.5914966767,2840942.7708397596,3197.8155237963515,540.4324719437287,6958.010535864823,1.844880878643096e-05,5.354256949807734e-06,-7.481859312985506e-06,8.343162045081468e-12,1.030734355560041e-11
32,2002-10-23 22:08:02,-5836600.691167138,-1762565.6328067356,2944896.237150027,3310.7239029567486,574.4678066766834,6902.117897428421,1.7223637104102352e-05,5.062244897491297e-06,-9.057241406651428e-06,8.283116478437106e-12,-2.7483731249296566e-12
33,2002-10-23 22:08:17,-5786099.0447583245,-1753694.4018955617,3047996.3318584,3422.6657269566053,608.3341705021737,6844.230122943332,1.8772802571120906e-05,4.883222814111576e-06,-4.824315490203901e-06,8.221818486797606e-12,3.5955982257934107e-11
34,2002-10-23 22:08:32,-5733925.641382125,-1744316.4793851578,3150213.207269519,3533.6084215612227,642.0216901392279,6784.364452095544,1.735978174455255e-05,4.310745075564171e-06,-5.803656248026812e-06,8.159361086210066e-12,2.5999840377044293e-11
35,2002-10-23 22:08:47,-5680095.947264998,-1734434.6941983835,3251517.4689948033,3643.5199848425764,675.52060154594,6722.53910397054,5.771275543686727e-06,2.1990116421122252e-06,-2.2605071760217754e-05,8.095788812862594e-12,-1.3623841967412016e-10
36,2002-10-23 22:09:02,-5624625.632512957,-1724051.9373333117,3351879.8359723636,3752.3685579493094,708.8211679901709,6658.772542503679,7.571910924930592e-06,2.9496253319827304e-06,-1.7135146224589448e-05,8.031187221154486e-12,-8.799520513149033e-11
37,2002-10-23 22:09:17,-5567530.367232018,-1713171.0997880157,3451271.027140313,3860.122282491704,741.913652830089,6593.083232386849,8.869389823473739e-06,2.4041775419370026e-06,1.3102509345053193e-05,7.965710254733694e-12,1.2883298565312785e-10
