MJD,UTC,EDR,rho_eff,jb08_rho,dtm2000_rho,nrlmsise00_rho
60070.02201388889,2023-05-06 00:31:42,-184.7371499426663,4.888265420337405e-14,5.170960208720111e-13,9.879827036957224e-13,1.2151987605190957e-12
60070.022361111114,2023-05-06 00:32:12,-180.43761617317796,4.774496953867691e-14,5.07628226408079e-13,9.757193245426562e-13,1.1919399291973544e-12
60070.02270833333,2023-05-06 00:32:42,-176.369874432683,4.666861855593761e-14,4.980249741416234e-13,9.638045052327213e-13,1.1657350521677932e-12
60070.02305555555,2023-05-06 00:33:12,-172.75725860148668,4.571269685583121e-14,4.883431874028293e-13,9.521619026382873e-13,1.136879211874077e-12
60070.02340277778,2023-05-06 00:33:42,-170.25274376943707,4.504998590397178e-14,4.786355369455041e-13,9.40725684832653e-13,1.105754359896351e-12
60070.02375,2023-05-06 00:34:12,-169.00375410169363,4.4719495095540245e-14,4.68950851042399e-13,9.294453174483838e-13,1.0728178390519914e-12
60070.024097222224,2023-05-06 00:34:42,-169.23250222951174,4.478002334140347e-14,4.593343320947369e-13,9.1829011051002e-13,1.0385870798340553e-12
60070.02444444445,2023-05-06 00:35:12,-171.54926324635744,4.5393053409765324e-14,4.498276883598525e-13,9.072530953054855e-13,1.0036209574073568e-12
60070.02479166666,2023-05-06 00:35:42,-175.98616607114673,4.656708682202409e-14,4.4046921649551853e-13,8.963537359555622e-13,9.684986840066812e-13
60070.02513888889,2023-05-06 00:36:12,-181.76288203895092,4.809564352636276e-14,4.312938457533626e-13,8.856389741902475e-13,9.337974682371677e-13
60070.02548611111,2023-05-06 00:36:42,-187.81863451376557,4.969803510953628e-14,4.2233325245935103e-13,8.751823820994728e-13,9.00070618847627e-13
60070.02583333333,2023-05-06 00:37:12,-192.96484878659248,5.1059756955051045e-14,4.136159711238982e-13,8.650810113275849e-13,8.678274616386026e-13
60070.02618055556,2023-05-06 00:37:42,-195.63093968108296,5.176522198637035e-14,4.051675458444549e-13,8.554499642220092e-13,8.375164982845513e-13
60070.02652777778,2023-05-06 00:38:12,-194.0840229615569,5.1355897737807035e-14,3.9701066666711335e-13,8.464148281963374e-13,8.095127157567367e-13
60070.026875,2023-05-06 00:38:42,-187.36117344722152,4.9576987929073006e-14,3.8916535125241187e-13,8.381026027398313e-13,7.841096595688173e-13
60070.02722222222,2023-05-06 00:39:12,-175.96759491041303,4.656217277182583e-14,3.816491251759941e-13,8.306318147133831e-13,7.6151616267422e-13
60070.02756944444,2023-05-06 00:39:42,-161.3666095919907,4.269865687060895e-14,3.744771360989918e-13,8.241026391900766e-13,7.418571226509117e-13
60070.027916666666,2023-05-06 00:40:12,-143.88167184591293,3.807202835612605e-14,3.6766232757659253e-13,8.185882904349715e-13,7.251777557740488e-13
60070.02826388889,2023-05-06 00:40:42,-123.09336591139436,3.257130708384055e-14,3.612155682394259e-13,8.141284157914786e-13,7.114501750332906e-13
60070.02861111111,2023-05-06 00:41:12,-101.15180103853343,2.67654259782057e-14,3.551459205888762e-13,8.107256426856231e-13,7.005817200997074e-13
60070.028958333336,2023-05-06 00:41:42,-81.45000445097685,2.155220216223995e-14,3.4946076520861376e-13,8.083451853810768e-13,6.924237611722253e-13
60070.02930555555,2023-05-06 00:42:12,-65.75352080911398,1.7398810262926633e-14,3.441659137043821e-13,8.069179515470026e-13,6.867807212646976e-13
60070.029652777775,2023-05-06 00:42:42,-55.06523013114929,1.4570618871004408e-14,3.3926578521505126e-13,8.063471256082145e-13,6.834191918615701e-13
60070.03,2023-05-06 00:43:12,-50.5212513692677,1.3368252467747295e-14,3.3476354041936343e-13,8.06517461316879e-13,6.820768721493543e-13
60070.03034722222,2023-05-06 00:43:42,-52.01795336604118,1.3764289573313142e-14,3.3066117158627504e-13,8.073064185394517e-13,6.824713691947361e-13
60070.030694444446,2023-05-06 00:44:12,-57.68768411502242,1.526453729129895e-14,3.269595811274221e-13,8.085961031026368e-13,6.843089824833928e-13
60070.03104166667,2023-05-06 00:44:42,-65.6192732527852,1.7363287484342553e-14,3.2365865368153557e-13,8.10284786308932e-13,6.872935022856879e-13
60070.03138888889,2023-05-06 00:45:12,-75.15606419742107,1.9886784540030516e-14,3.2075719725085533e-13,8.122965265634765e-13,6.911347215580345e-13
60070.03173611111,2023-05-06 00:45:42,-86.71253961697221,2.2944703274400034e-14,3.182527714049435e-13,8.145879418004677e-13,6.955565614450552e-13
60070.03208333333,2023-05-06 00:46:12,-99.89662622660398,2.6433298540300682e-14,3.1614123639899964e-13,8.171511951031582e-13,7.003043567948948e-13
60070.032430555555,2023-05-06 00:46:42,-112.74052210524678,2.9831877121028435e-14,3.1441595723175355e-13,8.200130769841714e-13,7.051511767803986e-13
60070.03277777778,2023-05-06 00:47:12,-123.3632521405816,3.264272073951136e-14,3.130663740934921e-13,8.232303615509555e-13,7.099029689409539e-13
60070.033125,2023-05-06 00:47:42,-131.12143331766129,3.469558605568632e-14,3.120753626747443e-13,8.268817641671031e-13,7.144022433995318e-13
60070.033472222225,2023-05-06 00:48:12,-136.71295646950605,3.617513953362303e-14,3.1141578210903296e-13,8.310576144659589e-13,7.185308692181464e-13
60070.03381944444,2023-05-06 00:48:42,-142.09268007427454,3.7598649470651085e-14,3.110596045616442e-13,8.358481798860668e-13,7.222136371676768e-13
60070.034166666665,2023-05-06 00:49:12,-149.0444390811026,3.943813022339319e-14,3.112268895975931e-13,8.413318192850171e-13,7.254305321335159e-13
60070.03451388889,2023-05-06 00:49:42,-137.99391148239374,3.65140885807665e-14,3.204153335644838e-13,8.475642113131626e-13,7.282240192546207e-13
60070.03486111111,2023-05-06 00:50:12,-60.26395059376955,1.5946234196634038e-14,3.177217094630936e-13,8.545694321607123e-13,7.295583217497273e-13
60070.035208333335,2023-05-06 00:50:42,-141.18190144002438,3.7357651506529144e-14,3.208821099343069e-13,8.623337057434289e-13,7.312153112975573e-13
60070.03555555556,2023-05-06 00:51:12,-173.94269262999296,4.602637042779207e-14,3.2046570849969967e-13,8.708018420625698e-13,7.324612477009261e-13
60070.03590277778,2023-05-06 00:51:42,-193.5494322963059,5.121444156270675e-14,3.1946625881690473e-13,8.798769716907371e-13,7.333231457584942e-13
60070.03625,2023-05-06 00:52:12,-209.58230305463076,5.5456843685992804e-14,3.185236780735977e-13,8.894230551255188e-13,7.339084154164319e-13
60070.03659722222,2023-05-06 00:52:42,-224.3122143484652,5.935447424079107e-14,3.1782996481624985e-13,8.992702060084465e-13,7.343208562290534e-13
60070.03694444445,2023-05-06 00:53:12,-238.1287642978132,6.30104234295018e-14,3.174585323373365e-13,9.092222071176156e-13,7.346649346058134e-13
60070.03729166667,2023-05-06 00:53:42,-250.77724143117663,6.63572929362652e-14,3.1744118615105566e-13,9.190654447364048e-13,7.350453623138e-13
60070.03763888889,2023-05-06 00:54:12,-261.15655099600554,6.910372591135855e-14,3.1779223837983773e-13,9.28578848627221e-13,7.355654112346402e-13
60070.037986111114,2023-05-06 00:54:42,-268.7643812149763,7.111680738385797e-14,3.185176493257959e-13,9.375439154134138e-13,7.363249388292619e-13
60070.03833333333,2023-05-06 00:55:12,-275.26372135430574,7.283657515487505e-14,3.196189948369466e-13,9.457542474875208e-13,7.374185203882082e-13
60070.03868055555,2023-05-06 00:55:42,-283.0169276036322,7.488812407273423e-14,3.2109531313729595e-13,9.530239962733456e-13,7.389337077628882e-13
60070.03902777778,2023-05-06 00:56:12,-292.94580184295774,7.751536892424551e-14,3.2294401547797075e-13,9.59194961533879e-13,7.409495345941066e-13
60070.039375,2023-05-06 00:56:42,-304.1623595766723,8.048334322296949e-14,3.2516133454484886e-13,9.641421618655983e-13,7.435352909841275e-13
60070.039722222224,2023-05-06 00:57:12,-314.94988296180964,8.333779223612214e-14,3.277426131484747e-13,9.67778032093776e-13,7.467497602130741e-13
60070.04006944445,2023-05-06 00:57:42,-324.52590599656105,8.587167035861443e-14,3.3068242513101225e-13,9.700549992715578e-13,7.506407253804927e-13
60070.04041666666,2023-05-06 00:58:12,-333.7885846532881,8.832263551594357e-14,3.339746297136501e-13,9.709666138129747e-13,7.552448682512414e-13
60070.04076388889,2023-05-06 00:58:42,-343.81901056692004,9.097675160250656e-14,3.376123183187327e-13,9.705471449935107e-13,7.60587951804391e-13
60070.04111111111,2023-05-06 00:59:12,-354.9476290382445,9.392145659911317e-14,3.4158772547383647e-13,9.688698642941283e-13,7.666854067784433e-13
60070.04145833333,2023-05-06 00:59:42,-367.27330292761326,9.718291026311394e-14,3.4589216422746567e-13,9.660442506374372e-13,7.735434096442482e-13
60070.04180555556,2023-05-06 01:00:12,-380.97650030627847,1.0080886562266e-13,3.5051592546416735e-13,9.622121046456315e-13,7.811602788042192e-13
60070.04215277778,2023-05-06 01:00:42,-396.1265958957374,1.0481767968132347e-13,3.554481720307389e-13,9.57542841747949e-13,7.895281529788523e-13
60070.0425,2023-05-06 01:01:12,-412.3998226597905,1.0912368157064123e-13,3.6067680868942435e-13,9.522281697480778e-13,7.986347749857068e-13
60070.04284722222,2023-05-06 01:01:42,-429.1638253666461,1.135595459738648e-13,3.6618840552042823e-13,9.464766161493245e-13,8.084653485236604e-13
60070.04319444444,2023-05-06 01:02:12,-445.5996632762254,1.1790857583237468e-13,3.7196808349871537e-13,9.405079820635023e-13,8.190040777449108e-13
60070.043541666666,2023-05-06 01:02:42,-460.7435729242861,1.2191575305061713e-13,3.779994156611389e-13,9.345481067295093e-13,8.302352672235582e-13
60070.04388888889,2023-05-06 01:03:12,-473.4334320612252,1.2527357250530198e-13,3.8426434610071094e-13,9.288241415749979e-13,8.421437770384987e-13
60070.04423611111,2023-05-06 01:03:42,-482.0428142808378,1.2755167116643544e-13,3.9074308405568135e-13,9.235603578539716e-13,8.547145877072569e-13
60070.044583333336,2023-05-06 01:04:12,-484.65171621739864,1.282420036266634e-13,3.9741405349650834e-13,9.189746927032687e-13,8.67931550653183e-13
60070.04493055555,2023-05-06 01:04:42,-480.8176994472742,1.2722749779477145e-13,4.0425384924881703e-13,9.152758779587204e-13,8.817752562175631e-13
60070.045277777775,2023-05-06 01:05:12,-471.6250900514424,1.24795073420667e-13,4.1123716434136316e-13,9.126609799180038e-13,8.962201009055858e-13
60070.045625,2023-05-06 01:05:42,-457.4454452171922,1.2104304695834236e-13,4.18336694828898e-13,9.113132276090384e-13,9.11230845246972e-13
60070.04597222222,2023-05-06 01:06:12,-438.716479614377,1.1608724056296692e-13,4.255231061452594e-13,9.114001418106018e-13,9.26759224433854e-13
60070.046319444446,2023-05-06 01:06:42,-417.1002824418247,1.1036745387195342e-13,4.3276494057646614e-13,9.130715694783278e-13,9.42740853779319e-13
60070.04666666667,2023-05-06 01:07:12,-393.9822639115155,1.0425027545908401e-13,4.4002847689128054e-13,9.164575275541907e-13,9.59092975134482e-13
60070.04701388889,2023-05-06 01:07:42,-369.5815087147057,9.779367656191029e-14,4.4727753080044544e-13,9.216657773161231e-13,9.757135559901842e-13
60070.04736111111,2023-05-06 01:08:12,-342.92702532559633,9.074072649266985e-14,4.544730808498351e-13,9.287789816718005e-13,9.924820496260635e-13
60070.04770833333,2023-05-06 01:08:42,-312.3323209695518,8.264516826870062e-14,4.615725426594758e-13,9.378515417417549e-13,1.0092621641835027e-12
60070.048055555555,2023-05-06 01:09:12,-276.62623911350965,7.319710623641329e-14,4.68527588773063e-13,9.489059546681778e-13,1.0259064510480283e-12
60070.04840277778,2023-05-06 01:09:42,-235.79677572101355,6.239336404950544e-14,4.752818341262843e-13,9.61928953971984e-13,1.0422626487674782e-12
60070.04875,2023-05-06 01:10:12,-190.95895566791296,5.0528984559137333e-14,4.818225833242348e-13,9.768673234332904e-13,1.05818101276236e-12
60070.049097222225,2023-05-06 01:10:42,-142.9544472694397,3.782667868847838e-14,4.88151856264935e-13,9.936240180354735e-13,1.0735223806232835e-12
60070.04944444444,2023-05-06 01:11:12,-92.24391588568687,2.440834149495418e-14,4.942651819927224e-13,1.0120546731488251e-12,1.088165935256847e-12
60070.049791666665,2023-05-06 01:11:42,-43.42602279409766,1.1490808731922766e-14,5.001563724909955e-13,1.0319654583925504e-12,1.1020164714669795e-12
60070.05013888889,2023-05-06 01:12:12,-2.671037908643484,7.067740435145006e-16,5.058187847190782e-13,1.0531119419620851e-12,1.1150096372457554e-12
60070.05048611111,2023-05-06 01:12:42,27.927475839853287,-7.389792170531566e-15,5.112458816797768e-13,1.075199889596293e-12,1.1271151435819492e-12
60070.050833333335,2023-05-06 01:13:12,48.44030648097396,-1.2817620884320184e-14,5.164316638880032e-13,1.0978886798414345e-12,1.13833794815702e-12
60070.05118055556,2023-05-06 01:13:42,58.766334004700184,-1.5549955083984337e-14,5.213709797284857e-13,1.12079738406085e-12,1.1487171131483484e-12
60070.05152777778,2023-05-06 01:14:12,59.04763262718916,-1.562438853332185e-14,5.260597708677981e-13,1.143513628085195e-12,1.1583225250435757e-12
60070.051875,2023-05-06 01:14:42,50.85706868767738,-1.3457111919440793e-14,5.304951430846146e-13,1.1656048580587847e-12,1.1672495713816352e-12
60070.05222222222,2023-05-06 01:15:12,36.76323093473911,-9.727790570220261e-15,5.346755772023727e-13,1.1866322913241273e-12,1.1756128792798809e-12
60070.05256944445,2023-05-06 01:15:42,18.826522644609213,-4.9816206246228114e-15,5.386010616270409e-13,1.2061665474520569e-12,1.1835391979425154e-12
60070.05291666667,2023-05-06 01:16:12,-2.054272599518299,5.4357392193657e-16,5.422731558340693e-13,1.2238042175694052e-12,1.1911599644048444e-12
60070.05326388889,2023-05-06 01:16:42,-25.3499404899776,6.707759513623905e-15,5.456950450935045e-13,1.2391845953824286e-12,1.1986041281287635e-12
60070.053611111114,2023-05-06 01:17:12,-50.2184516415,1.3288129685784176e-14,5.488715286871157e-13,1.2520054751085291e-12,1.2059914718992558e-12
60070.05395833333,2023-05-06 01:17:42,-75.75556987896562,2.0045417651632567e-14,5.518090177512187e-13,1.2620371917750394e-12,1.213426819061315e-12
60070.05430555555,2023-05-06 01:18:12,-100.97108540683983,2.6717607443947896e-14,5.545155299522183e-13,1.26913396552115e-12,1.220995228423026e-12
60070.05465277778,2023-05-06 01:18:42,-124.94926835224032,3.3062390968588296e-14,5.570005807417974e-13,1.2732415704729155e-12,1.2287580111913944e-12
60070.055,2023-05-06 01:19:12,-147.40167152509093,3.900344321863014e-14,5.592752129826296e-13,1.274401271256798e-12,1.236750025915088e-12
60070.055347222224,2023-05-06 01:19:42,-168.29160181432962,4.4531054957678635e-14,5.61351853154005e-13,1.2727490782660056e-12,1.2449775699704588e-12
60070.05569444445,2023-05-06 01:20:12,-187.67245825380087,4.965935591820516e-14,5.632442297756761e-13,1.2685108119336671e-12,1.2534172821631967e-12
60070.05604166666,2023-05-06 01:20:42,-205.76006119325757,5.444545357171881e-14,5.649672473106057e-13,1.261993058543776e-12,1.2620158161662043e-12
60070.05638888889,2023-05-06 01:21:12,-222.53518557548523,5.888426084274966e-14,5.665369036148883e-13,1.2535707837162708e-12,1.2706904836621637e-12
60070.05673611111,2023-05-06 01:21:42,-237.4807511679828,6.283895493085613e-14,5.679701268833401e-13,1.2436721726614164e-12,1.2793306948136524e-12
60070.05708333333,2023-05-06 01:22:12,-250.0558527633548,6.616640879192114e-14,5.69284692269819e-13,1.232761989855867e-12,1.2878006427985484e-12
60070.05743055556,2023-05-06 01:22:42,-260.0425103120506,6.880894348378964e-14,5.704990492896137e-13,1.2213241518570803e-12,1.2959430386300107e-12
60070.05777777778,2023-05-06 01:23:12,-267.9067585654557,7.088987483982711e-14,5.71632318654389e-13,1.2098449995883079e-12,1.3035845498303122e-12
60070.058125,2023-05-06 01:23:42,-274.5245777964592,7.264099295088373e-14,5.727040443270216e-13,1.1987973306473333e-12,1.3105421635874614e-12
60070.05847222222,2023-05-06 01:24:12,-280.6202046312392,7.425393554965086e-14,5.737341115187197e-13,1.1886266406240251e-12,1.3166312466489269e-12
60070.05881944444,2023-05-06 01:24:42,-286.321660194546,7.576257786032592e-14,5.747426004460395e-13,1.1797395521861357e-12,1.3216746069279702e-12
60070.059166666666,2023-05-06 01:25:12,-290.8423033170402,7.695876950127268e-14,5.757496221938602e-13,1.1724947101535314e-12,1.325512227761886e-12
60070.05951388889,2023-05-06 01:25:42,-293.3951838798821,7.763427834080304e-14,5.767753194114326e-13,1.1671964294658004e-12,1.3280114380956532e-12
60070.05986111111,2023-05-06 01:26:12,-294.017970521003,7.779907174608098e-14,5.778397448042685e-13,1.1640903726802578e-12,1.3290761792186575e-12
60070.060208333336,2023-05-06 01:26:42,-293.16952277347445,7.757456694092976e-14,5.789628455493116e-13,1.163361341532164e-12,1.3286550166068642e-12
60070.06055555555,2023-05-06 01:27:12,-291.04074032604694,7.701127722749579e-14,5.801642978420861e-13,1.1651323454203701e-12,1.3267466123964369e-12
60070.060902777775,2023-05-06 01:27:42,-287.62306064739823,7.610693690417084e-14,5.8146349206968e-13,1.1694650652095176e-12,1.3234026631539837e-12
60070.06125,2023-05-06 01:28:12,-283.1504855491221,7.492346437579467e-14,5.828794645132667e-13,1.176360972592418e-12,1.3187275494324331e-12
60070.06159722222,2023-05-06 01:28:42,-277.9126667380333,7.35375033722724e-14,5.844308783554473e-13,1.1857629589043126e-12,1.312874886447527e-12
60070.061944444446,2023-05-06 01:29:12,-271.226871997118,7.176839849815082e-14,5.861359612609153e-13,1.197557082824072e-12,1.3060411105810575e-12
60070.06229166667,2023-05-06 01:29:42,-261.51769660413265,6.919928739363011e-14,5.880125554075882e-13,1.2115745945869451e-12,1.29845700827874e-12
60070.06263888889,2023-05-06 01:30:12,-247.7671750746667,6.556080975526911e-14,5.900781808544587e-13,1.2275941078099847e-12,1.2903777819843366e-12
60070.06298611111,2023-05-06 01:30:42,-230.7375941053033,6.105467161244238e-14,5.923501683905365e-13,1.245344225957779e-12,1.2820726240791825e-12
60070.06333333333,2023-05-06 01:31:12,-212.5442936681211,5.6240605711973094e-14,5.948457888968524e-13,1.2645068557847439e-12,1.2738144670995246e-12
60070.063680555555,2023-05-06 01:31:42,-194.91026229038837,5.157452605059107e-14,5.975823860853473e-13,1.2847216672176683e-12,1.2658705690784616e-12
60070.06402777778,2023-05-06 01:32:12,-178.66027224436402,4.727467274834729e-14,6.005777658352571e-13,1.305592567183993e-12,1.2584947801411662e-12
60070.064375,2023-05-06 01:32:42,-163.4199848361313,4.3241993346462587e-14,6.038508415621356e-13,1.326696406349824e-12,1.2519215096534207e-12
60070.064722222225,2023-05-06 01:33:12,-147.89084202423692,3.9132880921678316e-14,6.074228690678583e-13,1.3475942603111425e-12,1.2463615882516298e-12
60070.06506944444,2023-05-06 01:33:42,-132.01662060245872,3.493245844710077e-14,6.113197088909023e-13,1.367844961611184e-12,1.241999723160729e-12
60070.065416666665,2023-05-06 01:34:12,-117.0784593373537,3.097972359229225e-14,6.155762304525548e-13,1.3870201982191026e-12,1.2389931614722585e-12
60070.06576388889,2023-05-06 01:34:42,-104.02774633839726,2.7526419853258405e-14,6.202455773984863e-13,1.404719929864377e-12,1.2374708334908933e-12
60070.06611111111,2023-05-06 01:35:12,-93.5850639268756,2.4763218009793274e-14,6.25421572829072e-13,1.4205873182338437e-12,1.237532543105749e-12
60070.066458333335,2023-05-06 01:35:42,-87.2754713408649,2.3093658678376417e-14,6.313009931014636e-13,1.434321730187693e-12,1.2392460960624044e-12
60070.06680555556,2023-05-06 01:36:12,-89.23949143663049,2.3613351199450725e-14,6.383975107180821e-13,1.4456886526254843e-12,1.2426359664383221e-12
60070.06715277778,2023-05-06 01:36:42,-114.05124470964074,3.0178702866943756e-14,6.485006305446773e-13,1.4545264430693627e-12,1.2476427578891298e-12
60070.0675,2023-05-06 01:37:12,-100.37218060344458,2.6559133328621354e-14,6.603895540455288e-13,1.460749300362277e-12,1.2548712745658261e-12
60070.06784722222,2023-05-06 01:37:42,13.66476196423173,-3.615785098320854e-15,6.288411367701266e-13,1.464347122737833e-12,1.264847639372369e-12
60070.06819444445,2023-05-06 01:38:12,-13.764757070690392,3.642244455372564e-15,6.183727799203642e-13,1.4653826848876706e-12,1.2750601440591992e-12
60070.06854166667,2023-05-06 01:38:42,-27.30429453030229,7.22489433341412e-15,6.139006466828017e-13,1.4639867063059159e-12,1.287054506953277e-12
60070.06888888889,2023-05-06 01:39:12,-37.05426310375333,9.804799579422769e-15,6.111343232144929e-13,1.4603513528302624e-12,1.3006526176587608e-12
60070.069236111114,2023-05-06 01:39:42,-47.16853375732899,1.2481101530771024e-14,6.091769725339916e-13,1.4547227601671712e-12,1.3156949218838798e-12
60070.06958333333,2023-05-06 01:40:12,-58.30576757341623,1.5428086203766566e-14,6.077393300637212e-13,1.4473924235601846e-12,1.3320140290233819e-12
60070.06993055555,2023-05-06 01:40:42,-71.364118270576,1.888341092753629e-14,6.066993158824034e-13,1.4386879530288182e-12,1.3494198530800832e-12
60070.07027777778,2023-05-06 01:41:12,-88.85421589761972,2.3511404780160797e-14,6.059943977811293e-13,1.4289628195781021e-12,1.3676948392403894e-12
60070.070625,2023-05-06 01:41:42,-112.65860518813132,2.98102013707313e-14,6.05586850300769e-13,1.4185853076636202e-12,1.3865925669089643e-12
60070.070972222224,2023-05-06 01:42:12,-142.1276265271008,3.760789652988996e-14,6.054502266550743e-13,1.4079270466433741e-12,1.4058381179633368e-12
60070.07131944445,2023-05-06 01:42:42,-174.0787945650518,4.6062383887077093e-14,6.055634343007728e-13,1.3973517532097277e-12,1.4251300735683483e-12
60070.07166666666,2023-05-06 01:43:12,-204.655545771122,5.415319159052389e-14,6.059079362734248e-13,1.3872045461925149e-12,1.4441440571944097e-12
60070.07201388889,2023-05-06 01:43:42,-231.56885884329677,6.127462968125205e-14,6.064663157252621e-13,1.3778020558431671e-12,1.4625376749547807e-12
60070.07236111111,2023-05-06 01:44:12,-254.59087463468313,6.736640514354657e-14,6.072214885463799e-13,1.369423615293823e-12,1.4799568453225843e-12
60070.07270833333,2023-05-06 01:44:42,-274.4841777384281,7.26303028321548e-14,6.081561305002681e-13,1.3623035407767043e-12,1.496043266977045e-12
60070.07305555556,2023-05-06 01:45:12,-291.82036158815026,7.721757009591356e-14,6.092523919836724e-13,1.356625001823138e-12,1.5104434030488192e-12
60070.07340277778,2023-05-06 01:45:42,-305.88019132986665,8.093789270366157e-14,6.104915837934682e-13,1.3525150455347187e-12,1.522818340907952e-12
60070.07375,2023-05-06 01:46:12,-315.3889771029353,8.345397940838304e-14,6.118541425719011e-13,1.3500413604497793e-12,1.5328550238737552e-12
60070.07409722222,2023-05-06 01:46:42,-319.99268516153097,8.467215057293473e-14,6.133195790749786e-13,1.3492102048851786e-12,1.5402779169566084e-12
60070.07444444444,2023-05-06 01:47:12,-320.3556974977255,8.47682060036224e-14,6.14866521725358e-13,1.3499657264984725e-12,1.5448609228597748e-12
60070.074791666666,2023-05-06 01:47:42,-317.6279701292515,8.404643155946985e-14,6.164726562079472e-13,1.352190380306227e-12,1.5464385656439388e-12
60070.07513888889,2023-05-06 01:48:12,-313.3308308161795,8.290938048355029e-14,6.181147555102401e-13,1.3557069256120271e-12,1.5449161858568611e-12
60070.07548611111,2023-05-06 01:48:42,-309.11742206662893,8.17944850605903e-14,6.197687332561353e-13,1.3602820863567154e-12,1.5402782857907617e-12
60070.075833333336,2023-05-06 01:49:12,-306.1622386574745,8.101252426525447e-14,6.214096633442049e-13,1.3656320061564063e-12,1.5325941714039452e-12
60070.07618055555,2023-05-06 01:49:42,-304.9992287568748,8.070478426372386e-14,6.230118623062776e-13,1.371429878129117e-12,1.5220204156003388e-12
60070.076527777775,2023-05-06 01:50:12,-305.94678865373135,8.095551478971389e-14,6.245490178158914e-13,1.3773158472803156e-12,1.5087995695250799e-12
60070.076875,2023-05-06 01:50:42,-308.8742717243731,8.17301458948967e-14,6.259942988078644e-13,1.3829090399992336e-12,1.493254670920442e-12
60070.07722222222,2023-05-06 01:51:12,-313.06206918880343,8.283826440485016e-14,6.273205083523494e-13,1.3878215876983492e-12,1.475779648213209e-12
60070.077569444446,2023-05-06 01:51:42,-317.2966823987663,8.395877066627021e-14,6.285002421391321e-13,1.3916740827379858e-12,1.4568258481868013e-12
60070.07791666667,2023-05-06 01:52:12,-319.7437272891402,8.46062746969073e-14,6.295060704802878e-13,1.3941117488996874e-12,1.4368853633647354e-12
60070.07826388889,2023-05-06 01:52:42,-318.6762834265828,8.432382209205168e-14,6.303108146547923e-13,1.3948204931298502e-12,1.4164722264540228e-12
60070.07861111111,2023-05-06 01:53:12,-313.15787399560213,8.286361498129467e-14,6.30887765443439e-13,1.3935414489486241e-12,1.3961022995693196e-12
60070.07895833333,2023-05-06 01:53:42,-303.01965776085854,8.018097687306462e-14,6.312108968795061e-13,1.3900829834291237e-12,1.3762731873243396e-12
60070.079305555555,2023-05-06 01:54:12,-288.7007650434971,7.639210451309143e-14,6.312551552681411e-13,1.3843293170791142e-12,1.3574454972212546e-12
60070.07965277778,2023-05-06 01:54:42,-271.2267775647342,7.176837351072646e-14,6.309965785233519e-13,1.3762445473985553e-12,1.3400259837073304e-12
60070.08,2023-05-06 01:55:12,-251.66056252643463,6.659102545657008e-14,6.304125234091457e-13,1.3658722354001115e-12,1.324353859995067e-12
60070.080347222225,2023-05-06 01:55:42,-229.9587310142815,6.084857936103542e-14,6.294818544330339e-13,1.35333034618221e-12,1.3106904441023171e-12
60070.08069444444,2023-05-06 01:56:12,-206.1678604595363,5.455335991607932e-14,6.281851330793686e-13,1.3388021103006285e-12,1.299212359243194e-12
60070.081041666665,2023-05-06 01:56:42,-181.91311940550804,4.813539731297318e-14,6.265049095328758e-13,1.3225238993618093e-12,1.2900084062633661e-12
60070.08138888889,2023-05-06 01:57:12,-158.31951565295458,4.18923759498882e-14,6.244258168920031e-13,1.3047706361437888e-12,1.2830792505646742e-12
60070.08173611111,2023-05-06 01:57:42,-134.76154720038176,3.5658783919489835e-14,6.219347046467965e-13,1.2858404555475913e-12,1.2783400106073946e-12
60070.082083333335,2023-05-06 01:58:12,-110.46301840245724,2.922923479389003e-14,6.190208120041139e-13,1.2660397987501176e-12,1.2756253204871243e-12
60070.08243055556,2023-05-06 01:58:42,-87.89028809592128,2.3256343199844833e-14,6.156759562934628e-13,1.2456699154939908e-12,1.274696417641264e-12
60070.08277777778,2023-05-06 01:59:12,-71.28694127127528,1.8862989390393153e-14,6.118945141933008e-13,1.2250151243161856e-12,1.2752494772832307e-12
60070.083125,2023-05-06 01:59:42,-61.12448078021407,1.6173936093889613e-14,6.076732629596225e-13,1.2043334258261233e-12,1.2769249823726479e-12
60070.08347222222,2023-05-06 02:00:12,-55.381677109748125,1.465435280450587e-14,6.030114031404765e-13,1.1838502209547419e-12,1.2793184393314873e-12
60070.08381944445,2023-05-06 02:00:42,-53.519408367574215,1.4161584354923901e-14,5.97910638300113e-13,1.1637547920287312e-12,1.2819919835990492e-12
60070.08416666667,2023-05-06 02:01:12,-55.75163437053561,1.4752245907515822e-14,5.923750184180054e-13,1.144198721075587e-12,1.284486131755183e-12
60070.08451388889,2023-05-06 02:01:42,-60.12951974198222,1.5910662916876694e-14,5.864107662026165e-13,1.1252962436946493e-12,1.286331929628979e-12
60070.084861111114,2023-05-06 02:02:12,-63.69346718862653,1.68537066451543e-14,5.800260711469818e-13,1.107126073014709e-12,1.2870633743576713e-12
60070.08520833333,2023-05-06 02:02:42,-65.90555206313729,1.743903872385522e-14,5.732309276469546e-13,1.0897343884088194e-12,1.286230177492704e-12
60070.08555555555,2023-05-06 02:03:12,-67.84458927437663,1.7952120610816796e-14,5.660366778675994e-13,1.0731380991473916e-12,1.2834102408708246e-12
60070.08590277778,2023-05-06 02:03:42,-69.80780205875635,1.8471599512035425e-14,5.584553425497743e-13,1.0573283525115485e-12,1.2782220374573739e-12
