UTC,x,y,z,xv,yv,zv,accx,accy,accz,nc_accx,nc_accy,nc_accz,Computed Density,JB08,DTM2000,NRLMSISE00
2024-05-08 22:20:42,3844203.6200525598,-5672148.993034115,-460545.4301391706,410.4245226026737,-335.0418673682313,7597.672311078916,,,,2.5011427062793246e-07,-1.2434335960875842e-07,1.3242578755789935e-07,9.719424643645857e-13,3.976316659049947e-13,4.065353616992313e-13,4.0434715153202504e-13
2024-05-08 22:21:42,3860286.7890677834,-5679658.3922095075,-3998.8882042247183,125.47679905336503,84.82998658333037,7614.902487987231,,,,1.4394562608543993e-07,-3.554755849677349e-07,1.3927371355151874e-07,8.864073261250712e-13,4.026127440883659e-13,4.1179269025951566e-13,4.04409323658685e-13
2024-05-08 22:22:42,3859249.0912865372,-5661976.048039821,452565.2891775677,-160.05805187951864,504.36927016205374,7598.258927961733,,,,1.6676735370424467e-07,-3.505169061668312e-07,2.3697523654497843e-07,1.3498939009064896e-12,4.0756426202834263e-13,4.144888753733051e-13,4.0454742585101886e-13
2024-05-08 22:23:42,3841093.6461425573,-5619178.317173482,907116.0157542854,-444.90185239947397,921.6970998619931,7547.812165687966,,,,1.1425001744669316e-07,-3.626879543361383e-07,1.9268414930273536e-07,9.045137781715453e-13,4.1255275846733404e-13,4.1540248649401236e-13,4.0543547574025067e-13
2024-05-08 22:24:42,3805900.1831423007,-5551453.983002054,1357631.0945670735,-727.780283509717,1334.9462936359605,7463.78772036098,,,,7.702248439045434e-08,-3.7198264379867396e-07,2.983026912151132e-07,1.415297411516945e-12,4.176501091116657e-13,4.159711261522669e-13,4.0771034472761246e-13
2024-05-08 22:25:42,3753824.605210658,-5459103.287960146,1802106.4399709261,-1007.4295490540518,1742.2701048892573,7346.563203886857,,,,9.667387601552946e-08,-2.833207268793103e-07,1.9580412802255864e-07,7.175997025208014e-13,4.229352556566968e-13,4.178659220076773e-13,4.118804929046883e-13
2024-05-08 22:26:42,3685098.1966448547,-5342536.477503881,2238565.121476017,-1282.6015327654027,2141.849817613083,7196.665711472392,,,,6.774795213715379e-08,-2.1424647123069462e-07,3.1888235829669043e-07,1.478969118767921e-12,4.2849497944368036e-13,4.22461023756982e-13,4.1827079265021965e-13
2024-05-08 22:27:42,3600026.5366223063,-5202271.871025783,2665066.2502665105,-1552.0686562841252,2531.90296335225,7014.769271788996,,,,1.2402085580731637e-07,-2.4711061374915744e-07,3.726755695154793e-07,1.5197495412440945e-12,4.344237821447997e-13,4.304525449046764e-13,4.270130722131198e-13
2024-05-08 22:28:42,3498988.0932813175,-5038933.448709077,3079713.7254554257,-1814.6301445009442,2910.691502675714,6801.692062254053,,,,3.1237733288946856e-07,-1.8325684347786364e-07,4.854431603362741e-07,1.8636768788241778e-12,4.408231722450778e-13,4.4179365644229654e-13,4.3808070143515966e-13
2024-05-08 22:29:42,3382432.4171099346,-4853247.942698796,3480664.7312676865,-2069.1178095450286,3276.529386735708,6558.391048490914,,,,2.5963993621758163e-08,-2.711756987849867e-07,3.6317990481649076e-07,1.219582274979408e-12,4.478011190060988e-13,4.559364178144533e-13,4.5135164799438947e-13
2024-05-08 22:30:42,3250878.1323670866,-4646041.519507841,3866137.9346778616,-2314.398092385196,3627.7896484025027,6285.958656594927,,,,-5.057195728852548e-08,-1.2878293631501947e-07,1.0808902661807451e-07,2.7938800462688907e-13,4.554707617482568e-13,4.722195957666604e-13,4.666670219051007e-13
2024-05-08 22:31:42,3104910.644547565,-4418235.967336926,4234421.564713442,-2549.3801926865463,3962.9134179376033,5985.62015287591,,,,-2.0357134378201636e-07,1.3782984176202717e-07,1.5701904487741558e-07,1.6936949070061388e-12,4.639485260874691e-13,4.901975477177511e-13,4.838478969853751e-13
2024-05-08 22:32:42,2945179.30368243,-4170844.326639798,4583881.137007252,-2773.0243889320045,4280.419143970101,5658.724600933124,,,,2.419240985318538e-08,1.6437037153593792e-07,6.756891455239611e-07,3.773849128399888e-12,4.733535223841256e-13,5.097769333216081e-13,5.026559356402607e-13
2024-05-08 22:33:42,2772394.2119582887,-3904966.0690965364,4912966.522177848,-2984.3456425324066,4578.907576298968,5306.732829947209,,,,-2.0680534795758376e-07,1.9989164901090817e-07,3.382607038915353e-07,2.814054155962012e-12,4.838084773435499e-13,5.311505497687654e-13,5.227270703969742e-13
2024-05-08 22:34:42,2587322.942827803,-3621782.152577103,5220218.422411363,-3182.4130359713695,4857.062338356012,4931.211869922722,,,,-4.1475305856408795e-08,1.1242981212689074e-07,4.820775263425503e-07,2.5870452896930328e-12,4.954401160641638e-13,5.546068665702843e-13,5.435428486454312e-13
2024-05-08 22:35:42,2390787.2268901938,-3322549.8396880156,5504274.72311341,-3366.3535375147612,5113.657775606243,4533.832935589551,,,,-2.011862498818573e-07,1.6048638951104977e-07,3.710697082937031e-08,1.40830397926054e-12,5.083772572768394e-13,5.803145948956049e-13,5.644960037411097e-13
2024-05-08 22:36:42,2183659.289428334,-3008597.036960719,5763876.498364669,-3535.3578279347844,5347.565869258863,4116.362955577936,,,,-2.263584502060212e-07,2.1374027348031177e-07,2.756394259506578e-07,2.604985144069604e-12,5.227495961912027e-13,6.081604771412862e-13,5.85053463908465e-13
