,Epoch,x,y,z,xv,yv,zv,accx,accy,accz,JB08 Density,DTM2000 Density,NRLMSISE00 Density,Accelerometer Density,Computed Density
4390,2023-05-05 18:17:57,-5565663.700374892,451795.36360572977,-3992951.793206824,4396.98166232265,-524.6812941686636,-6202.246649351362,-9.879901731101153e-07,-1.0608739071541415e-05,4.702942526048025e-07,4.377562902186954e-13,8.042136132541933e-13,8.693811977615395e-13,-1.4288690820174251e-12,1.9544674840438896e-12
4391,2023-05-05 18:18:12,-5498941.334081743,443862.9471755903,-4085426.736522836,4499.128038367936,-532.9498107676638,-6127.460698637688,-9.938577340659563e-07,-1.060842468848269e-05,4.72691727797079e-07,4.332265014750197e-13,8.003036951642954e-13,8.565098702470588e-13,-1.445407369498398e-12,1.9369578732188687e-12
4392,2023-05-05 18:18:27,-5430696.172014634,435807.61370682466,-4176767.1675248328,4600.011812362914,-541.0694932712306,-6050.985565075823,-9.996888626624676e-07,-1.06080829828448e-05,4.7486910779059345e-07,4.287462383181033e-13,7.963709072557678e-13,8.438028943456247e-13,-1.4610041152780375e-12,1.9221494374921772e-12
4393,2023-05-05 18:18:42,-5360947.429950012,427631.6177129168,-4266947.967406576,4699.605415364203,-549.038132225851,-5972.843197162862,-1.0051213764151126e-06,-1.0607667374161344e-05,4.763332058107168e-07,4.2431867937169124e-13,7.924046423192575e-13,8.312926266781606e-13,-1.471767528548061e-12,1.821848980136007e-12
4394,2023-05-05 18:18:57,-5289714.597912191,419337.23571856,-4355944.238273893,4797.881534047866,-556.8535454671354,-5893.055839342419,-1.01015579154366e-06,-1.0608376866368515e-05,4.77556472904244e-07,4.199481230748738e-13,7.883976423681177e-13,8.190108670869081e-13,-1.4795048934444471e-12,1.8333663260695593e-12
4395,2023-05-05 18:19:12,-5217017.706074804,410926.7877311511,-4443731.532688339,4894.813372946842,-564.5136063953587,-5811.64632157555,-1.0164112439513831e-06,-1.0598973405009696e-05,4.7682978045912993e-07,4.156373930033094e-13,7.84341446518321e-13,8.069840423610467e-13,-1.4878089760075727e-12,1.7540566887846624e-12
4396,2023-05-05 18:19:27,-5142877.051295698,402402.6148473925,-4530285.632878551,4990.3743986510035,-572.016216962794,-5728.637763286209,-1.0205990559248413e-06,-1.0606531323460885e-05,4.791221222539586e-07,4.1139040715320066e-13,7.802309722197518e-13,7.952378186977349e-13,-1.4946099827238533e-12,1.7702812662666597e-12
4397,2023-05-05 18:19:42,-5067313.457020259,393767.09903850406,-4615582.789285766,5084.538608121134,-579.3593377650528,-5644.053856232538,-1.0263161644946888e-06,-1.0605503999718602e-05,4.792686119940246e-07,4.0720963046462707e-13,7.76059969152019e-13,7.837924772694979e-13,-1.5018140784161218e-12,2.245875749058737e-12
4398,2023-05-05 18:19:57,-4990348.005476349,385022.6424913579,-4699599.490809761,5177.280268533414,-586.5409602856809,-5557.91857678247,-1.0317900861155165e-06,-1.0605280480295952e-05,4.793565350551306e-07,4.0309860059138836e-13,7.718255401289653e-13,7.726674891199643e-13,-1.5077623796875152e-12,1.985788333398859e-12
4399,2023-05-05 18:20:12,-4912002.287434185,376171.6873809155,-4782312.711971869,5268.574197554778,-593.5591409166246,-5470.256467408934,-1.037338857013474e-06,-1.0604927311613165e-05,4.793969643692926e-07,3.9905944360043546e-13,7.675236381332518e-13,7.618770987228836e-13,-1.514317709337537e-12,2.164857763749521e-12
4400,2023-05-05 18:20:27,-4832298.14380731,367216.69515895133,-4863699.674063421,5358.395498474495,-600.4119707724955,-5381.092348150087,-1.0429981304676088e-06,-1.0604635953200003e-05,4.794824786092516e-07,3.9509534077272933e-13,7.631534943370741e-13,7.514348198436691e-13,-1.521980094590906e-12,2.0057976091053958e-12
4401,2023-05-05 18:20:42,-4751257.907540216,358160.1643964015,-4943738.099834166,5446.719866580415,-607.0976149501663,-5290.45158319996,-1.0486412010852624e-06,-1.0604332876254434e-05,4.794779595017118e-07,3.9120809726930587e-13,7.58713147441811e-13,7.413491905744825e-13,-1.5295972008856334e-12,1.030199416291091e-12
4402,2023-05-05 18:20:57,-4668904.153158541,349004.61180535745,-5022405.966756072,5533.523299562706,-613.6142756607686,-5198.359795705438,-1.0541309669212702e-06,-1.0604000971270035e-05,4.792222278383783e-07,3.8740055647283133e-13,7.542037883103218e-13,7.316281900859346e-13,-1.5358285027201524e-12,1.8961751630069314e-12
4403,2023-05-05 18:21:12,-4585259.9294815315,339752.5895433696,-5099681.769731556,5618.782412722161,-619.9602295902062,-5104.843100468958,-1.05957116040975e-06,-1.0603678355097687e-05,4.787764101609652e-07,3.8367422062487345e-13,7.496253306328467e-13,7.222751452072974e-13,-1.541420211968704e-12,1.3427338809062589e-12
4404,2023-05-05 18:21:27,-4500348.517749519,330406.66687416774,-5175544.2661316795,5702.47412624984,-626.1337876554139,-5009.927849217734,-1.064917491839208e-06,-1.0603290737106665e-05,4.783052722910639e-07,3.800316156414308e-13,7.449806780045026e-13,7.132930631171111e-13,-1.54691419084055e-12,1.9341660713583363e-12
4405,2023-05-05 18:21:42,-4414193.654593528,320969.4460407398,-5249972.745771646,5784.575962287288,-632.1333232226848,-4913.640849722537,-1.070296653269615e-06,-1.0603008708415604e-05,4.778202039488163e-07,3.7647396507621593e-13,7.402713524928278e-13,7.046806752952994e-13,-1.5528593193556698e-12,2.531075428474508e-12
4406,2023-05-05 18:21:57,-4326819.299816268,311443.54538350523,-5322946.767619545,5865.065742541735,-637.9572390246863,-4816.009139714336,-1.0756608854735715e-06,-1.0602444601016879e-05,4.771876753467185e-07,3.73003505397866e-13,7.35501686445878e-13,6.964366781158409e-13,-1.5586778325530412e-12,1.956534972348337e-12
4407,2023-05-05 18:22:12,-4238249.850516492,301831.6146533517,-5394446.4348108675,5943.921885032691,-643.6039928102338,-4717.060220721346,-1.0808152615037011e-06,-1.060287218782261e-05,4.766653900750258e-07,3.696212160205063e-13,7.306745296905483e-13,6.885559045438489e-13,-1.5637436232103237e-12,2.4331661618892305e-12
4408,2023-05-05 18:22:27,-4148509.918131827,292136.3188965825,-5464452.126648999,6021.123115023328,-649.0720716647465,-4616.821825968948,-1.086967786471904e-06,-1.0594386899878775e-05,4.7368307380667444e-07,3.6632907433396546e-13,7.25795349542925e-13,6.81033448564954e-13,-1.569536012530612e-12,1.8272922290626815e-12
4409,2023-05-05 18:22:42,-4057624.5341593577,282360.3529306953,-5532944.782941514,6096.64879043915,-654.3600250039123,-4515.322151673971,-1.0913178220067776e-06,-1.060318646443597e-05,4.742851480732626e-07,3.631278146386355e-13,7.20867981932984e-13,6.738609055781428e-13,-1.5710654927589836e-12,1.4049319850798813e-12
4410,2023-05-05 18:22:57,-3965618.934753363,272506.425907158,-5599905.626541375,6170.478594135788,-659.4664362077914,-4412.589615026365,-1.0963150321548282e-06,-1.0602015840358342e-05,4.722856890695784e-07,3.600191576866472e-13,7.158987066602392e-13,6.670304386250567e-13,-1.5717792647925498e-12,1.903143116377171e-12
4411,2023-05-05 18:23:12,-3872518.754637449,262577.27454212634,-5665316.451978917,6242.592876027022,-664.3899621836691,-4308.653054117119,-1.1010961883051005e-06,-1.0601799286099325e-05,4.7033618982125774e-07,3.5700363111508633e-13,7.108921179904224e-13,6.605311352248762e-13,-1.571537460820401e-12,1.341682382537593e-12
4412,2023-05-05 18:23:27,-3778349.82340788,252575.6487075286,-5729159.343058565,6312.972319294887,-669.1292971340625,-4203.5415062761585,-1.1059369116307325e-06,-1.0601541220802537e-05,4.6834718340529153e-07,3.54082738529459e-13,7.058551110102284e-13,6.543529526035082e-13,-1.5719870427293312e-12,1.994525089123403e-12
4413,2023-05-05 18:23:42,-3683138.3515822394,242504.3233336965,-5791416.969003726,6381.598273136283,-673.6832109151915,-4097.284384888147,-1.1110811394660067e-06,-1.0601216438991318e-05,4.665275744753678e-07,3.5125680688390397e-13,7.00792818785808e-13,6.484831240037199e-13,-1.5751982407812916e-12,1.8763779223673137e-12
4414,2023-05-05 18:23:57,-3586910.734594468,232366.08553914388,-5852072.294151472,6448.452417977934,-678.0505102315428,-3989.911286646745,-1.1164480330206615e-06,-1.0600851018600659e-05,4.647221650595252e-07,3.4852713015726673e-13,6.95712572811235e-13,6.429100439537708e-13,-1.580186385099022e-12,1.8604833098725416e-12
4415,2023-05-05 18:24:12,-3489693.7266226024,222163.7461367105,-5911108.877874532,6513.517093151031,-682.2300735269647,-3881.4521654268974,-1.1220912551994703e-06,-1.0600539428620358e-05,4.629597135243902e-07,3.4589387185761433e-13,6.906199668212186e-13,6.376197678905764e-13,-1.5873086556708006e-12,1.9302971371159106e-12
4416,2023-05-05 18:24:27,-3391514.256682718,211900.12703965756,-5968510.579831233,6576.774969622872,-686.2208145501254,-3771.937150955127,-1.1279073552682381e-06,-1.0600112696076528e-05,4.612389189376514e-07,3.4335815455845377e-13,6.855227319842169e-13,6.325997877441927e-13,-1.5961001077781e-12,1.7900346936542614e-12
4417,2023-05-05 18:24:42,-3292399.5943989474,201578.07086860712,-6024261.865786628,6638.209386000683,-690.0217165296123,-3661.3967191829975,-1.1336224307625337e-06,-1.0599742015314709e-05,4.5944348872885273e-07,3.4091998970422123e-13,6.804268789902739e-13,6.27835572943865e-13,-1.6045575774419608e-12,1.883695617976383e-12
4418,2023-05-05 18:24:57,-3192377.174364359,191200.43011531877,-6078347.507148971,6697.804019110212,-693.6317970248241,-3549.861513624779,-1.1392519953836349e-06,-1.0599304264963107e-05,4.5744606907911287e-07,3.3858033706233583e-13,6.753405237286537e-13,6.233142785169938e-13,-1.6124463395589135e-12,1.89808250014406e-12
4419,2023-05-05 18:25:12,-3091474.7504397267,180770.07604874088,-6130752.891792619,6755.543231011329,-697.0501414384908,-3437.3625018205043,-1.1447983086868129e-06,-1.0598879381276931e-05,4.5535506268983613e-07,3.3633907136247445e-13,6.702701248195873e-13,6.190213412343557e-13,-1.6200753515906264e-12,1.1829190003359193e-12
4420,2023-05-05 18:25:27,-2989720.2311358466,170289.88899188628,-6181463.718017065,6811.411727901939,-700.2758687099886,-3323.9308043217766,-1.1501891244281364e-06,-1.0598551738376962e-05,4.531496521389511e-07,3.341970062992821e-13,6.652242384092593e-13,6.149441109851645e-13,-1.6269158712285016e-12,1.4054750823137962e-12
4421,2023-05-05 18:25:42,-2887141.8242959045,159762.76670683548,-6230466.309356289,6865.394907297947,-703.3081640819499,-3209.5978297006977,-1.1557183354569795e-06,-1.0598220341346308e-05,4.5091861629579484e-07,3.321538934222613e-13,6.602098394336088e-13,6.110684921764732e-13,-1.6349767783782017e-12,1.320592963206881e-12
