UTC,Computed Density,JB08 Density,DTM2000 Density,NRLMSISE00 Density,x,y,z,xv,yv,zv,accx,accy,accz
2023-05-04 23:42:57,-4.418447430351235e-13,3.773284484437184e-13,6.409421653663932e-13,6.034845237337425e-13,1763287.0797222538,-281541.2325202691,-6638335.632586484,7318.69087905963,-639.8938212585775,1961.0035666989554,-1.067138777344212e-07,-1.9615710111775542e-08,1.2654841441417375e-07
2023-05-04 23:43:12,3.6150781575534294e-13,3.77680080827352e-13,6.456297390129939e-13,6.070417686934542e-13,1872820.273712432,-291100.5542717015,-6608007.758547496,7285.400013072415,-634.6530585581006,2082.6228361335425,2.8802942697581102e-08,2.7400012925227202e-08,1.1095522189918938e-07
2023-05-04 23:43:27,2.6695301273334687e-14,3.781378367612163e-13,6.503503530355991e-13,6.106601780965835e-13,1981839.0752692588,-300579.95281516045,-6575859.816314122,7250.108292076129,-629.2379190445498,2203.668323041513,-5.360641930352017e-08,-1.01635999616434e-08,1.8683658176144036e-07
2023-05-04 23:43:42,-1.9832304688904082e-14,3.787014790208629e-13,6.550857272385545e-13,6.143397489011399e-13,2090313.566645175,-309976.8272230816,-6541900.741774419,7212.825333353327,-623.6498708316982,2324.1071483133524,-9.18394587046123e-08,-6.550493697465853e-08,2.563081675788226e-07
2023-05-04 23:43:57,-6.783731999414993e-13,3.7937161092127663e-13,6.598195125515892e-13,6.180819743457172e-13,2198213.9281033287,-319288.59147985704,-6506139.799088373,7173.561107134774,-617.8904104608515,2443.9065263954694,-1.484299008147616e-07,-2.7829346660457333e-08,1.021226285757848e-07
2023-05-04 23:44:12,-2.34583322241051e-13,3.8014759256455565e-13,6.645341092584077e-13,6.218866185592253e-13,2305510.5469667166,-328512.6899273426,-6468586.906135202,7132.326296585166,-611.9610913207392,2563.0338717702316,-8.617544544620159e-08,-4.462508274016841e-08,1.211449269789e-07
2023-05-04 23:44:27,-1.2157081221841212e-13,3.8102971339670764e-13,6.692141874212376e-13,6.257548482215428e-13,2412173.919098478,-337646.5825693898,-6429252.305985508,7089.131941353149,-605.8634978984578,2681.456707990041,-6.125945750667938e-08,-1.1637296792876839e-08,1.056597787041369e-07
2023-05-04 23:44:42,-1.7950344187055185e-13,3.820170772838591e-13,6.738434417014513e-13,6.296859815278987e-13,2518174.767462481,-346687.7617003687,-6388146.888756181,7043.989794089277,-599.5992822271529,2799.1427948514806,-1.0603129085851037e-07,3.6345483733768447e-08,1.9854253707762837e-07
2023-05-04 23:44:57,-3.938899138960949e-13,3.831097652910775e-13,6.784081471523397e-13,6.336806517611395e-13,2623483.9343082677,-355633.7362743037,-6345281.86636779,6996.911962169339,-593.170128937647,2916.0600196367645,-9.863650163310922e-08,-1.5348273540993773e-08,7.45698454096555e-08
2023-05-04 23:45:12,-8.946673278678427e-13,3.8430669003943727e-13,6.828938273148996e-13,6.377375178529829e-13,2728072.511927359,-364482.04959331756,-6300669.0909093125,6947.9112588682,-586.5777855054214,3032.176543326493,-2.109693242324795e-07,-3.61782210855921e-08,1.2925383696682502e-07
2023-05-04 23:45:27,-3.028362728431313e-13,3.8560777082544123e-13,6.872888574322514e-13,6.418564835773442e-13,2831911.722560752,-373230.2625943624,-6254320.732048874,6897.000843223079,-579.8240290795819,3147.4606732512993,-1.048650308810295e-07,-3.343131826927248e-08,1.1020655943383417e-07
2023-05-04 23:45:42,-1.1441781190638446e-12,3.8701177930690963e-13,6.915810702686199e-13,6.460353991505932e-13,2934973.058205381,-381875.9724056085,-6206249.589602754,6844.194551421488,-572.9106926590655,3261.8810284435876,-1.6970781668845802e-07,-2.3314191632817227e-08,-6.008388186984348e-08
2023-05-04 23:45:57,-4.423318401828906e-13,3.8851851475139453e-13,6.95761372161019e-13,6.502733150904376e-13,3037228.1506413915,-390416.79462574015,-6156468.776394184,6789.506549211531,-565.8396373599694,3375.406384070971,-8.826737385447814e-08,-1.4401222492299581e-08,2.1042528608461453e-08
2023-05-04 23:46:12,3.991865623008243e-13,3.901266260176554e-13,6.998202577834541e-13,6.545671524701166e-13,3138648.921025847,-398850.38254427793,-6104992.027125997,6732.9516434333855,-558.6127809171924,3488.0058281401216,6.324974233251623e-08,-2.3051322073364133e-08,8.719589494887714e-09
2023-05-04 23:46:27,-3.1648116794424035e-13,3.9183580277666187e-13,7.037514534707024e-13,6.589150155420729e-13,3239207.4403495193,-407174.40876929986,-6051833.384906125,6674.54496307056,-551.2320691755053,3599.648601957711,-1.0407878514584468e-07,-2.8663910744963772e-08,8.500726078608523e-08
2023-05-04 23:46:42,8.887963596012118e-15,3.9364457873956475e-13,7.075483495001464e-13,6.633128404351726e-13,3338876.0895610894,-415386.58549227496,-5997007.504583252,6614.302284587853,-543.6995038003635,3710.304247191376,-9.046394033873639e-08,-3.183223029612492e-08,1.5899747740633074e-07
2023-05-04 23:46:57,-6.429400571523004e-13,3.955525380218539e-13,7.112076615227351e-13,6.677577668790344e-13,3437627.4089816357,-423484.64501643076,-5940529.344774518,6552.239713506835,-536.0171144082636,3819.9424620269106,-1.20813751003368e-07,-2.6337075853533065e-08,5.627308397038178e-09
2023-05-04 23:47:12,-5.741741974485132e-13,3.975580945111461e-13,7.147257760384561e-13,6.722447603113522e-13,3535434.266463897,-431466.36050863564,-5882414.467430146,6488.37402409481,-528.1869865991891,3928.5332703617873,-1.310322019776322e-07,-2.2198179960852826e-08,4.1469678357941575e-08
2023-05-04 23:47:27,-4.572377427732724e-13,3.996607201392314e-13,7.181024356414383e-13,6.767700548057912e-13,3632269.6992329992,-439329.5261998872,-5822678.733297875,6422.722322875887,-520.2112336030185,4036.0468688340206,-8.450429955786376e-08,-2.8106356131374355e-08,-2.362607887107515e-09
2023-05-04 23:47:42,-5.069230144733336e-13,4.018586960415052e-13,7.213369973971783e-13,6.813277443745214e-13,3728107.094471937,-447071.9797140574,-5761338.59498242,6355.30237665567,-512.0920231857243,4142.453819332113,-1.079477707222054e-07,-2.1032038666213282e-08,1.9050964361611022e-08
2023-05-04 23:47:57,-5.233773495811768e-13,4.0415136683499967e-13,7.24432145200001e-13,6.859133042063837e-13,3822920.018760427,-454691.5804371866,-5698410.798540138,6286.132278032618,-503.83154969966716,4247.724872722734,-9.060249350767435e-08,-2.5067153242019913e-08,-1.3779492213927824e-08
2023-05-04 23:48:12,-5.119845672846233e-13,4.065368662474263e-13,7.273900747049854e-13,6.905201564330886e-13,3916682.4063071855,-462186.23141111434,-5633912.671976982,6215.230762495115,-495.4320593066669,4351.831170534751,-9.156937519350095e-08,-2.4714322033325686e-08,-1.0398052197047036e-08
2023-05-04 23:48:27,-5.235378696274309e-13,4.0901440083016213e-13,7.302162365658435e-13,6.951432743571903e-13,4009368.3800531826,-469553.8582805435,-5567861.830863419,6142.61688354233,-486.89582352230354,4454.74405455827,-8.029488895999748e-08,-2.78419306498634e-08,-3.051200536674514e-08
2023-05-04 23:48:42,-4.1534122672743123e-13,4.1158195222802124e-13,7.329154619911933e-13,6.997757254761133e-13,4100952.4502393953,-476792.43344583176,-5500276.459078369,6068.31032382663,-478.22516346774336,4556.4352769661555,-7.3537892220088e-08,-2.7641080202478463e-08,-1.2180071173872875e-08
2023-05-04 23:48:57,-5.540113635689446e-13,4.1423858182295783e-13,7.354957219147429e-13,7.044123423527057e-13,4191409.32564328,-483899.95266195165,-5431175.021838001,5992.331078046,-469.4224247084994,4656.8768001579865,-7.205630137008256e-08,-2.5880643073072918e-08,-4.976535805667481e-08
2023-05-04 23:49:12,-4.4820627973281615e-13,4.1698209382864037e-13,7.379641784079858e-13,7.09046215119221e-13,4280714.1218882,-490874.45834668214,-5360576.5413990235,5914.699759927675,-460.4900009818864,4756.041017057448,-8.163242171121965e-08,-2.7200081742506654e-08,-1.198430954474361e-08
2023-05-04 23:49:27,-5.441890985038243e-13,4.198113804821354e-13,7.40330992253413e-13,7.136724532017883e-13,4368842.162213414,-497714.01687178435,-5288500.315030969,5835.437289713121,-451.4303099336746,4853.900542028511,-6.042802347394627e-08,-2.5849313911585625e-08,-6.157993936994899e-08
2023-05-04 23:49:42,-5.514789962005173e-13,4.2272406364883413e-13,7.426053409115612e-13,7.182846489293779e-13,4455769.193475866,-504416.7437621439,-5214966.183014102,5754.565194671437,-442.24581667165756,4950.428444672209,-7.473901231236368e-08,-2.0395377497983702e-08,-4.597203417944229e-08
2023-05-04 23:49:57,-4.957756526840388e-13,4.2571886397047815e-13,7.447992471642653e-13,7.228786952667731e-13,4541471.179196587,-510980.77942326845,-5139994.253665349,5672.105301185913,-432.93900954278973,5045.598028102409,-3.908471413183179e-08,-2.4657421660023715e-08,-7.37050083188251e-08
2023-05-04 23:50:12,-5.544662527911244e-13,4.2879320097600947e-13,7.469235415602654e-13,7.274491807631756e-13,4625924.525935267,-517404.31463003106,-5063605.164437523,5588.080025068915,-423.5124223886466,5139.38307424729,-5.5761219641681237e-08,-2.0512845533282587e-08,-6.794665363685226e-08
2023-05-04 23:50:27,-5.691131051235964e-13,4.3194560197562313e-13,7.489917385953003e-13,7.319932757389785e-13,4709105.865935743,-523685.5655865138,-4985819.813796034,5502.512072299496,-413.9686111913279,5231.757609093228,-3.6104909284517817e-08,-2.192636905373746e-08,-9.167725956160666e-08
2023-05-04 23:50:42,-5.062639954733768e-13,4.351732705154288e-13,7.510159697033079e-13,7.365070632127062e-13,4790992.29113977,-529822.7998442701,-4906659.615120804,5415.424720094331,-404.31017500040787,5322.69615604508,-3.81468989729683e-08,-2.1171647435203056e-08,-7.466680163048522e-08
2023-05-04 23:50:57,-5.623309273869558e-13,4.38474531197097e-13,7.530109003444217e-13,7.409894736346853e-13,4871561.127644244,-535814.310980632,-4826146.235247069,5326.841527462353,-394.5397339613926,5412.173491577812,-2.69927653562263e-08,-2.2500439844641562e-08,-9.726993521752547e-08
2023-05-04 23:51:12,-4.317833013899786e-13,4.4184636307059907e-13,7.549896359163334e-13,7.454385347004298e-13,4950790.178468701,-541658.4453285723,-4744301.839916809,5236.78660934388,-384.659949536034,5500.164907028327,-1.703278140752218e-08,-2.710031310471095e-08,-7.801140178287369e-08
2023-05-04 23:51:27,-4.880654008309166e-13,4.4528687967480444e-13,7.56967677850368e-13,7.498553387716683e-13,5028657.489091761,-547353.5759980477,-4661148.840570467,5145.284355093685,-374.67350348446473,5586.6459560351095,9.912415777080241e-09,-3.101266110583367e-08,-1.1393689725025524e-07
2023-05-04 23:51:42,-4.3627989724473865e-13,4.487928225866242e-13,7.589588008301696e-13,7.542401926548557e-13,5105141.597905703,-552898.1304513058,-4576710.132535593,5052.359695792988,-364.58311744409076,5671.592726580995,-9.659305355569359e-09,-2.3079730682162847e-08,-8.337017742832131e-08
2023-05-04 23:51:57,-4.816968920703534e-13,4.523620820727395e-13,7.609790551323187e-13,7.585966123138627e-13,5180221.293921349,-558290.5634601238,-4491008.848909761,4958.03782878761,-354.3915325548961,5754.981579528601,3.395869896394288e-08,-1.8128329837274748e-08,-1.2879807087529116e-07
2023-05-04 23:52:12,-5.269478741962955e-13,4.559911501383417e-13,7.630426178523135e-13,7.62927362123264e-13,5253875.87571002,-563529.3846821091,-4404068.5899835285,4862.344474755338,-344.1015280899018,5836.78943291527,-4.509345963299438e-08,-2.5005764459073987e-08,-7.018100323108456e-08
2023-05-04 23:52:27,-3.528468576092548e-13,4.596776841681131e-13,7.651658429687314e-13,7.672384695263215e-13,5326084.900290518,-568613.1315855861,-4315913.185397555,4765.305608602602,-333.7159021731612,5916.9934887433055,3.1182283422026558e-09,-2.389488729104272e-08,-7.402810098255941e-08
2023-05-04 23:52:42,-1.4624845007536977e-12,4.634179229973056e-13,7.673630935593322e-13,7.715351534546416e-13,5396828.448911066,-573540.3979959213,-4226566.914999944,4666.947698818431,-323.2374901998219,5995.571527700121,-1.4559073946429635e-08,-7.434863846800255e-08,-2.797741567306389e-07
2023-05-04 23:52:57,-8.305263761007822e-13,4.672092889642256e-13,7.696508292492454e-13,7.758258449878415e-13,5466086.868725512,-578309.806312946,-4136054.279452348,4567.297453261334,-312.66914776908726,6072.501618204189,6.750749381723153e-08,-4.066133096891633e-08,-2.1379794468145974e-07
2023-05-04 23:53:12,7.35594492673493e-13,4.710477583012832e-13,7.720434048828896e-13,7.801179903140407e-13,5533841.046280796,-582920.036877308,-4044400.212463178,4466.382043685111,-302.0137740252941,6147.762400913154,3.1466532846025075e-07,4.75695371981999e-10,-8.745729829229276e-08
2023-05-04 23:53:27,3.643910061265812e-14,4.749305115998636e-13,7.745572081178765e-13,7.844220917872431e-13,5600072.14096189,-587369.7990541047,-3951629.859845586,4364.228877748141,-291.27428990580074,6221.332801809822,8.956526897918593e-08,-2.237266327753673e-08,-5.691092752613258e-08
2023-05-04 23:53:42,1.1535973793188145e-13,4.788532700706722e-13,7.772064398899401e-13,7.887474080457849e-13,5664761.864112832,-591657.8603654145,-3857768.7827849314,4260.865842831804,-280.4536599749222,6293.192315938555,-6.20993043654039e-08,3.4901926126984506e-08,6.51419096442396e-08
2023-05-04 23:53:57,-9.98960608869268e-13,4.828129765194861e-13,7.800072707524737e-13,7.931059921463803e-13,5727892.20719509,-595783.0180518008,-3762842.7460384,4156.3210671368315,-269.5548663148557,6363.320734879971,3.878432508486185e-08,-3.648545632284339e-08,-2.1175083642077652e-07
2023-05-04 23:54:12,-9.280778518984465e-13,4.868050635498339e-13,7.829735464431174e-13,7.975082458683751e-13,5789445.730180819,-599744.1300707837,-3666877.913278283,4050.6231624183597,-258.58091745237374,6431.6984672981425,9.652994759079547e-08,-8.962617381591542e-08,-2.3431343176838482e-07
2023-05-04 23:54:27,3.650132016212275e-14,4.908262041013048e-13,7.861210218384584e-13,8.01967026513193e-13,5849405.280285442,-603540.0845874178,-3569900.642436033,3943.800972668114,-247.53483407476892,6498.306238612393,2.1690592166834222e-07,-5.579834438940168e-08,-1.270317859791703e-07
2023-05-04 23:54:42,4.533170076277395e-15,4.948715542206607e-13,7.89463052104035e-13,8.06493136697532e-13,5907754.285186813,-607169.8298799372,-3471937.669564659,3835.883787269755,-236.41965906684513,6563.125424179507,7.411160574122277e-08,-3.7014948217617416e-08,-4.3798653592830306e-08
2023-05-04 23:54:57,-5.511560660173371e-13,4.989375316701665e-13,7.930148375313526e-13,8.110994501195072e-13,5964476.466418455,-610632.3446119537,-3373015.9152300316,3726.901110077228,-225.23844757021857,6626.137727467573,7.898305831588459e-08,-1.4936093473139067e-08,-1.4292040617647217e-07
2023-05-04 23:55:12,-6.65528218050203e-13,5.030189936330983e-13,7.967890334774986e-13,8.157962931397986e-13,6019556.14047417,-613926.6688754084,-3273162.65992792,3616.882857433717,-213.99428155624648,6687.325514452387,1.3095730810874784e-07,3.222342859210414e-08,-1.8704630200261363e-07
2023-05-04 23:55:27,2.2009531534820798e-13,5.071120772253129e-13,8.008000585734673e-13,8.205956609708116e-13,6072977.9240684435,-617051.8736914826,-3172405.358929471,3505.8591438274425,-202.6902540124865,6746.6714852061,2.454077678848421e-07,-3.384172453380074e-08,-9.00095749045704e-08
2023-05-04 23:55:42,-4.0546186071741425e-13,5.11211342258629e-13,8.050596635704252e-13,8.255065578694227e-13,6124727.039838202,-620007.0923699886,-3070771.80667744,3393.860463837552,-191.329475161555,6804.159013678575,1.1989623427410834e-07,-1.094524522127216e-07,-1.3309752411316822e-07
2023-05-04 23:55:57,-8.884462467792722e-13,5.153126493712913e-13,8.095812671866713e-13,8.305392862009113e-13,6174789.016178428,-622791.4893729708,-2968289.9621705795,3280.9174954127925,-179.915064064324,6859.771810152111,9.264016131993458e-08,-4.3556655282550594e-08,-1.9813387375222646e-07
2023-05-04 23:56:12,-1.383803469855432e-13,5.194102517298628e-13,8.143754540497958e-13,8.35700740337651e-13,6223149.998593879,-625404.2914827694,-2864988.103460026,3167.061269889395,-168.45015789962923,6913.494256360993,3.733376896519758e-07,-4.286632393490919e-08,-1.95608412134618e-07
2023-05-04 23:56:27,4.569813749234445e-13,5.234997152646981e-13,8.194543503487325e-13,8.409987967796688e-13,6269796.443819332,-627844.7569605284,-2760894.663094165,3052.322996144171,-156.93790558024267,6965.311069625116,3.224930775758139e-07,-2.3540386528964063e-08,-6.44387654347156e-08
2023-05-04 23:56:42,1.277465428827054e-12,5.275749560328937e-13,8.248270432787591e-13,8.464375767715531e-13,6314715.436399871,-630112.2076623123,-2656038.372557982,2936.7342398287724,-145.38148483671878,7015.207638154799,1.5283168330881836e-07,3.028598138943295e-08,1.5144023768343118e-07
2023-05-04 23:56:57,-4.60489154852408e-13,5.316312007446642e-13,8.305040044653244e-13,8.520219571481892e-13,6357894.377382714,-632205.9971618777,-2550448.107611445,2820.3267442768206,-133.78408564017354,7063.16969502032,1.4556992855574435e-07,-3.1191507265937446e-08,-1.3561626754921008e-07
2023-05-04 23:57:12,-9.33649693953917e-13,5.356619632309781e-13,8.364924251825697e-13,8.577528142005591e-13,6399321.306013318,-634125.5423088283,-2444153.022177848,2703.132606774955,-122.148918106186,7109.183681841359,1.1879756112165296e-07,-2.9827408210003625e-08,-2.0061745642507844e-07
2023-05-04 23:57:27,2.0865382899841701e-13,5.396620298871071e-13,8.428006891758344e-13,8.636316622978394e-13,6438984.583335715,-635870.2921207452,-2337182.403974738,2585.184089766454,-110.47919940261067,7153.236402512075,3.402271291363945e-07,-3.9759770809055794e-08,-8.917333804703276e-08
2023-05-04 23:57:42,4.75355027793082e-13,5.436243435872095e-13,8.494336053441144e-13,8.696558725831529e-13,6476873.219390012,-637439.7610112708,-2229565.7977333376,2466.513762368099,-98.7781547619411,7195.315401475189,2.820137874337547e-07,-5.35716646599127e-08,-1.9478906931880147e-08
2023-05-04 23:57:57,3.820326526086331e-13,5.475429787914598e-13,8.563969606531886e-13,8.758234689436064e-13,6512976.550552203,-638833.4957620394,-2121332.870943815,2347.154337309565,-87.04901357622735,7235.408592800729,2.1972491026645002e-07,-2.9193629735857485e-08,-9.348647189710846e-09
2023-05-04 23:58:12,-4.4812045333072586e-13,5.514098278552725e-13,8.63692685105995e-13,8.821283623915182e-13,6547284.569545776,-640051.1072305888,-2012513.5251184278,2227.1387950985772,-75.29501381110754,7273.504628519402,2.0340153916720283e-07,-3.318052721468234e-08,-1.3537266729812814e-07
2023-05-04 23:58:27,-1.3379433783371344e-13,5.552169699449834e-13,8.713234519097189e-13,8.885652604278746e-13,6579787.599469531,-641092.2385089489,-1903137.7733369812,2106.500244636925,-63.51939825614583,7309.592528494199,2.7627873500080113e-07,-3.1041521020291896e-08,-1.01551384634746e-07
2023-05-04 23:58:42,6.943008804024103e-13,5.589556498597219e-13,8.792877333403356e-13,8.951248721934482e-13,6610476.62857605,-641956.5975512136,-1793235.8409273722,1985.2720406245942,-51.72542042302322,7343.66204595655,3.999989743874721e-07,-3.4201834475666715e-08,3.127607950403899e-09
2023-05-04 23:58:57,3.320656222401799e-13,5.626281380727504e-13,8.87584491585696e-13,9.017989572353549e-13,6639342.979376376,-642643.9250421989,-1682838.0538910648,1863.4876604426065,-39.91633891812537,7375.70330110812,2.558943386077317e-07,-3.686472727082446e-08,-1.1776267516694361e-08
2023-05-04 23:59:12,1.0062677242094575e-12,5.662344829809882e-13,8.962081482272948e-13,9.085755143463354e-13,6666378.646261634,-643154.0277275462,-1571974.928675697,1741.1808263979228,-28.095422004539284,7405.707148663084,2.4944710474983367e-07,-2.5471973863488984e-08,1.0159528951447783e-07
2023-05-04 23:59:27,9.367673533868324e-14,5.697753866497809e-13,9.05153366524549e-13,9.154439441431223e-13,6691575.96134298,-643486.7449486095,-1460677.0712213984,1618.3853823032148,-16.26594205219813,7433.664819949823,3.560755938991633e-07,-3.538610837683365e-08,-6.284961440172765e-08
2023-05-04 23:59:42,1.1728960042241506e-12,5.73249510708445e-13,9.144099269688737e-13,9.223901966861123e-13,6714927.935731631,-643641.9803687688,-1348975.2549920923,1495.1354130680518,-4.431178201718493,7459.568318241092,1.7609745839308744e-07,-1.2649425396027425e-07,1.502196687042101e-07
2023-05-04 23:59:57,8.746654663941677e-13,5.766569119854252e-13,9.239676164096425e-13,9.29402030788018e-13,6736427.9219291285,-643619.6704792461,-1236900.3313604505,1371.4651106700912,7.405585291351751,7483.410045603436,3.3879611649467734e-07,-9.092653219244795e-08,7.587350170368268e-08
2023-05-05 00:00:12,-4.5297026688454373e-13,5.799958572181207e-13,9.266048134856056e-13,9.30888692620489e-13,6756069.95899827,-643419.8187606027,-1124483.2958103532,1247.4088542624345,19.241050482422782,7505.183227334184,-9.965837577396996e-08,1.2309536168153556e-08,-5.4697913087764505e-08
2023-05-05 00:00:27,6.093017413358708e-13,5.832661856709226e-13,9.367826258657201e-13,9.380295754565176e-13,6773848.429960198,-643042.4617597136,-1011755.2095468689,1123.001089624912,31.071913256080798,7524.881501061029,2.0623765628613455e-07,-1.2332824206318094e-08,6.47994757851933e-08
2023-05-05 00:00:42,-2.2940105335856478e-12,5.864660493964484e-13,9.4721374945998e-13,9.451934372243216e-13,6789758.407108163,-642487.7012993675,-898747.2525486122,998.2763418688211,42.894858502658096,7542.499330502262,4.5068198772924006e-07,6.139566999241453e-08,-4.1948047413420397e-07
2023-05-05 00:00:57,3.2678394526057104e-13,5.895952672481889e-13,9.578767573788112e-13,9.52366981903695e-13,6803795.308032878,-641755.6722400285,-785490.6582585549,873.269163541905,54.706572704746925,7558.031569890123,3.774102061981921e-07,-7.9849897360873e-08,7.817913205698801e-09
2023-05-05 00:01:12,2.1816270144277062e-12,5.926520124140271e-13,9.687446073756745e-13,9.595345785520778e-13,6815955.2422427535,-640846.576316949,-672016.755203549,748.0141376062271,66.50375970823343,7571.473809422008,7.381176541088053e-07,-1.8894234377064834e-07,2.6863836699586585e-07
2023-05-05 00:01:27,7.271429986051922e-13,5.956361874754447e-13,9.79789932498597e-13,9.666836800359236e-13,6826234.665468128,-639760.6482581485,-558356.9143594387,622.5458833440515,78.28313207852663,7582.821997422905,1.5945819420437601e-07,-6.285348375101307e-08,1.0073082368222686e-07
2023-05-05 00:01:42,2.0551682101950485e-12,5.985460817093745e-13,9.90979722451876e-13,9.737997323895433e-13,6834630.726409336,-638498.1878879266,-444542.58141415316,496.899134904125,90.04141989583327,7592.072778763047,2.057800063681725e-07,-4.212403514891605e-08,3.066863518697005e-07
2023-05-05 00:01:57,4.762357948808025e-14,6.013817571839015e-13,1.0022807694840833e-12,9.80871593608974e-13,6841140.921390913,-637059.527667201,-330605.2335872669,371.10869575168823,101.7753582231584,7599.22316649724,4.076029131994119e-07,-3.9851794975120924e-08,-1.2268631999212687e-08
2023-05-05 00:02:12,1.3478994267414466e-12,6.041416479871105e-13,1.0136542792700934e-12,9.878863033632403e-13,6845763.444264245,-635445.0655070813,-216576.39951284928,245.2095317514736,113.48168453990245,7604.270949873388,4.135475073496764e-08,1.7997700774152747e-08,2.0779157777761625e-07
2023-05-05 00:02:27,5.316955502098086e-13,6.068259836392066e-13,1.025061525106229e-12,9.948345312379135e-13,6848496.838797025,-633655.2318938129,-102487.62781112416,119.23667077517567,125.15714066972465,7607.214324532423,2.7361157961536264e-07,-5.6978422868780854e-08,7.90047581800124e-08
2023-05-05 00:02:42,-8.779078230397208e-13,6.094333376831274e-13,1.0364584043067771e-12,1.001705209882826e-12,6849340.35089534,-631690.5221639918,11629.504367561563,-6.77477367715356,136.79848339692387,7608.052335494352,1.8767895149096603e-07,-1.2972266383304287e-07,-1.3401085330842777e-07
2023-05-05 00:02:57,7.413715651837601e-13,6.11964101729887e-13,1.0478013319745993e-12,1.0084910298095173e-12,6848293.577660495,-629551.4640964126,125743.41238587248,-132.78966971131587,148.402477748241,7606.784449921538,4.657174255129348e-07,-8.018994201997032e-08,1.2443692748442814e-07
2023-05-05 00:03:12,7.581387775063768e-13,6.14417010630359e-13,1.0590417913157265e-12,1.0151829773833247e-12,6845356.8188362885,-627238.6503883116,239822.51018864184,-258.77289748488664,159.9659067595447,7603.410974166753,4.2603340233426934e-07,-7.055640116604422e-08,1.3340506810344266e-07
2023-05-05 00:03:27,1.0781712106324575e-12,6.167926441698309e-13,1.0701324327398387e-12,1.0217758420805847e-12,6840530.725092943,-624752.7058347448,353835.21680063184,-384.68935297924094,171.48556021335276,7597.9326238673475,2.894609085757338e-07,-4.87262991066828e-08,1.8315104927113524e-07
2023-05-05 00:03:42,6.850778621059648e-13,6.190899345965226e-13,1.0810216275166583e-12,1.0282626727693534e-12,6833816.648163915,-622094.3187036058,467749.97298415215,-510.5039834191807,182.95823686964945,7590.350912608591,3.2474456190811907e-07,-1.3559218525749372e-08,1.284944172175173e-07
2023-05-05 00:03:57,8.43612563806477e-13,6.213096805882741e-13,1.0916597405418612e-12,1.0346402801719148e-12,6825216.290196019,-619264.2092744118,581535.2365654083,-636.1817639297519,194.38074182292291,7580.667749562617,3.6872614117555713e-07,-6.887152592671697e-08,1.6382188439134637e-07
2023-05-05 00:04:12,1.3829583036709226e-12,6.23451018686231e-13,1.1019936492404522e-12,1.040903590011605e-12,6814732.053926291,-616263.1624003407,695159.5118886436,-761.687729993549,205.7498965282058,7568.8858283010695,3.571912152722234e-07,-6.878855973724285e-08,2.5333331477028764e-07
2023-05-05 00:04:27,1.2556163422142972e-12,6.255149691327687e-13,1.111973205113391e-12,1.0470511814357432e-12,6802366.69162101,-613091.9946795565,808591.3322415393,-886.9869513252643,217.06253303814512,7555.008235005733,3.2355781343085255e-07,-7.408660673835499e-08,2.3613511601627835e-07
2023-05-05 00:04:42,1.242099783013659e-12,6.275008964351713e-13,1.1215457471076246e-12,1.053079587072316e-12,6788123.653073236,-609751.5851165131,921799.3001674915,-1012.044574210431,228.31550943529842,7539.038841899418,2.3517056213506748e-07,-6.185740286657193e-08,2.2784908049189312e-07
2023-05-05 00:04:57,1.0861335527793824e-12,6.294100641763471e-13,1.1306626863177064e-12,1.0589888429551219e-12,6772006.736302951,-606242.8439528525,1034752.0589133312,-1136.8257907556251,239.5056974275768,7520.981915704212,3.3022639023272404e-07,-5.4985734299073386e-08,2.2191101001212132e-07
2023-05-05 00:05:12,1.0519103841877163e-12,6.312420645921932e-13,1.1392739594250036e-12,1.0647767141658428e-12,6754020.434711056,-602566.7439726843,1147418.3452839134,-1261.2958997807566,250.62999719439557,7500.842515098256,3.152186582866534e-07,-7.452461503465457e-08,2.2080760397891197e-07
2023-05-05 00:05:27,1.5200147700286262e-12,6.329983992257839e-13,1.1473347271849342e-12,1.070444294412577e-12,6734169.588345115,-598724.2889782644,1259766.9486353262,-1385.4202616906227,261.68532307856714,7478.626092445102,3.0941936479678134e-07,-6.748901537623198e-08,2.9943808876886635e-07
2023-05-05 00:05:42,1.421718551480071e-12,6.34678896333466e-13,1.1547997748643143e-12,1.0759901967792994e-12,6712459.728458433,-594716.5443019699,1371766.7749705673,-1509.1643765162369,272.6686176049881,7454.338882893847,2.7046679385023253e-07,-7.884116504097705e-08,2.8263086582214214e-07
2023-05-05 00:05:57,1.3942108690115354e-12,6.362853026033198e-13,1.1616302541249679e-12,1.0814161898435217e-12,6688896.730884759,-590544.6057659566,1483386.7944645532,-1632.4938196233684,283.5768367347928,7427.987510093961,2.834324703826496e-07,-6.647044514807021e-08,2.8620924230615685e-07
2023-05-05 00:06:12,1.6058615447361742e-12,6.378176794202361e-13,1.167787986588958e-12,1.0867213467928976e-12,6663487.158573875,-586209.6296213754,1594596.1173329714,-1755.3743280905749,294.40696199198055,7399.5793689108705,2.6602233305084155e-07,-5.329121799402259e-08,3.21261802938011e-07
2023-05-05 00:06:27,1.6953051614511917e-12,6.392780111860798e-13,1.1732422083909965e-12,1.0919077349437108e-12,6636237.916701237,-581712.8022387389,1705363.9297853825,-1877.7717253785227,305.1559879137759,7369.122238785854,2.659962987650033e-07,-5.352207987918689e-08,3.414104985388633e-07
